價錢,內容,商家,房型,旅館名稱,旅館地址
3157,豪華房(兩床)(Deluxe Twin Room) ,agoda,DBL,雲林三好國際酒店,雲林縣斗六市斗六五路35號
3280,標准雙人或雙床間 - 不退款,Booking,DBL,雲林三好國際酒店,雲林縣斗六市斗六五路35號
3280,【含早餐】 經典雙床房 二小床,雄獅,DBL,雲林三好國際酒店,雲林縣斗六市斗六五路35號
3280,經典雙床房(歡迎使用『國旅卡』消費，本站提供多種付款方式，刷卡消費不會加收海外刷卡手續費),四方通行,DBL,雲林三好國際酒店,雲林縣斗六市斗六五路35號
3280,經典雙人房,旅遊王,DBL,雲林三好國際酒店,雲林縣斗六市斗六五路35號
4043,溫馨家庭房 雙床,Trip,FOUR,雲林三好國際酒店,雲林縣斗六市斗六五路35號
4119,豪華家庭房(Deluxe Family Room) ,agoda,FOUR,雲林三好國際酒店,雲林縣斗六市斗六五路35號
4280,家庭套房 - 不退款,Booking,FOUR,雲林三好國際酒店,雲林縣斗六市斗六五路35號
4280,【含早餐】 溫馨家庭房 二大床,雄獅,FOUR,雲林三好國際酒店,雲林縣斗六市斗六五路35號
4280,豪華家庭房,Expedia,FOUR,雲林三好國際酒店,雲林縣斗六市斗六五路35號
4280,溫馨家庭房(歡迎使用『國旅卡』消費，本站提供多種付款方式，刷卡消費不會加收海外刷卡手續費),四方通行,FOUR,雲林三好國際酒店,雲林縣斗六市斗六五路35號
4280,溫馨家庭房,旅遊王,FOUR,雲林三好國際酒店,雲林縣斗六市斗六五路35號
1880,附早餐、晚餐 觀月經典雙人房 一大床(含早餐與晚餐),雄獅,DBL,斗六觀月商務休閒旅館,雲林縣斗六市鎮西里雲林路二段一九六號
2180,經濟雙人間 - 不退款(含早餐與晚餐),Booking,DBL,斗六觀月商務休閒旅館,雲林縣斗六市鎮西里雲林路二段一九六號
2230,標准雙人間 - 不退款,Booking,DBL,斗六觀月商務休閒旅館,雲林縣斗六市鎮西里雲林路二段一九六號
2950,舒適三人間 - 不退款,Booking,TRP,斗六觀月商務休閒旅館,雲林縣斗六市鎮西里雲林路二段一九六號
3130,標准四人間 - 不退款,Booking,FOUR,斗六觀月商務休閒旅館,雲林縣斗六市鎮西里雲林路二段一九六號
3380,舒適三人間 - 不退款(含早餐與晚餐),Booking,TRP,斗六觀月商務休閒旅館,雲林縣斗六市鎮西里雲林路二段一九六號
3480,標准四人間 - 不退款(含早餐與晚餐),Booking,FOUR,斗六觀月商務休閒旅館,雲林縣斗六市鎮西里雲林路二段一九六號
3480,附早餐、晚餐 觀月精品四人房 二大床(含早餐與晚餐),雄獅,FOUR,斗六觀月商務休閒旅館,雲林縣斗六市鎮西里雲林路二段一九六號
3832,"奢華雙人房, 1 張特大雙人床, 按摩浴缸(含早餐與晚餐)",Expedia,FOUR,斗六觀月商務休閒旅館,雲林縣斗六市鎮西里雲林路二段一九六號
4832,"標準四人房, 多張床, 按摩浴缸(含早餐與晚餐)",Expedia,QUD,斗六觀月商務休閒旅館,雲林縣斗六市鎮西里雲林路二段一九六號
1480,精緻套房(Exquisite Room) ,agoda,DBL,雲林斗六太信大飯店,雲林縣斗六市太平路7號1樓
2588,雅緻四人房(Exquisite Quad) ,agoda,FOUR,雲林斗六太信大飯店,雲林縣斗六市太平路7號1樓
1766,標準雙人房(Double Standard) ,agoda,DBL,虎尾風華渡假旅館,63251雲林縣虎尾鎮平和里平和20-15號
1980,標准雙人間,Booking,DBL,虎尾風華渡假旅館,63251雲林縣虎尾鎮平和里平和20-15號
1980,浪漫風華(歡迎使用『國旅卡』消費，本站提供多種付款方式，刷卡消費不會加收海外刷卡手續費),四方通行,DBL,虎尾風華渡假旅館,63251雲林縣虎尾鎮平和里平和20-15號
1980,浪漫風華(無窗) 大床,Trip,DBL,虎尾風華渡假旅館,63251雲林縣虎尾鎮平和里平和20-15號
1980,浪漫風華,旅遊王,DBL,虎尾風華渡假旅館,63251雲林縣虎尾鎮平和里平和20-15號
1716,豪華雙人間 - 帶浴缸 - 不退款,Booking,DBL,雲林朝聖文旅,雲林縣北港鎮中山路146號3樓
1980,豪華雙人房,Expedia,DBL,雲林朝聖文旅,雲林縣北港鎮中山路146號3樓
2314,舒適四人間 - 不退款,Booking,FOUR,雲林朝聖文旅,雲林縣北港鎮中山路146號3樓
2670,基本四人房,Expedia,FOUR,雲林朝聖文旅,雲林縣北港鎮中山路146號3樓
2500,春語．夏日房,AsiaYo,DBL,古坑棕櫚島民宿,雲林縣古坑鄉光昌路1-9號
3500,秋楓．冬雪房,AsiaYo,FOUR,古坑棕櫚島民宿,雲林縣古坑鄉光昌路1-9號
2000,浪漫雙人房,AsiaYo,DBL,雲林古坑天秀山莊民宿,雲林縣古坑鄉華山村2鄰19之6號
2500,一臥室小屋,Booking,DBL,雲林古坑天秀山莊民宿,雲林縣古坑鄉華山村2鄰19之6號
2800,親子通鋪四人套房,AsiaYo,FOUR,雲林古坑天秀山莊民宿,雲林縣古坑鄉華山村2鄰19之6號
3000,小木屋,Booking,FOUR,雲林古坑天秀山莊民宿,雲林縣古坑鄉華山村2鄰19之6號
1686,典雅和風房(D)(會員特惠) 大床,Trip,DBL,斗南海悅SPA時尚汽車旅館,雲林縣斗南鎮明昌里長安路2段36號
1980,經濟雙人間,Booking,DBL,斗南海悅SPA時尚汽車旅館,雲林縣斗南鎮明昌里長安路2段36號
3280,豪華四人間,Booking,FOUR,斗南海悅SPA時尚汽車旅館,雲林縣斗南鎮明昌里長安路2段36號
1890,雙床間 - 不退款,Booking,DBL,雲林好住民宿,雲林縣北港鎮公民路37號
2980,四人間 - 不退款,Booking,FOUR,雲林好住民宿,雲林縣北港鎮公民路37號
3890,家庭間（6位成人） - 不退款,Booking,QUD,雲林好住民宿,雲林縣北港鎮公民路37號
1288,鐵馬樂悠遊．輕鬆來住房／精緻單人房(一大床),旅遊王,SGL,斗六太信大飯店,雲林縣斗六市太平路7號
1380,精致單人間 - 不退款,Booking,SGL,斗六太信大飯店,雲林縣斗六市太平路7號
1380,【一般訂房】不可取消 精緻單人房 ,雄獅,SGL,斗六太信大飯店,雲林縣斗六市太平路7號
1588,鐵馬樂悠遊．輕鬆來住房／精緻雙人房(一大床),旅遊王,DBL,斗六太信大飯店,雲林縣斗六市太平路7號
1599,經濟雙人間 - 不退款,Booking,DBL,斗六太信大飯店,雲林縣斗六市太平路7號
1599,【一般訂房】不可取消 精緻雙人房 一大床/二小床,雄獅,DBL,斗六太信大飯店,雲林縣斗六市太平路7號
1988,精緻雙人房一大床(歡迎使用『國旅卡』消費，本站提供多種付款方式，刷卡消費不會加收海外刷卡手續費),四方通行,DBL,斗六太信大飯店,雲林縣斗六市太平路7號
2029,豪華雙人房 大床,Trip,DBL,斗六太信大飯店,雲林縣斗六市太平路7號
2188,尊貴雙床間 - 不退款,Booking,DBL,斗六太信大飯店,雲林縣斗六市太平路7號
2588,精致四人間 - 不退款,Booking,FOUR,斗六太信大飯店,雲林縣斗六市太平路7號
2588,【一般訂房】不可取消 精緻四人房 二大床,雄獅,FOUR,斗六太信大飯店,雲林縣斗六市太平路7號
2788,精緻四人房(歡迎使用『國旅卡』消費，本站提供多種付款方式，刷卡消費不會加收海外刷卡手續費),四方通行,FOUR,斗六太信大飯店,雲林縣斗六市太平路7號
2788,精緻四人房,旅遊王,FOUR,斗六太信大飯店,雲林縣斗六市太平路7號
1980,經典商務雙人套房(歡迎使用『國旅卡』消費，本站提供多種付款方式，刷卡消費不會加收海外刷卡手續費),四方通行,DBL,雲林福爾摩莎大飯店,雲林縣斗六市大學路二段23號
2200,標准雙人間,Booking,DBL,雲林福爾摩莎大飯店,雲林縣斗六市大學路二段23號
2200,雙人房(Double) ,agoda,DBL,雲林福爾摩莎大飯店,雲林縣斗六市大學路二段23號
3000,尊爵商務家庭套房(歡迎使用『國旅卡』消費，本站提供多種付款方式，刷卡消費不會加收海外刷卡手續費),四方通行,FOUR,雲林福爾摩莎大飯店,雲林縣斗六市大學路二段23號
3300,四人間,Booking,FOUR,雲林福爾摩莎大飯店,雲林縣斗六市大學路二段23號
5632,客房(2張雙人床)(Twin - 2 double beds) ,agoda,FOUR,雲林福爾摩莎大飯店,雲林縣斗六市大學路二段23號
2000,標准雙人間 - 免費取消,Booking,DBL,雲林東碧山莊,雲林縣古坑鄉草嶺村石壁81-5號
3200,四人間 - 免費取消,Booking,FOUR,雲林東碧山莊,雲林縣古坑鄉草嶺村石壁81-5號
4200,家庭間 - 免費取消,Booking,QUD,雲林東碧山莊,雲林縣古坑鄉草嶺村石壁81-5號
1200,標准雙人間,Booking,DBL,雲林好蝦民宿,雲林縣口湖鄉東興路1號
2000,四人間 - 帶共用浴室,Booking,FOUR,雲林好蝦民宿,雲林縣口湖鄉東興路1號
1449,樸實雙人房 大床,Trip,DBL,雲林微旅時尚旅店,雲林縣斗六市太平路2號
1480,樸實雙人房（一大床）(歡迎使用『國旅卡』消費，本站提供多種付款方式，刷卡消費不會加收海外刷卡手續費),四方通行,DBL,雲林微旅時尚旅店,雲林縣斗六市太平路2號
1480,樸實雙人房,旅遊王,DBL,雲林微旅時尚旅店,雲林縣斗六市太平路2號
1580,樸實雙人房,Expedia,DBL,雲林微旅時尚旅店,雲林縣斗六市太平路2號
2036,商旅三人房 床型未知,Trip,TRP,雲林微旅時尚旅店,雲林縣斗六市太平路2號
2080,商旅三人房(歡迎使用『國旅卡』消費，本站提供多種付款方式，刷卡消費不會加收海外刷卡手續費),四方通行,TRP,雲林微旅時尚旅店,雲林縣斗六市太平路2號
2080,商旅三人房,旅遊王,TRP,雲林微旅時尚旅店,雲林縣斗六市太平路2號
2180,商旅三人房,Expedia,TRP,雲林微旅時尚旅店,雲林縣斗六市太平路2號
2426,雅致四人房 雙床,Trip,FOUR,雲林微旅時尚旅店,雲林縣斗六市太平路2號
2480,雅緻四人房(歡迎使用『國旅卡』消費，本站提供多種付款方式，刷卡消費不會加收海外刷卡手續費),四方通行,FOUR,雲林微旅時尚旅店,雲林縣斗六市太平路2號
2480,雅緻四人房,旅遊王,FOUR,雲林微旅時尚旅店,雲林縣斗六市太平路2號
2579,雅緻四人房,Expedia,FOUR,雲林微旅時尚旅店,雲林縣斗六市太平路2號
1180,標准雙人間 - 免費取消,Booking,DBL,雲林風信子商務旅館-斗六館,雲林縣斗六市民生路170號5樓
1180,標準雙人房(Standard Double) ,agoda,DBL,雲林風信子商務旅館-斗六館,雲林縣斗六市民生路170號5樓
1480,樸實雙人房(歡迎使用『國旅卡』消費，本站提供多種付款方式，刷卡消費不會加收海外刷卡手續費),四方通行,DBL,雲林風信子商務旅館-斗六館,雲林縣斗六市民生路170號5樓
1480,樸實雙人房,AsiaYo,DBL,雲林風信子商務旅館-斗六館,雲林縣斗六市民生路170號5樓
1480,樸實雙人房,旅遊王,DBL,雲林風信子商務旅館-斗六館,雲林縣斗六市民生路170號5樓
1780,經典三人間 - 免費取消,Booking,TRP,雲林風信子商務旅館-斗六館,雲林縣斗六市民生路170號5樓
1780,三人房(Triple) ,agoda,TRP,雲林風信子商務旅館-斗六館,雲林縣斗六市民生路170號5樓
2080,商旅三人房,AsiaYo,TRP,雲林風信子商務旅館-斗六館,雲林縣斗六市民生路170號5樓
2080,商旅三人房,旅遊王,TRP,雲林風信子商務旅館-斗六館,雲林縣斗六市民生路170號5樓
2180,高級四人間 - 免費取消,Booking,FOUR,雲林風信子商務旅館-斗六館,雲林縣斗六市民生路170號5樓
2196,高級家庭房(Family Superior) ,agoda,FOUR,雲林風信子商務旅館-斗六館,雲林縣斗六市民生路170號5樓
2480,雅致四人房(歡迎使用『國旅卡』消費，本站提供多種付款方式，刷卡消費不會加收海外刷卡手續費),四方通行,FOUR,雲林風信子商務旅館-斗六館,雲林縣斗六市民生路170號5樓
2480,雅致四人房,AsiaYo,FOUR,雲林風信子商務旅館-斗六館,雲林縣斗六市民生路170號5樓
2480,雅緻四人房,旅遊王,FOUR,雲林風信子商務旅館-斗六館,雲林縣斗六市民生路170號5樓
2580,豪華家庭套房 - 免費取消,Booking,QUD,雲林風信子商務旅館-斗六館,雲林縣斗六市民生路170號5樓
2880,麗緻五人房(歡迎使用『國旅卡』消費，本站提供多種付款方式，刷卡消費不會加收海外刷卡手續費),四方通行,QUD,雲林風信子商務旅館-斗六館,雲林縣斗六市民生路170號5樓
2880,麗緻五人房,AsiaYo,QUD,雲林風信子商務旅館-斗六館,雲林縣斗六市民生路170號5樓
2880,麗緻五人房,旅遊王,QUD,雲林風信子商務旅館-斗六館,雲林縣斗六市民生路170號5樓
1650,標准雙人間 - 不退款,Booking,DBL,雲林古坑清心慢漫民宿,雲林縣古坑鄉朝陽路1-20號
2400,家庭間 - 不退款,Booking,FOUR,雲林古坑清心慢漫民宿,雲林縣古坑鄉朝陽路1-20號
2480,標准四人間,Booking,FOUR,雲林商務旅館,雲林縣土庫鎮光明路302號
2660,四人套房(二大床)(歡迎使用『國旅卡』消費，本站提供多種付款方式，刷卡消費不會加收海外刷卡手續費),四方通行,FOUR,雲林日升咖啡民宿,雲林縣古坑鄉麻園村8鄰麻園25-1號
3800,六人和室套房(歡迎使用『國旅卡』消費，本站提供多種付款方式，刷卡消費不會加收海外刷卡手續費),四方通行,QUD,雲林日升咖啡民宿,雲林縣古坑鄉麻園村8鄰麻園25-1號
1980,瘋旅遊-國民旅遊卡卡友專屬-狂野迷情(歡迎使用『國旅卡』消費，本站提供多種付款方式，刷卡消費不會加收海外刷卡手續費),四方通行,DBL,斗六天上人間精品旅館,雲林縣斗六市北平路102號
2280,狂野迷情系列,旅遊王,DBL,斗六天上人間精品旅館,雲林縣斗六市北平路102號
1890,附早餐 菊級客房 一大床,雄獅,DBL,斗南山櫻花汽車休閒旅館,雲林縣斗南鎮新生一路59號
1890,【菊】(歡迎使用『國旅卡』消費，本站提供多種付款方式，刷卡消費不會加收海外刷卡手續費),四方通行,DBL,斗南山櫻花汽車休閒旅館,雲林縣斗南鎮新生一路59號
3800,附早餐 梅級客房 二大床,雄獅,FOUR,斗南山櫻花汽車休閒旅館,雲林縣斗南鎮新生一路59號
1800,標准雙人間,Booking,DBL,古坑華山禾園,雲林縣古坑鄉華山村華山77號
2400,四人間,Booking,FOUR,古坑華山禾園,雲林縣古坑鄉華山村華山77號
3600,家庭間,Booking,QUD,古坑華山禾園,雲林縣古坑鄉華山村華山77號
2080,標准雙人間,Booking,DBL,古坑桂林香波咖啡城堡民宿,雲林縣古坑鄉桂林村桂林93號
2900,四人間,Booking,FOUR,古坑桂林香波咖啡城堡民宿,雲林縣古坑鄉桂林村桂林93號
3770,家庭間,Booking,QUD,古坑桂林香波咖啡城堡民宿,雲林縣古坑鄉桂林村桂林93號
1700,大號床間 - 帶陽台 - 不退款,Booking,DBL,雲林西螺後街童畫民宿,雲林縣西螺鎮市後街1-2 號
2280,園景特大號床間 - 不退款,Booking,DBL,雲林西螺後街童畫民宿,雲林縣西螺鎮市後街1-2 號
3080,四人間 - 帶陽台 - 不退款,Booking,FOUR,雲林西螺後街童畫民宿,雲林縣西螺鎮市後街1-2 號
600,10床混合宿舍間的1個床位 - 免費取消,Booking,SGL,雲林川田府邸民宿,雲林縣西螺鎮振興里13鄰市場南路5號
1600,標准雙人間 - 免費取消,Booking,DBL,雲林川田府邸民宿,雲林縣西螺鎮振興里13鄰市場南路5號
2000,三人間 - 帶私人浴室 - 免費取消,Booking,TRP,雲林川田府邸民宿,雲林縣西螺鎮振興里13鄰市場南路5號
2400,四人間 - 帶私人浴室 - 免費取消,Booking,FOUR,雲林川田府邸民宿,雲林縣西螺鎮振興里13鄰市場南路5號
3000,家庭間 - 帶私人浴室 - 免費取消,Booking,QUD,雲林川田府邸民宿,雲林縣西螺鎮振興里13鄰市場南路5號
2000,標准雙人間 - 不退款,Booking,DBL,雲林御花園商務汽車旅館-虎尾館,雲林縣虎尾鎮東明路9號
3000,四人間 - 帶浴缸 - 不退款,Booking,FOUR,雲林御花園商務汽車旅館-虎尾館,雲林縣虎尾鎮東明路9號
3380,汽車房-帝王湯(歡迎使用『國旅卡』消費，本站提供多種付款方式，刷卡消費不會加收海外刷卡手續費),四方通行,DBL,雲林御花園商務汽車旅館-虎尾館,雲林縣虎尾鎮東明路9號
1180,單床標準房（無窗）(歡迎使用『國旅卡』消費，本站提供多種付款方式，刷卡消費不會加收海外刷卡手續費),四方通行,DBL,斗六真岡大飯店,雲林縣斗六市民生路185之3號
1680,雙床商務房(三人房)(歡迎使用『國旅卡』消費，本站提供多種付款方式，刷卡消費不會加收海外刷卡手續費),四方通行,TRP,斗六真岡大飯店,雲林縣斗六市民生路185之3號
1980,雙床商務房(四人房)(歡迎使用『國旅卡』消費，本站提供多種付款方式，刷卡消費不會加收海外刷卡手續費),四方通行,FOUR,斗六真岡大飯店,雲林縣斗六市民生路185之3號
1771,標準房(兩床)(Standard Twin) ,agoda,DBL,雲林緻麗伯爵商務旅館,640雲林縣斗六市中山路6號
1788,標准雙床間 - 免費取消,Booking,DBL,雲林緻麗伯爵商務旅館,640雲林縣斗六市中山路6號
2550,精致雙人房 大床,Trip,DBL,雲林緻麗伯爵商務旅館,640雲林縣斗六市中山路6號
2600,高級雙人房,Expedia,DBL,雲林緻麗伯爵商務旅館,640雲林縣斗六市中山路6號
2900,【含早餐專案】 精緻雙人單床房 一大床,雄獅,DBL,雲林緻麗伯爵商務旅館,640雲林縣斗六市中山路6號
2900,精緻雙人單床房 Superior Single(歡迎使用『國旅卡』消費，本站提供多種付款方式，刷卡消費不會加收海外刷卡手續費),四方通行,DBL,雲林緻麗伯爵商務旅館,640雲林縣斗六市中山路6號
3308,精致四人雙床房 雙床,Trip,FOUR,雲林緻麗伯爵商務旅館,640雲林縣斗六市中山路6號
3318,高級四人房(Superior Quadruple Room) ,agoda,FOUR,雲林緻麗伯爵商務旅館,640雲林縣斗六市中山路6號
3349,高級四人房,Expedia,FOUR,雲林緻麗伯爵商務旅館,640雲林縣斗六市中山路6號
3350,高級四人間 - 免費取消,Booking,FOUR,雲林緻麗伯爵商務旅館,640雲林縣斗六市中山路6號
3750,【含早餐專案】 精緻四人雙床房 兩大床,雄獅,FOUR,雲林緻麗伯爵商務旅館,640雲林縣斗六市中山路6號
3750,精緻四人雙床房 Superior Quad(歡迎使用『國旅卡』消費，本站提供多種付款方式，刷卡消費不會加收海外刷卡手續費),四方通行,FOUR,雲林緻麗伯爵商務旅館,640雲林縣斗六市中山路6號
2730,豪華雙人房（一大床）(歡迎使用『國旅卡』消費，本站提供多種付款方式，刷卡消費不會加收海外刷卡手續費),四方通行,DBL,雲林翠華會館,雲林縣古坑鄉崁腳村南昌6-26號
3250,豪華三人房(歡迎使用『國旅卡』消費，本站提供多種付款方式，刷卡消費不會加收海外刷卡手續費),四方通行,TRP,雲林翠華會館,雲林縣古坑鄉崁腳村南昌6-26號
3900,豪華四人房(歡迎使用『國旅卡』消費，本站提供多種付款方式，刷卡消費不會加收海外刷卡手續費),四方通行,FOUR,雲林翠華會館,雲林縣古坑鄉崁腳村南昌6-26號
1700,標准雙人間 - 不退款,Booking,DBL,雲林茗鎮咖啡民宿,雲林縣古坑鄉華山村1-17號
3500,標准雙人間,Booking,DBL,雲林幸福檜木屋民宿,雲林縣古坑鄉桂林村桃源1-38號
4200,四人間,Booking,FOUR,雲林幸福檜木屋民宿,雲林縣古坑鄉桂林村桃源1-38號
1600,標准雙人間 - 不退款,Booking,DBL,雲林永安商旅,永安街132號
2000,三人間 - 不退款,Booking,TRP,雲林永安商旅,永安街132號
2800,標准四人間 - 不退款,Booking,FOUR,雲林永安商旅,永安街132號
2080,含早餐 景觀休閒雙人套房 二小床,雄獅,DBL,古坑草嶺SPA渡假山莊,雲林縣古坑鄉草嶺村56號
2080,景觀休閒雙人套房(歡迎使用『國旅卡』消費，本站提供多種付款方式，刷卡消費不會加收海外刷卡手續費),四方通行,DBL,古坑草嶺SPA渡假山莊,雲林縣古坑鄉草嶺村56號
2217,"標準客房, 私人浴室",Expedia,DBL,古坑草嶺SPA渡假山莊,雲林縣古坑鄉草嶺村56號
2880,含早餐 景觀休閒四人套房 二大床,雄獅,FOUR,古坑草嶺SPA渡假山莊,雲林縣古坑鄉草嶺村56號
2880,景觀休閒四人套房(歡迎使用『國旅卡』消費，本站提供多種付款方式，刷卡消費不會加收海外刷卡手續費),四方通行,FOUR,古坑草嶺SPA渡假山莊,雲林縣古坑鄉草嶺村56號
1050,標准雙人間 - 不退款,Booking,DBL,斗六凱登商務旅館,雲林縣斗六市中山路12號5樓
1080,標準雙人房(歡迎使用『國旅卡』消費，本站提供多種付款方式，刷卡消費不會加收海外刷卡手續費),四方通行,DBL,斗六凱登商務旅館,雲林縣斗六市中山路12號5樓
1080,標準雙人房,旅遊王,DBL,斗六凱登商務旅館,雲林縣斗六市中山路12號5樓
1780,標準四人房(歡迎使用『國旅卡』消費，本站提供多種付款方式，刷卡消費不會加收海外刷卡手續費),四方通行,FOUR,斗六凱登商務旅館,雲林縣斗六市中山路12號5樓
1780,標準四人房,旅遊王,FOUR,斗六凱登商務旅館,雲林縣斗六市中山路12號5樓
1880,豪華四人間 - 不退款,Booking,FOUR,斗六凱登商務旅館,雲林縣斗六市中山路12號5樓
1800,景觀雙人房,旅遊王,DBL,古坑草嶺大飯店,雲林縣古坑鄉草嶺村36號
2800,溫馨套房,旅遊王,FOUR,古坑草嶺大飯店,雲林縣古坑鄉草嶺村36號
1980,雙人間 - 帶陽台 - 免費取消,Booking,DBL,雲林禾都商務飯店,雲林縣北港鎮文明路60號
3000,四人間 - 帶陽台 - 免費取消,Booking,FOUR,雲林禾都商務飯店,雲林縣北港鎮文明路60號
2100,標准雙人間 - 不退款,Booking,DBL,雲林草嶺綠原休閒渡假飯店,雲林縣古坑鄉草嶺42之1號
3150,標准四人間 - 不退款,Booking,FOUR,雲林草嶺綠原休閒渡假飯店,雲林縣古坑鄉草嶺42之1號
1980,高級雙人間 - 免費取消,Booking,DBL,雲林米都商務飯店,雲林縣西螺鎮中山路8號
2680,標准四人間 - 免費取消,Booking,FOUR,雲林米都商務飯店,雲林縣西螺鎮中山路8號
2680,標准雙床間 - 不退款,Booking,DBL,雲林草嶺SPA渡假山莊,雲林縣古坑鄉草嶺村56號
3580,四人間 - 不退款,Booking,FOUR,雲林草嶺SPA渡假山莊,雲林縣古坑鄉草嶺村56號
1480,標准雙人間,Booking,DBL,雲林禾楓SPA汽車旅館-斗六館,雲林縣斗六市建興路11號
2353,豪華雙人房(Deluxe Double) ,agoda,DBL,雲林禾楓SPA汽車旅館-斗六館,雲林縣斗六市建興路11號
2680,標准四人間,Booking,FOUR,雲林禾楓SPA汽車旅館-斗六館,雲林縣斗六市建興路11號
5000,含早餐 觀景豪華套房 二大床,雄獅,FOUR,雲林古坑華山觀止虫二行館,雲林縣古坑鄉松林路54-5號
5000,觀景豪華套房(歡迎使用『國旅卡』消費，本站提供多種付款方式，刷卡消費不會加收海外刷卡手續費),四方通行,DBL,雲林古坑華山觀止虫二行館,雲林縣古坑鄉松林路54-5號
1800,【附早餐】 雙人房(一大床) 一大床,雄獅,DBL,雲林水道頭咖啡民宿,雲林縣北港鎮東興街40號
2100,【附早餐】 三人房 一大床+一小床,雄獅,TRP,雲林水道頭咖啡民宿,雲林縣北港鎮東興街40號
2800,【附早餐】 四人房 二大床,雄獅,FOUR,雲林水道頭咖啡民宿,雲林縣北港鎮東興街40號
