價錢,內容,商家,房型,旅館名稱,旅館地址
4208,【早鳥專案~3天前】(不含早餐) 標準客房 一大床或二小床,雄獅,DBL,桃園華航諾富特-桃園機場飯店,桃園市大園區航站南路1-1號
4625,標準特大房(Standard King Room) ,agoda,DBL,桃園華航諾富特-桃園機場飯店,桃園市大園區航站南路1-1號
1099,標准單人間帶共用浴室 - 不退款,Booking,SGL,桃園綠藤輕旅民宿,桃園市大園區中山南路二段673號
1279,"雙人房, 1 張標準雙人床, 共用浴室",Expedia,DBL,桃園綠藤輕旅民宿,桃園市大園區中山南路二段673號
1280,雙人間 - 帶共用浴室 - 不退款,Booking,DBL,桃園綠藤輕旅民宿,桃園市大園區中山南路二段673號
5088,【早鳥專案~3天前】 標準客房 一大床或二小床,雄獅,DBL,桃園華航諾富特-桃園機場飯店,桃園市大園區航站南路1-1號
1280,"雙人房, 1 張標準雙人床, 共用浴室 (免費無線上網)(不可退費-不可免費取消)",Hotels,DBL,桃園綠藤輕旅民宿,桃園市大園區中山南路二段673號
5175,"標準客房 (免費停車, 免費無線上網)(可退費-可免費取消)",Hotels,DBL,桃園華航諾富特-桃園機場飯店,桃園市大園區航站南路1-1號
1564,雙人房(公衛) 大床,Trip,DBL,桃園綠藤輕旅民宿,桃園市大園區中山南路二段673號
6095,"標準客房 (免費早餐, 免費無線上網)(可退費-可免費取消-自助早餐)",Hotels,DBL,桃園華航諾富特-桃園機場飯店,桃園市大園區航站南路1-1號
2778,精致客房 雙床,Trip,DBL,林口福容大飯店,台灣 桃園縣龜山鄉文二一街68號
3286,高級房(2張單人床)(Superior Room - 2 Single Beds) ,agoda,DBL,林口福容大飯店,台灣 桃園縣龜山鄉文二一街68號
3300,2018年壽星住房專案 -兩人成行 精緻客房(約9坪) 一張床,雄獅,DBL,林口福容大飯店,台灣 桃園縣龜山鄉文二一街68號
3300,壽星住房專案-兩人成行-精緻雙人房(歡迎使用『國旅卡』消費，本站提供多種付款方式，刷卡消費不會加收海外刷卡手續費),四方通行,DBL,林口福容大飯店,台灣 桃園縣龜山鄉文二一街68號
3300,2018年壽星專案／精緻雙人房,旅遊王,DBL,林口福容大飯店,台灣 桃園縣龜山鄉文二一街68號
3630,考生住房專案 -兩人成行-精緻雙人房(歡迎使用『國旅卡』消費，本站提供多種付款方式，刷卡消費不會加收海外刷卡手續費),四方通行,DBL,林口福容大飯店,台灣 桃園縣龜山鄉文二一街68號
4222,家庭房 雙床,Trip,FOUR,林口福容大飯店,台灣 桃園縣龜山鄉文二一街68號
4730,2018年壽星住房專案 -四人成行 家庭房(約12坪) 二大床,雄獅,FOUR,林口福容大飯店,台灣 桃園縣龜山鄉文二一街68號
4730,壽星住房專案~四人成行-家庭房(歡迎使用『國旅卡』消費，本站提供多種付款方式，刷卡消費不會加收海外刷卡手續費),四方通行,FOUR,林口福容大飯店,台灣 桃園縣龜山鄉文二一街68號
4730,2018年壽星專案／家庭房,旅遊王,FOUR,林口福容大飯店,台灣 桃園縣龜山鄉文二一街68號
5148,"家庭客房, 2 張標準雙人床 (免費無線上網)-省 10%(不可退費-不可免費取消)",Hotels,FOUR,林口福容大飯店,台灣 桃園縣龜山鄉文二一街68號
6732,"家庭客房, 2 張標準雙人床 (免費早餐, 免費無線上網)-省 10%(不可退費-不可免費取消-自助早餐)",Hotels,FOUR,林口福容大飯店,台灣 桃園縣龜山鄉文二一街68號
1886,豪華雙人房(Deluxe Double) ,agoda,DBL,桃園日月光國際大飯店,桃園市平鎮區民族路二段69號
2280,精致客房,Booking,DBL,桃園日月光國際大飯店,桃園市平鎮區民族路二段69號
2280,【純房含早餐】 精緻客房 一大床(150cm*186cm),雄獅,DBL,桃園日月光國際大飯店,桃園市平鎮區民族路二段69號
2280,"經典客房 (免費早餐, 免費停車, 免費無線上網)(不可退費-不可免費取消-免費早餐)",Hotels,DBL,桃園日月光國際大飯店,桃園市平鎮區民族路二段69號
2280,經典客房,Expedia,DBL,桃園日月光國際大飯店,桃園市平鎮區民族路二段69號
2280,精緻客房(歡迎使用『國旅卡』消費，本站提供多種付款方式，刷卡消費不會加收海外刷卡手續費),四方通行,DBL,桃園日月光國際大飯店,桃園市平鎮區民族路二段69號
2280,精緻客房,旅遊王,DBL,桃園日月光國際大飯店,桃園市平鎮區民族路二段69號
2713,豪華四人房(Deluxe Quad) ,agoda,FOUR,桃園日月光國際大飯店,桃園市平鎮區民族路二段69號
3279,豪華家庭房,Expedia,FOUR,桃園日月光國際大飯店,桃園市平鎮區民族路二段69號
3280,豪華家庭套房,Booking,FOUR,桃園日月光國際大飯店,桃園市平鎮區民族路二段69號
3280,【純房含早餐】 豪華家庭客房 二大床(150*186cm),雄獅,FOUR,桃園日月光國際大飯店,桃園市平鎮區民族路二段69號
3280,"豪華家庭房 (免費早餐, 免費停車, 免費無線上網)(不可退費-不可免費取消-免費早餐)",Hotels,FOUR,桃園日月光國際大飯店,桃園市平鎮區民族路二段69號
3280,豪華家庭客房(歡迎使用『國旅卡』消費，本站提供多種付款方式，刷卡消費不會加收海外刷卡手續費),四方通行,FOUR,桃園日月光國際大飯店,桃園市平鎮區民族路二段69號
3280,豪華家庭客房,旅遊王,FOUR,桃園日月光國際大飯店,桃園市平鎮區民族路二段69號
2778,精致客房雙人房 大床 雙床,Trip,DBL,桃園福容大飯店,桃園縣 桃園市 大興西路1段200號
2861,高級雙人間 - 不退款,Booking,DBL,桃園福容大飯店,桃園縣 桃園市 大興西路1段200號
2861,高級房(雙人床)(Superior Double Bed) ,agoda,DBL,桃園福容大飯店,桃園縣 桃園市 大興西路1段200號
2861,"高級雙人房 (免費停車, 免費無線上網)-季節性優惠: 省 15%(不可退費-不可免費取消)",Hotels,DBL,桃園福容大飯店,桃園縣 桃園市 大興西路1段200號
3123,高級雙人間 - 單人用 - 不退款,Booking,SGL,桃園福容大飯店,桃園縣 桃園市 大興西路1段200號
3190,【環保住房專案】 豪華客房一大床 一張雙人床,雄獅,DBL,桃園福容大飯店,桃園縣 桃園市 大興西路1段200號
3190,環保住房專案-豪華客房(一大床)(歡迎使用『國旅卡』消費，本站提供多種付款方式，刷卡消費不會加收海外刷卡手續費),四方通行,DBL,桃園福容大飯店,桃園縣 桃園市 大興西路1段200號
3190,環保住房專案／豪華客房,旅遊王,DBL,桃園福容大飯店,桃園縣 桃園市 大興西路1段200號
3245,【壽星住房專案】 豪華客房一大床 一張雙人床,雄獅,DBL,桃園福容大飯店,桃園縣 桃園市 大興西路1段200號
3245,壽星住房專案-豪華客房(一大床)(歡迎使用『國旅卡』消費，本站提供多種付款方式，刷卡消費不會加收海外刷卡手續費),四方通行,DBL,桃園福容大飯店,桃園縣 桃園市 大興西路1段200號
3497,"高級雙人房 (免費早餐, 免費停車, 免費無線上網)-季節性優惠: 省 15%(不可退費-不可免費取消-歐式早餐)",Hotels,DBL,桃園福容大飯店,桃園縣 桃園市 大興西路1段200號
3509,仕女住房專案 豪華雙床房 二張單人床,雄獅,SGL,桃園福容大飯店,桃園縣 桃園市 大興西路1段200號
4136,高級單人間 - 不退款,Booking,DBL,桃園福容大飯店,桃園縣 桃園市 大興西路1段200號
4136,"精緻單人房 (免費停車, 免費無線上網)(不可退費-不可免費取消)",Hotels,DBL,桃園福容大飯店,桃園縣 桃園市 大興西路1段200號
4300,【2018 福容假期住房專案】 精緻單人房 一大床,雄獅,SGL,桃園福容大飯店,桃園縣 桃園市 大興西路1段200號
4300,精緻單人房(歡迎使用『國旅卡』消費，本站提供多種付款方式，刷卡消費不會加收海外刷卡手續費),四方通行,DBL,桃園福容大飯店,桃園縣 桃園市 大興西路1段200號
4300,精緻單人房,旅遊王,DBL,桃園福容大飯店,桃園縣 桃園市 大興西路1段200號
4576,高級單人間 - 單人用 - 不退款,Booking,SGL,桃園福容大飯店,桃園縣 桃園市 大興西路1段200號
5016,"精緻單人房 (免費早餐, 免費停車, 免費無線上網)(不可退費-不可免費取消-免費早餐)",Hotels,DBL,桃園福容大飯店,桃園縣 桃園市 大興西路1段200號
5022,家庭四人房(歡迎使用『國旅卡』消費，本站提供多種付款方式，刷卡消費不會加收海外刷卡手續費),四方通行,FOUR,桃園福容大飯店,桃園縣 桃園市 大興西路1段200號
2000,雅致雙人房 雙床,Trip,DBL,桃園翰品酒店,桃園市民生路107號
2299,【不含早餐】 雅緻一中床 一中床,雄獅,DBL,桃園翰品酒店,桃園市民生路107號
2328,"高級雙床房, 2 張單人床",Expedia,DBL,桃園翰品酒店,桃園市民生路107號
2329,"高級單人房, 1 張標準雙人床 (免費停車, 免費無線上網)-省 22%(不可退費-不可免費取消)",Hotels,DBL,桃園翰品酒店,桃園市民生路107號
2388,高級雙人間 - 不退款,Booking,DBL,桃園翰品酒店,桃園市民生路107號
2600,雅致家庭房 雙床,Trip,FOUR,桃園翰品酒店,桃園市民生路107號
2750,【附早餐】 雅緻一中床 一中床,雄獅,DBL,桃園翰品酒店,桃園市民生路107號
2770,雅緻單人房(歡迎使用『國旅卡』消費，本站提供多種付款方式，刷卡消費不會加收海外刷卡手續費),四方通行,DBL,桃園翰品酒店,桃園市民生路107號
2890,"高級雙床房, 2 張單人床 (免費早餐, 免費停車, 免費無線上網)-省 22%(不可退費-不可免費取消-自助早餐)",Hotels,DBL,桃園翰品酒店,桃園市民生路107號
2890,"高級四人房 (150 x 200 cm) (免費停車, 免費無線上網)-省 22%(不可退費-不可免費取消)",Hotels,FOUR,桃園翰品酒店,桃園市民生路107號
2890,"高級單人房, 1 張標準雙人床",Expedia,DBL,桃園翰品酒店,桃園市民生路107號
2890,高級四人房 (150 x 200 cm),Expedia,FOUR,桃園翰品酒店,桃園市民生路107號
2964,高級雙床間 - 不退款,Booking,DBL,桃園翰品酒店,桃園市民生路107號
3639,"高級四人房 (150 x 200 cm) (免費早餐, 免費停車, 免費無線上網)-省 22%(不可退費-不可免費取消-自助早餐)",Hotels,FOUR,桃園翰品酒店,桃園市民生路107號
2040,"行政雙床房, 城市景觀 (免費無線上網)-季節性優惠: 省 15%(不可退費-不可免費取消)",Hotels,DBL,桃園桃禧航空城酒店,桃園縣大園鄉大觀路777號
2250,景觀雙床間 - 不退款,Booking,DBL,桃園桃禧航空城酒店,桃園縣大園鄉大觀路777號
2250,"行政雙床房, 城市景觀",Expedia,DBL,桃園桃禧航空城酒店,桃園縣大園鄉大觀路777號
2380,"行政雙床房, 城市景觀 (免費早餐, 免費無線上網)-季節性優惠: 省 15%(不可退費-不可免費取消-免費早餐)",Hotels,DBL,桃園桃禧航空城酒店,桃園縣大園鄉大觀路777號
2700,【早班機專案】不含早餐 雅緻客房(雙床) 二中床(150cm*210cm)*2,雄獅,FOUR,桃園桃禧航空城酒店,桃園縣大園鄉大觀路777號
2720,"行政三人房, 城市景觀 (免費無線上網)-季節性優惠: 省 15%(不可退費-不可免費取消)",Hotels,TRP,桃園桃禧航空城酒店,桃園縣大園鄉大觀路777號
2812,豪華房(兩床)(Deluxe Twin Bed) ,agoda,DBL,桃園桃禧航空城酒店,桃園縣大園鄉大觀路777號
2844,標准雙床間 - 不退款,Booking,DBL,桃園桃禧航空城酒店,桃園縣大園鄉大觀路777號
2888,桃禧~早班機專案／雅緻客房／兩中床／不含早,旅遊王,DBL,桃園桃禧航空城酒店,桃園縣大園鄉大觀路777號
2900,豪華雙床房,Expedia,DBL,桃園桃禧航空城酒店,桃園縣大園鄉大觀路777號
3049,"行政三人房, 城市景觀",Expedia,TRP,桃園桃禧航空城酒店,桃園縣大園鄉大觀路777號
3050,美景三人間 - 不退款,Booking,TRP,桃園桃禧航空城酒店,桃園縣大園鄉大觀路777號
3060,"行政三人房, 城市景觀 (免費早餐, 免費無線上網)-季節性優惠: 省 15%(不可退費-不可免費取消-免費早餐)",Hotels,TRP,桃園桃禧航空城酒店,桃園縣大園鄉大觀路777號
3168,豪華雙床房 (免費無線上網)-省 12%(不可退費-不可免費取消),Hotels,DBL,桃園桃禧航空城酒店,桃園縣大園鄉大觀路777號
3317,行政雙床房,Expedia,DBL,桃園桃禧航空城酒店,桃園縣大園鄉大觀路777號
3400,"行政四人房, 城市景觀 (免費無線上網)-季節性優惠: 省 15%(不可退費-不可免費取消)",Hotels,FOUR,桃園桃禧航空城酒店,桃園縣大園鄉大觀路777號
3555,行政雙床間 - 單人用 - 不退款,Booking,SGL,桃園桃禧航空城酒店,桃園縣大園鄉大觀路777號
3600,【一般訂房】不含早餐 雅緻客房(單床) 一大床,雄獅,DBL,桃園桃禧航空城酒店,桃園縣大園鄉大觀路777號
3696,"豪華雙床房 (免費早餐, 免費無線上網)-省 12%(不可退費-不可免費取消-雙人早餐)",Hotels,DBL,桃園桃禧航空城酒店,桃園縣大園鄉大觀路777號
3740,"行政四人房, 城市景觀 (免費早餐, 免費無線上網)-季節性優惠: 省 15%(不可退費-不可免費取消-免費早餐)",Hotels,FOUR,桃園桃禧航空城酒店,桃園縣大園鄉大觀路777號
3850,四人間 - 不退款,Booking,FOUR,桃園桃禧航空城酒店,桃園縣大園鄉大觀路777號
3900,【一般訂房】含早餐1客 雅緻客房(單床) 一大床,雄獅,DBL,桃園桃禧航空城酒店,桃園縣大園鄉大觀路777號
3900,【一般訂房】含早餐1客 雅緻客房(雙床) 二中床(150cm*210cm)*2,雄獅,FOUR,桃園桃禧航空城酒店,桃園縣大園鄉大觀路777號
3900,雅緻客房／兩中床／含一早,旅遊王,SGL,桃園桃禧航空城酒店,桃園縣大園鄉大觀路777號
4200,雅緻客房／一大床／含兩早,旅遊王,DBL,桃園桃禧航空城酒店,桃園縣大園鄉大觀路777號
4399,"行政四人房, 城市景觀",Expedia,QUD,桃園桃禧航空城酒店,桃園縣大園鄉大觀路777號
2806,伯爵雙人房 雙床,Trip,DBL,桃園渴望會館,桃園縣龍潭渴望園區渴望路428號
2949,雙人房,Expedia,DBL,桃園渴望會館,桃園縣龍潭渴望園區渴望路428號
2950,【住房含早餐】 伯爵雙人房 二張床(120cm*200cm),雄獅,DBL,桃園渴望會館,桃園縣龍潭渴望園區渴望路428號
2950,伯爵雙人房(歡迎使用『國旅卡』消費，本站提供多種付款方式，刷卡消費不會加收海外刷卡手續費),四方通行,DBL,桃園渴望會館,桃園縣龍潭渴望園區渴望路428號
4050,【住房含早餐】 伯爵四人房 二大床(180cm*200cm),雄獅,FOUR,桃園渴望會館,桃園縣龍潭渴望園區渴望路428號
4050,四人房,Expedia,FOUR,桃園渴望會館,桃園縣龍潭渴望園區渴望路428號
4050,伯爵四人房(歡迎使用『國旅卡』消費，本站提供多種付款方式，刷卡消費不會加收海外刷卡手續費),四方通行,FOUR,桃園渴望會館,桃園縣龍潭渴望園區渴望路428號
4499,伯爵四人房 雙床,Trip,FOUR,桃園渴望會館,桃園縣龍潭渴望園區渴望路428號
600,混合宿舍間的1張床位 - 免費取消,Booking,SGL,中壢銀河渡假飯店,桃園市中壢區新興路194巷5號
600,雅房（背包客床位）(歡迎使用『國旅卡』消費，本站提供多種付款方式，刷卡消費不會加收海外刷卡手續費),四方通行,SGL,中壢銀河渡假飯店,桃園市中壢區新興路194巷5號
800,標准雙人間 - 免費取消,Booking,DBL,中壢銀河渡假飯店,桃園市中壢區新興路194巷5號
800,標準雙人房 - 附早餐(Standard Double Room with Breakfast) ,agoda,DBL,中壢銀河渡假飯店,桃園市中壢區新興路194巷5號
1400,2人房(歡迎使用『國旅卡』消費，本站提供多種付款方式，刷卡消費不會加收海外刷卡手續費),四方通行,DBL,中壢銀河渡假飯店,桃園市中壢區新興路194巷5號
1700,3人房(歡迎使用『國旅卡』消費，本站提供多種付款方式，刷卡消費不會加收海外刷卡手續費),四方通行,TRP,中壢銀河渡假飯店,桃園市中壢區新興路194巷5號
1783,四人房 - 禁菸(Quadruple Room - Non-Smoking) ,agoda,FOUR,中壢銀河渡假飯店,桃園市中壢區新興路194巷5號
1800,典雅四人間 - 免費取消,Booking,FOUR,中壢銀河渡假飯店,桃園市中壢區新興路194巷5號
1880,"雙人房 (免費早餐, 免費停車, 免費無線上網)(不可退費-不可免費取消-免費早餐)",Hotels,DBL,中壢銀河渡假飯店,桃園市中壢區新興路194巷5號
1965,四人房 雙床,Trip,FOUR,中壢銀河渡假飯店,桃園市中壢區新興路194巷5號
2080,4人房(歡迎使用『國旅卡』消費，本站提供多種付款方式，刷卡消費不會加收海外刷卡手續費),四方通行,FOUR,中壢銀河渡假飯店,桃園市中壢區新興路194巷5號
2448,三人房 雙床,Trip,TRP,中壢銀河渡假飯店,桃園市中壢區新興路194巷5號
2880,"四人房 (免費早餐, 免費停車, 免費無線上網)(不可退費-不可免費取消-免費早餐)",Hotels,FOUR,中壢銀河渡假飯店,桃園市中壢區新興路194巷5號
4380,"六人房 (免費早餐, 免費停車, 免費無線上網)(不可退費-不可免費取消-免費早餐)",Hotels,QUD,中壢銀河渡假飯店,桃園市中壢區新興路194巷5號
2111,D房型(會員特惠) 大床,Trip,DBL,桃園景鴻汽車旅館,桃園市大園區三民路二段609號
3667,尊貴貴賓客房(雙床房)) 雙床,Trip,DBL,桃園尊爵天際大飯店,桃園縣蘆竹鄉南崁路一段108號
4022,尊爵豪華單人房(Monarch Deluxe Single) ,agoda,SGL,桃園尊爵天際大飯店,桃園縣蘆竹鄉南崁路一段108號
6269,尊爵豪華客房,Expedia,TRP,桃園尊爵天際大飯店,桃園縣蘆竹鄉南崁路一段108號
6270,"尊爵豪華客房 (免費早餐, 免費無線上網)(可退費-可免費取消-自助早餐)",Hotels,TRP,桃園尊爵天際大飯店,桃園縣蘆竹鄉南崁路一段108號
1489,標準雙人房(Standard Double Room) ,agoda,DBL,桃園中壢旅居文旅,桃園市中壢區延平路216號
1617,標準客房 大床,Trip,DBL,桃園中壢旅居文旅,桃園市中壢區延平路216號
1650,標准雙人間 - 不退款,Booking,DBL,桃園中壢旅居文旅,桃園市中壢區延平路216號
1927,標準房(限住3人)(Standard - 3 Persons Only) ,agoda,TRP,桃園中壢旅居文旅,桃園市中壢區延平路216號
2036,商務三人房 床型未知,Trip,TRP,桃園中壢旅居文旅,桃園市中壢區延平路216號
2453,家庭房(2張雙人床)(Family Double (2 Double Bed)) ,agoda,FOUR,桃園中壢旅居文旅,桃園市中壢區延平路216號
2548,家庭四人房 雙床,Trip,FOUR,桃園中壢旅居文旅,桃園市中壢區延平路216號
2600,家庭間 - 不退款,Booking,FOUR,桃園中壢旅居文旅,桃園市中壢區延平路216號
3000,高級家庭間 - 不退款,Booking,FOUR,桃園中壢旅居文旅,桃園市中壢區延平路216號
1700,標准雙床間 - 免費取消,Booking,DBL,桃園百倫大飯店,桃園縣新屋鄉中山路296號
1700,單臥室標準房(Standard - 1-Bedroom) ,agoda,DBL,桃園百倫大飯店,桃園縣新屋鄉中山路296號
1700,豪華雙人房-單床(歡迎使用『國旅卡』消費，本站提供多種付款方式，刷卡消費不會加收海外刷卡手續費),四方通行,DBL,桃園百倫大飯店,桃園縣新屋鄉中山路296號
1700,豪華雙人房雙床,旅遊王,DBL,桃園百倫大飯店,桃園縣新屋鄉中山路296號
1917,標準房(2張單人床)(Standard - (2 Single Beds)) ,agoda,DBL,桃園百倫大飯店,桃園縣新屋鄉中山路296號
2000,標准三人間 - 免費取消,Booking,TRP,桃園百倫大飯店,桃園縣新屋鄉中山路296號
2000,豪華三人房-三床(歡迎使用『國旅卡』消費，本站提供多種付款方式，刷卡消費不會加收海外刷卡手續費),四方通行,TRP,桃園百倫大飯店,桃園縣新屋鄉中山路296號
2204,客房(3張單人床)(Three Single Bed Room) ,agoda,TRP,桃園百倫大飯店,桃園縣新屋鄉中山路296號
2760,標准四人間 - 免費取消,Booking,FOUR,桃園百倫大飯店,桃園縣新屋鄉中山路296號
2760,豪華四人房(歡迎使用『國旅卡』消費，本站提供多種付款方式，刷卡消費不會加收海外刷卡手續費),四方通行,FOUR,桃園百倫大飯店,桃園縣新屋鄉中山路296號
2760,豪華4人房,旅遊王,FOUR,桃園百倫大飯店,桃園縣新屋鄉中山路296號
2932,客房(雙人床) - 可住4人(Double Bed (4 persons)) ,agoda,FOUR,桃園百倫大飯店,桃園縣新屋鄉中山路296號
4574,豪華房(兩床)(Deluxe Twin) ,agoda,DBL,中壢南方莊園渡假飯店,桃園市中壢區樹籽路8號
5279,豪華雙人房,Expedia,DBL,中壢南方莊園渡假飯店,桃園市中壢區樹籽路8號
5279,"豪華雙人房, 2 張單人床",Expedia,DBL,中壢南方莊園渡假飯店,桃園市中壢區樹籽路8號
5280,豪華雙人或雙床間 - 不退款,Booking,DBL,中壢南方莊園渡假飯店,桃園市中壢區樹籽路8號
5280,【一般訂房】 豪華客房(2人入住)(15坪) 一大床或二小床,雄獅,DBL,中壢南方莊園渡假飯店,桃園市中壢區樹籽路8號
5280,"豪華雙人房, 2 張單人床 (免費早餐, 免費無線上網)(不可退費-不可免費取消-免費早餐)",Hotels,DBL,中壢南方莊園渡假飯店,桃園市中壢區樹籽路8號
5280,豪華客房,旅遊王,DBL,中壢南方莊園渡假飯店,桃園市中壢區樹籽路8號
5499,【2018大積木小王國住房專案】4/1~6/30 豪華客房(2人入住)(15坪) 一大床或二小床(含早餐與晚餐),雄獅,DBL,中壢南方莊園渡假飯店,桃園市中壢區樹籽路8號
6003,豪華家庭房(Deluxe Family) ,agoda,FOUR,中壢南方莊園渡假飯店,桃園市中壢區樹籽路8號
6599,【2018大積木小王國住房專案】4/1~6/30 家庭客房-親子(2大2小入住)(15坪) 二中床(含早餐與晚餐),雄獅,FOUR,中壢南方莊園渡假飯店,桃園市中壢區樹籽路8號
6599,大積木小王國【親子】住房專案／家庭客房,旅遊王,FOUR,中壢南方莊園渡假飯店,桃園市中壢區樹籽路8號
6929,"四人房, 2 張標準雙人床",Expedia,FOUR,中壢南方莊園渡假飯店,桃園市中壢區樹籽路8號
6930,豪華家庭間 - 不退款,Booking,FOUR,中壢南方莊園渡假飯店,桃園市中壢區樹籽路8號
6930,【一般訂房】 家庭客房(4人入住)(15坪) 二中床,雄獅,FOUR,中壢南方莊園渡假飯店,桃園市中壢區樹籽路8號
6930,"四人房, 2 張標準雙人床 (免費早餐, 免費無線上網)(不可退費-不可免費取消-歐式早餐)",Hotels,FOUR,中壢南方莊園渡假飯店,桃園市中壢區樹籽路8號
7289,家庭客房 雙床,Trip,FOUR,中壢南方莊園渡假飯店,桃園市中壢區樹籽路8號
1000,"經濟雙人房 (免費早餐, 免費停車, 免費無線上網)(不可退費-不可免費取消-免費早餐)",Hotels,DBL,中壢貝多芬精緻旅館,桃園市中壢區新興路22號
1000,經濟雙人房,Expedia,DBL,中壢貝多芬精緻旅館,桃園市中壢區新興路22號
1000,『生日快樂 寵愛壽星』促銷專案∼1000元起-高級房(歡迎使用『國旅卡』消費，本站提供多種付款方式，刷卡消費不會加收海外刷卡手續費),四方通行,DBL,中壢貝多芬精緻旅館,桃園市中壢區新興路22號
1018,普普風雙人房 大床,Trip,DBL,中壢貝多芬精緻旅館,桃園市中壢區新興路22號
1079,客房(兩床)(Twin Room) ,agoda,DBL,中壢貝多芬精緻旅館,桃園市中壢區新興路22號
1080,經濟房,旅遊王,DBL,中壢貝多芬精緻旅館,桃園市中壢區新興路22號
1300,標準雙人房,Expedia,TRP,中壢貝多芬精緻旅館,桃園市中壢區新興路22號
1330,"標準雙人房 (免費早餐, 免費停車, 免費無線上網)(不可退費-不可免費取消-免費早餐)",Hotels,TRP,中壢貝多芬精緻旅館,桃園市中壢區新興路22號
1466,三人房(Triple) ,agoda,TRP,中壢貝多芬精緻旅館,桃園市中壢區新興路22號
2100,西西里海洋,AsiaYo,DBL,桃園石門水庫戀曲峇里民宿,桃園市龍潭區民治七街104號
3000,夢幻星空,AsiaYo,FOUR,桃園石門水庫戀曲峇里民宿,桃園市龍潭區民治七街104號
2300,二人房的位置在二樓，為一床雙人床、有床架。,AsiaYo,DBL,桃園拉拉山芬蘭小築果園民宿,桃園市復興區華陵村上巴陵中心路160-1號
2700,四人房 (4人住宿) 兩床雙人床房,AsiaYo,FOUR,桃園拉拉山芬蘭小築果園民宿,桃園市復興區華陵村上巴陵中心路160-1號
2445,行政客房(二小床)(短期促銷1-48% Off) 大床 雙床,Trip,DBL,中壢古華花園飯店,桃園市中壢區民權路398號
2500,行政雙人間,Booking,DBL,中壢古華花園飯店,桃園市中壢區民權路398號
2500,行政房(兩床)(Executive Twin) ,agoda,DBL,中壢古華花園飯店,桃園市中壢區民權路398號
2500,"行政雙人房, 1 張加大雙人床 - Without Breakfast (免費停車, 免費無線上網)-24 小時促銷: 省 50%(不可退費-不可免費取消)",Hotels,DBL,中壢古華花園飯店,桃園市中壢區民權路398號
2999,【尊寵國人不含早餐】行政客房(一大床)，2人成行$1499起/人-行政客房(一大床)(歡迎使用『國旅卡』消費，本站提供多種付款方式，刷卡消費不會加收海外刷卡手續費),四方通行,DBL,中壢古華花園飯店,桃園市中壢區民權路398號
3108,"行政雙床房, 2 張單人床",Expedia,TRP,中壢古華花園飯店,桃園市中壢區民權路398號
3200,"行政雙床房, 2 張單人床 - Without Breakfast (免費停車, 免費無線上網)-24 小時促銷: 省 44%(不可退費-不可免費取消)",Hotels,TRP,中壢古華花園飯店,桃園市中壢區民權路398號
