價錢,內容,商家,房型,旅館名稱,旅館地址
12000,【2018一泊二食】贈送滋養乳液 (歷史館)貴賓四人房 一大床 + 遐思床(含早餐與晚餐),雄獅,FOUR,阿里山賓館,嘉義縣阿里山鄉香林村16號
1100,『商務出差專屬優惠專案』2人成行1100元起-標準雙人房(歡迎使用『國旅卡』消費，本站提供多種付款方式，刷卡消費不會加收海外刷卡手續費),四方通行,DBL,嘉義鼎川大飯店,嘉義市友愛路207號 
1300,豪華雙人間  - 免費取消,Booking,DBL,嘉義鼎川大飯店,嘉義市友愛路207號 
1780,"時尚雙床房, 2 張單人床 (免費早餐, 免費無線上網)(不可退費-不可免費取消)",Hotels,DBL,嘉義鼎川大飯店,嘉義市友愛路207號 
1780,"時尚雙床房, 2 張單人床",Expedia,DBL,嘉義鼎川大飯店,嘉義市友愛路207號 
1800,標準三人房(歡迎使用『國旅卡』消費，本站提供多種付款方式，刷卡消費不會加收海外刷卡手續費),四方通行,TRP,嘉義鼎川大飯店,嘉義市友愛路207號 
1800,『學生訂房促銷專案』4人同行1800元起-標準四人房(歡迎使用『國旅卡』消費，本站提供多種付款方式，刷卡消費不會加收海外刷卡手續費),四方通行,FOUR,嘉義鼎川大飯店,嘉義市友愛路207號 
1840,"時尚雙人房, 1 張特大雙人床",Expedia,TRP,嘉義鼎川大飯店,嘉義市友愛路207號 
1841,"時尚雙人房, 1 張特大雙人床 (免費早餐, 免費無線上網)(不可退費-不可免費取消)",Hotels,TRP,嘉義鼎川大飯店,嘉義市友愛路207號 
1980,豪華三人間 - 不退款,Booking,TRP,嘉義鼎川大飯店,嘉義市友愛路207號 
2180,豪華四人間 - 免費取消,Booking,FOUR,嘉義鼎川大飯店,嘉義市友愛路207號 
2280,"時尚四人房 (免費早餐, 免費無線上網)(不可退費-不可免費取消)",Hotels,FOUR,嘉義鼎川大飯店,嘉義市友愛路207號 
2280,時尚四人房,Expedia,FOUR,嘉義鼎川大飯店,嘉義市友愛路207號 
2400,『學生訂房促銷專案』6人同行2400元起-標準六人房(歡迎使用『國旅卡』消費，本站提供多種付款方式，刷卡消費不會加收海外刷卡手續費),四方通行,QUD,嘉義鼎川大飯店,嘉義市友愛路207號 
3080,家庭間 - 免費取消,Booking,QUD,嘉義鼎川大飯店,嘉義市友愛路207號 
2631,精緻客房,Expedia,DBL,嘉義天成文旅繪日之丘,嘉義市東區大雅路一段888號
2632,"精緻客房 (免費早餐, 免費停車, 免費無線上網)-省 10%(不可退費-不可免費取消-免費早餐)",Hotels,DBL,嘉義天成文旅繪日之丘,嘉義市東區大雅路一段888號
2778,高級雙人房(Superior Double) ,agoda,DBL,嘉義天成文旅繪日之丘,嘉義市東區大雅路一段888號
2899,高級雙人或雙床間 - 不退款,Booking,DBL,嘉義天成文旅繪日之丘,嘉義市東區大雅路一段888號
2899,【樂遊繪日。歡迎來嘉】旅展送好禮 精緻客房 一大床/二小床,雄獅,DBL,嘉義天成文旅繪日之丘,嘉義市東區大雅路一段888號
3118,"親子三人房 (免費早餐, 免費停車, 免費無線上網)-省 10%(不可退費-不可免費取消-免費早餐)",Hotels,TRP,嘉義天成文旅繪日之丘,嘉義市東區大雅路一段888號
3257,家庭三人房(Family Triple) ,agoda,TRP,嘉義天成文旅繪日之丘,嘉義市東區大雅路一段888號
3399,三人間 - 不退款,Booking,TRP,嘉義天成文旅繪日之丘,嘉義市東區大雅路一段888號
3399,【樂遊繪日。歡迎來嘉】旅展送好禮 親子三人房 一大床+一小床,雄獅,TRP,嘉義天成文旅繪日之丘,嘉義市東區大雅路一段888號
3604,"溫馨家庭房 (免費早餐, 免費停車, 免費無線上網)-省 10%(不可退費-不可免費取消-免費早餐)",Hotels,FOUR,嘉義天成文旅繪日之丘,嘉義市東區大雅路一段888號
3636,溫馨家庭房 雙床,Trip,FOUR,嘉義天成文旅繪日之丘,嘉義市東區大雅路一段888號
3737,家庭四人房(2張大床)(Family Quad (2 Queen Beds)) ,agoda,FOUR,嘉義天成文旅繪日之丘,嘉義市東區大雅路一段888號
3899,四人間 - 不退款,Booking,FOUR,嘉義天成文旅繪日之丘,嘉義市東區大雅路一段888號
3899,高級大號床間 - 單人用 - 不退款,Booking,SGL,嘉義天成文旅繪日之丘,嘉義市東區大雅路一段888號
3899,【樂遊繪日。歡迎來嘉】旅展送好禮 溫馨家庭房 二大床,雄獅,FOUR,嘉義天成文旅繪日之丘,嘉義市東區大雅路一段888號
2963,2018續住專案(續住三晚) 穀雨二人房 一大床或二小床,雄獅,DBL,嘉義承億文旅-桃城茶樣子,嘉義市東區忠孝路516號
3174,標準房(兩床)(Standard Twin) ,agoda,DBL,嘉義承億文旅-桃城茶樣子,嘉義市東區忠孝路516號
3187,穀雨標準雙床房,Expedia,DBL,嘉義承億文旅-桃城茶樣子,嘉義市東區忠孝路516號
3188,標准雙床間設有浴缸 - 不退款,Booking,DBL,嘉義承億文旅-桃城茶樣子,嘉義市東區忠孝路516號
3188,穀雨雙人房 (免費無線上網)(不可退費-不可免費取消),Hotels,DBL,嘉義承億文旅-桃城茶樣子,嘉義市東區忠孝路516號
3420,2018續住專案(續住三晚) 夏至四人房 二大床墊(榻榻米),雄獅,FOUR,嘉義承億文旅-桃城茶樣子,嘉義市東區忠孝路516號
3562,穀雨雙人房,Expedia,DBL,嘉義承億文旅-桃城茶樣子,嘉義市東區忠孝路516號
3563,"穀雨標準雙床房 (免費早餐, 免費無線上網)-省 5%(不可退費-不可免費取消-免費早餐)",Hotels,DBL,嘉義承億文旅-桃城茶樣子,嘉義市東區忠孝路516號
3750,穀雨標準雙人房,旅遊王,DBL,嘉義承億文旅-桃城茶樣子,嘉義市東區忠孝路516號
3809,標準四人房(Quad Standard) ,agoda,FOUR,嘉義承億文旅-桃城茶樣子,嘉義市東區忠孝路516號
3825,標准四人間 - 不退款,Booking,FOUR,嘉義承億文旅-桃城茶樣子,嘉義市東區忠孝路516號
3825,夏至四人房 (免費無線上網)(不可退費-不可免費取消),Hotels,FOUR,嘉義承億文旅-桃城茶樣子,嘉義市東區忠孝路516號
4275,"夏至四人房 (免費早餐, 免費無線上網)-省 5%(不可退費-不可免費取消-免費早餐)",Hotels,FOUR,嘉義承億文旅-桃城茶樣子,嘉義市東區忠孝路516號
4500,夏至標準四人房,旅遊王,FOUR,嘉義承億文旅-桃城茶樣子,嘉義市東區忠孝路516號
4749, 小雪行政四人房,Expedia,FOUR,嘉義承億文旅-桃城茶樣子,嘉義市東區忠孝路516號
5152,白露行政雙人房,Expedia,TRP,嘉義承億文旅-桃城茶樣子,嘉義市東區忠孝路516號
5177,夏至四人房,Expedia,QUD,嘉義承億文旅-桃城茶樣子,嘉義市東區忠孝路516號
495,女性宿舍間的單人床位 - 不退款,Booking,SGL,嘉義承億輕旅-嘉義館,600嘉義市西區光彩街622號 
500,混合背包客床位,AsiaYo,SGL,嘉義承億輕旅-嘉義館,600嘉義市西區光彩街622號 
1320,雙人間 - 不退款,Booking,DBL,嘉義承億輕旅-嘉義館,600嘉義市西區光彩街622號 
1320,"雙人房, 1 張雙人床 (免費早餐, 免費無線上網)(不可退費-不可免費取消-免費早餐)",Hotels,DBL,嘉義承億輕旅-嘉義館,600嘉義市西區光彩街622號 
1320,"雙人房, 1 張雙人床",Expedia,DBL,嘉義承億輕旅-嘉義館,600嘉義市西區光彩街622號 
1700,雙人房一大床,AsiaYo,DBL,嘉義承億輕旅-嘉義館,600嘉義市西區光彩街622號 
1980,"共用宿舍, 僅限女士, 無障礙 (免費早餐, 免費無線上網)(不可退費-不可免費取消-免費早餐)",Hotels,FOUR,嘉義承億輕旅-嘉義館,600嘉義市西區光彩街622號 
1980,"共用宿舍, 僅限女士, 無障礙",Expedia,FOUR,嘉義承億輕旅-嘉義館,600嘉義市西區光彩街622號 
1360,商務套房(歡迎使用『國旅卡』消費，本站提供多種付款方式，刷卡消費不會加收海外刷卡手續費),四方通行,DBL,嘉義柏克山莊汽車旅館,600嘉義市大雅路一段790號
2800,豪華四人套房(歡迎使用『國旅卡』消費，本站提供多種付款方式，刷卡消費不會加收海外刷卡手續費),四方通行,FOUR,嘉義柏克山莊汽車旅館,600嘉義市大雅路一段790號
2600,傳統的木制四合院房屋 - 高級家庭間,Booking,DBL,阿里山淵明居山庄民宿,嘉義縣竹崎鄉中和村石棹四號
2600,高級家庭房(Superior Family) ,agoda,DBL,阿里山淵明居山庄民宿,嘉義縣竹崎鄉中和村石棹四號
3583,友檜木造精致套房 雙床,Trip,FOUR,阿里山淵明居山庄民宿,嘉義縣竹崎鄉中和村石棹四號
3952,"傳統木製合院建築 - 高級套房, 2 張雙人床 (免費早餐, 免費無線上網)(可退費-不可免費取消-全套早餐)",Hotels,FOUR,阿里山淵明居山庄民宿,嘉義縣竹崎鄉中和村石棹四號
3952,"傳統木製合院建築 - 高級套房, 2 張雙人床",Expedia,FOUR,阿里山淵明居山庄民宿,嘉義縣竹崎鄉中和村石棹四號
4200,經典家庭房(Family Classic) ,agoda,FOUR,阿里山淵明居山庄民宿,嘉義縣竹崎鄉中和村石棹四號
4700,傳統木制庭院房屋 - 典雅家庭間,Booking,QUD,阿里山淵明居山庄民宿,嘉義縣竹崎鄉中和村石棹四號
4876,"傳統木製合院建築 - 經典套房, 2 間臥室  (免費早餐, 免費無線上網)(可退費-不可免費取消-自助早餐)",Hotels,QUD,阿里山淵明居山庄民宿,嘉義縣竹崎鄉中和村石棹四號
5552,"傳統木製合院建築 - 經典套房, 2 間臥室 ",Expedia,QUD,阿里山淵明居山庄民宿,嘉義縣竹崎鄉中和村石棹四號
1760,"精緻二人房 (免費早餐, 免費停車, 免費無線上網)-提前預訂優惠 20%(不可退費-不可免費取消-免費早餐)",Hotels,DBL,嘉義F Hotel,嘉義縣番路鄉下坑村8鄰下坑42-3號
1773,標準雙人房(Standard Double) ,agoda,DBL,嘉義F Hotel,嘉義縣番路鄉下坑村8鄰下坑42-3號
1977,豪華三人房(Deluxe Triple) ,agoda,TRP,嘉義F Hotel,嘉義縣番路鄉下坑村8鄰下坑42-3號
1999,精緻二人房,Expedia,DBL,嘉義F Hotel,嘉義縣番路鄉下坑村8鄰下坑42-3號
2000,標准雙人間 - 不退款,Booking,DBL,嘉義F Hotel,嘉義縣番路鄉下坑村8鄰下坑42-3號
2000,【國民旅遊卡專案】 精緻二人房 一大床,雄獅,DBL,嘉義F Hotel,嘉義縣番路鄉下坑村8鄰下坑42-3號
2000,『國民旅遊卡專屬優惠專案』∼2人成行下殺5折$2000元起-精緻二人房(歡迎使用『國旅卡』消費，本站提供多種付款方式，刷卡消費不會加收海外刷卡手續費),四方通行,DBL,嘉義F Hotel,嘉義縣番路鄉下坑村8鄰下坑42-3號
2000,精致二人房 大床,Trip,DBL,嘉義F Hotel,嘉義縣番路鄉下坑村8鄰下坑42-3號
2000,國民旅遊卡專案／精緻二人房,旅遊王,DBL,嘉義F Hotel,嘉義縣番路鄉下坑村8鄰下坑42-3號
2230,三人間 - 不退款,Booking,TRP,嘉義F Hotel,嘉義縣番路鄉下坑村8鄰下坑42-3號
2230,【環保專案天天地球日】 雅緻三人房 三小床,雄獅,TRP,嘉義F Hotel,嘉義縣番路鄉下坑村8鄰下坑42-3號
2230,【天天地球日( I love the planet)】3人同行2230元起-雅緻三人房(歡迎使用『國旅卡』消費，本站提供多種付款方式，刷卡消費不會加收海外刷卡手續費),四方通行,TRP,嘉義F Hotel,嘉義縣番路鄉下坑村8鄰下坑42-3號
2230,天天地球日／雅緻三人房,旅遊王,TRP,嘉義F Hotel,嘉義縣番路鄉下坑村8鄰下坑42-3號
2375,家庭房(Family Room) ,agoda,FOUR,嘉義F Hotel,嘉義縣番路鄉下坑村8鄰下坑42-3號
2402,雅致三人房 床型未知,Trip,TRP,嘉義F Hotel,嘉義縣番路鄉下坑村8鄰下坑42-3號
2464,"温馨四人房 (免費早餐, 免費停車, 免費無線上網)-提前預訂優惠 20%(不可退費-不可免費取消-免費早餐)",Hotels,FOUR,嘉義F Hotel,嘉義縣番路鄉下坑村8鄰下坑42-3號
2640,"豪華五人房 (免費早餐, 免費停車, 免費無線上網)-提前預訂優惠 20%(不可退費-不可免費取消-免費早餐)",Hotels,QUD,嘉義F Hotel,嘉義縣番路鄉下坑村8鄰下坑42-3號
2679,温馨四人房,Expedia,FOUR,嘉義F Hotel,嘉義縣番路鄉下坑村8鄰下坑42-3號
2680,四人間 - 不退款,Booking,FOUR,嘉義F Hotel,嘉義縣番路鄉下坑村8鄰下坑42-3號
2680,【環保專案天天地球日】 溫馨四人房 二大床,雄獅,FOUR,嘉義F Hotel,嘉義縣番路鄉下坑村8鄰下坑42-3號
2680,【天天地球日( I love the planet)】4人同行2680元起-溫馨四人房(歡迎使用『國旅卡』消費，本站提供多種付款方式，刷卡消費不會加收海外刷卡手續費),四方通行,FOUR,嘉義F Hotel,嘉義縣番路鄉下坑村8鄰下坑42-3號
2680,天天地球日／溫馨四人房,旅遊王,FOUR,嘉義F Hotel,嘉義縣番路鄉下坑村8鄰下坑42-3號
2800,豪華家庭套房 - 不退款,Booking,QUD,嘉義F Hotel,嘉義縣番路鄉下坑村8鄰下坑42-3號
2800,五人房 - 可住5人(Quintuple Room (5 Adults)) ,agoda,QUD,嘉義F Hotel,嘉義縣番路鄉下坑村8鄰下坑42-3號
2800,【環保專案天天地球日】 豪華五人房 二大床+ 一小床,雄獅,QUD,嘉義F Hotel,嘉義縣番路鄉下坑村8鄰下坑42-3號
2800,豪華五人房,Expedia,QUD,嘉義F Hotel,嘉義縣番路鄉下坑村8鄰下坑42-3號
2800,【天天地球日( I love the planet)】5人同行2800元起-豪華五人房(歡迎使用『國旅卡』消費，本站提供多種付款方式，刷卡消費不會加收海外刷卡手續費),四方通行,QUD,嘉義F Hotel,嘉義縣番路鄉下坑村8鄰下坑42-3號
2800,天天地球日／豪華五人房,旅遊王,QUD,嘉義F Hotel,嘉義縣番路鄉下坑村8鄰下坑42-3號
3117,豪華五人房 床型未知,Trip,QUD,嘉義F Hotel,嘉義縣番路鄉下坑村8鄰下坑42-3號
3121,雙人房(Double) ,agoda,DBL,阿里山當歸民宿,嘉義縣番路鄉公田村2鄰龍頭18-4號
4508,家庭房(Family) ,agoda,FOUR,阿里山當歸民宿,嘉義縣番路鄉公田村2鄰龍頭18-4號
1619,高級雙床間 - 無窗 - 不退款,Booking,DBL,嘉義兆品酒店,嘉義市西區文化路２５７號
1619,高級大房 - 無窗(Superior Queen (No Window)) ,agoda,DBL,嘉義兆品酒店,嘉義市西區文化路２５７號
1619,"雅緻客房, 兩小床, 無窗 (免費停車, 免費無線上網)-省 35%(不可退費-不可免費取消)",Hotels,DBL,嘉義兆品酒店,嘉義市西區文化路２５７號
1619,"高級客房, 無窗戶",Expedia,DBL,嘉義兆品酒店,嘉義市西區文化路２５７號
1766,經典三人房 床型未知,Trip,TRP,嘉義兆品酒店,嘉義市西區文化路２５７號
1962,【不含早餐】 雅緻(無窗)一大床 一大床,雄獅,DBL,嘉義兆品酒店,嘉義市西區文化路２５７號
2262,"雅致一中床(無窗) (免費早餐, 免費停車, 免費無線上網)-24 小時促銷: 省 25%(不可退費-不可免費取消-免費早餐)",Hotels,DBL,嘉義兆品酒店,嘉義市西區文化路２５７號
2417,經典家庭房 雙床,Trip,FOUR,嘉義兆品酒店,嘉義市西區文化路２５７號
2420,【雄獅春季線上旅展】送超商購物金 經典一大床 一大床,雄獅,DBL,嘉義兆品酒店,嘉義市西區文化路２５７號
2490,經典雙床房,Expedia,TRP,嘉義兆品酒店,嘉義市西區文化路２５７號
2683,"經典三人房 (免費停車, 免費無線上網)-24 小時促銷: 省 25%(不可退費-不可免費取消)",Hotels,TRP,嘉義兆品酒店,嘉義市西區文化路２５７號
2800,"經典四人房 (免費停車, 免費無線上網)-24 小時促銷: 省 25%(不可退費-不可免費取消)",Hotels,FOUR,嘉義兆品酒店,嘉義市西區文化路２５７號
2810,經典三人間 - 不退款,Booking,TRP,嘉義兆品酒店,嘉義市西區文化路２５７號
2862,經典三人房(Classic Triple Room) ,agoda,TRP,嘉義兆品酒店,嘉義市西區文化路２５７號
2886,【不含早餐】 經典三人房 一大床+一小床 或 三小床,雄獅,TRP,嘉義兆品酒店,嘉義市西區文化路２５７號
2934,典雅家庭間 - 不退款,Booking,FOUR,嘉義兆品酒店,嘉義市西區文化路２５７號
2987,經典家庭房(Classic Family Room) ,agoda,FOUR,嘉義兆品酒店,嘉義市西區文化路２５７號
3002,【不含早餐】 經典家庭房 二大床,雄獅,FOUR,嘉義兆品酒店,嘉義市西區文化路２５７號
3114,"經典三人房 (免費早餐, 免費停車, 免費無線上網)-24 小時促銷: 省 25%(不可退費-不可免費取消-免費早餐)",Hotels,TRP,嘉義兆品酒店,嘉義市西區文化路２５７號
3348,【含早餐】 經典三人房 一大床+一小床 或 三小床,雄獅,TRP,嘉義兆品酒店,嘉義市西區文化路２５７號
3695,經典三人房,Expedia,FOUR,嘉義兆品酒店,嘉義市西區文化路２５７號
3740,【雄獅春季線上旅展】送超商購物金 經典家庭房 二大床,雄獅,FOUR,嘉義兆品酒店,嘉義市西區文化路２５７號
3770,"經典四人房 (免費早餐, 免費停車, 免費無線上網)-24 小時促銷: 省 25%(不可退費-不可免費取消-免費早餐)",Hotels,FOUR,嘉義兆品酒店,嘉義市西區文化路２５７號
3824,經典四人房,Expedia,QUD,嘉義兆品酒店,嘉義市西區文化路２５７號
7249,"日式家庭套房 (免費停車, 免費無線上網)-24 小時促銷: 省 23%(不可退費-不可免費取消)",Hotels,QUD,嘉義兆品酒店,嘉義市西區文化路２５７號
8218,"日式家庭套房 (免費早餐, 免費停車, 免費無線上網)-24 小時促銷: 省 23%(不可退費-不可免費取消-免費早餐)",Hotels,QUD,嘉義兆品酒店,嘉義市西區文化路２５７號
486,4人女生宿舍(Dormitory 4-Bed (Female)) ,agoda,SGL,嘉義行藝文旅,嘉義市西區仁愛路345號
500,4床男性宿舍間的1張床位 - 不退款,Booking,SGL,嘉義行藝文旅,嘉義市西區仁愛路345號
500,背包客 (男)(歡迎使用『國旅卡』消費，本站提供多種付款方式，刷卡消費不會加收海外刷卡手續費),四方通行,SGL,嘉義行藝文旅,嘉義市西區仁愛路345號
1536,高級房(兩床)(Superior Twin) ,agoda,DBL,嘉義行藝文旅,嘉義市西區仁愛路345號
1580,豪華雙床間 - 不退款,Booking,DBL,嘉義行藝文旅,嘉義市西區仁愛路345號
1580,"標準雙人房 (免費早餐, 免費無線上網)(不可退費-不可免費取消-免費早餐)",Hotels,DBL,嘉義行藝文旅,嘉義市西區仁愛路345號
1580,標準客房(歡迎使用『國旅卡』消費，本站提供多種付款方式，刷卡消費不會加收海外刷卡手續費),四方通行,DBL,嘉義行藝文旅,嘉義市西區仁愛路345號
2314,高級四人房(Superior Quad) ,agoda,FOUR,嘉義行藝文旅,嘉義市西區仁愛路345號
2380,豪華四人間 - 不退款,Booking,FOUR,嘉義行藝文旅,嘉義市西區仁愛路345號
2380,豪華家庭房(歡迎使用『國旅卡』消費，本站提供多種付款方式，刷卡消費不會加收海外刷卡手續費),四方通行,FOUR,嘉義行藝文旅,嘉義市西區仁愛路345號
2920,雙人房(Double) ,agoda,DBL,阿里山源發制茶民宿,嘉義縣阿里山鄉樂野村樂野116-2號
3000,標准雙人間,Booking,DBL,阿里山源發制茶民宿,嘉義縣阿里山鄉樂野村樂野116-2號
6326,四人房(Quad Room) ,agoda,FOUR,阿里山源發制茶民宿,嘉義縣阿里山鄉樂野村樂野116-2號
6500,奢華四人間,Booking,FOUR,阿里山源發制茶民宿,嘉義縣阿里山鄉樂野村樂野116-2號
1706,和式2人房 大床,Trip,DBL,嘉義印象區民宿,嘉義縣梅山鄉瑞里村幼葉林98號
1889,親子三人房 床型未知,Trip,TRP,嘉義印象區民宿,嘉義縣梅山鄉瑞里村幼葉林98號
2456,溫馨四人房 雙床,Trip,FOUR,嘉義印象區民宿,嘉義縣梅山鄉瑞里村幼葉林98號
2117,標準雙人房(Standard Double) ,agoda,DBL,嘉義亮點旅店,嘉義市西區仁愛路560號
2180,標准雙人間 - 不退款,Booking,DBL,嘉義亮點旅店,嘉義市西區仁愛路560號
2180,"雙人房, 1 張雙人床 (免費早餐, 免費無線上網)(不可退費-不可免費取消-免費早餐)",Hotels,DBL,嘉義亮點旅店,嘉義市西區仁愛路560號
2180,"雙人房, 2 張單人床",Expedia,DBL,嘉義亮點旅店,嘉義市西區仁愛路560號
3089,四人房(Quad Room) ,agoda,FOUR,嘉義亮點旅店,嘉義市西區仁愛路560號
3179,四人房,Expedia,FOUR,嘉義亮點旅店,嘉義市西區仁愛路560號
3180,四人間 - 不退款,Booking,FOUR,嘉義亮點旅店,嘉義市西區仁愛路560號
3180,"四人房 (免費早餐, 免費無線上網)(不可退費-不可免費取消-免費早餐)",Hotels,FOUR,嘉義亮點旅店,嘉義市西區仁愛路560號
3200,含早餐 二人房 一大床 或 二小床,雄獅,DBL,阿里山掌聲響起會館,嘉義縣阿里山鄉樂野209-6號
3285,大床房 大床,Trip,DBL,阿里山掌聲響起會館,嘉義縣阿里山鄉樂野209-6號
4601,標準四人房 床型未知,Trip,FOUR,阿里山掌聲響起會館,嘉義縣阿里山鄉樂野209-6號
4960,含早餐 標準四人房 二大床,雄獅,FOUR,阿里山掌聲響起會館,嘉義縣阿里山鄉樂野209-6號
1120,單人房(Single Room) ,agoda,SGL,嘉義慢漫民宿,嘉義市西區民生北路245巷23號
1200,二兒子,AsiaYo,SGL,嘉義慢漫民宿,嘉義市西區民生北路245巷23號
1508,標準雙人房(Standard Double) ,agoda,DBL,嘉義慢漫民宿,嘉義市西區民生北路245巷23號
1600,大女兒,AsiaYo,DBL,嘉義慢漫民宿,嘉義市西區民生北路245巷23號
2241,四人房(Quad Room) ,agoda,FOUR,嘉義慢漫民宿,嘉義市西區民生北路245巷23號
2176,標准雙人間 - 不退款,Booking,DBL,阿里山神木賓館,嘉義縣阿里山鄉中正村50號
2176,標準雙人房(Standard Double Room) ,agoda,DBL,阿里山神木賓館,嘉義縣阿里山鄉中正村50號
2419,神木尊榮雙人房 大床,Trip,DBL,阿里山神木賓館,嘉義縣阿里山鄉中正村50號
2559,神木尊榮雙人客房,Expedia,DBL,阿里山神木賓館,嘉義縣阿里山鄉中正村50號
2560,【一般訂房旗艦企劃】 神木尊榮雙人客房 一大床,雄獅,DBL,阿里山神木賓館,嘉義縣阿里山鄉中正村50號
2560,神木尊榮雙人客房,旅遊王,DBL,阿里山神木賓館,嘉義縣阿里山鄉中正村50號
3400,神木尊榮4人房 大床 雙床,Trip,FOUR,阿里山神木賓館,嘉義縣阿里山鄉中正村50號
3600,標准四人間 - 不退款,Booking,FOUR,阿里山神木賓館,嘉義縣阿里山鄉中正村50號
3600,【一般訂房旗艦企劃】 神木尊榮四人客房 二大床,雄獅,FOUR,阿里山神木賓館,嘉義縣阿里山鄉中正村50號
3600,神木尊榮四人客房,旅遊王,FOUR,阿里山神木賓館,嘉義縣阿里山鄉中正村50號
3660,豪華四人房(Deluxe Quadruple Room) ,agoda,FOUR,阿里山神木賓館,嘉義縣阿里山鄉中正村50號
1703,晨曦環保客房 (無窗房),Expedia,DBL,嘉義承億文旅-嘉義商旅,嘉義市東區垂楊路866號
1889,晨曦標準客房 大床 雙床,Trip,DBL,嘉義承億文旅-嘉義商旅,嘉義市東區垂楊路866號
1892,標准雙床間 - 無窗 - 不退款,Booking,DBL,嘉義承億文旅-嘉義商旅,嘉義市東區垂楊路866號
1892,【晨曦環保無窗客房不含早專案】 晨曦環保客房(無窗房) 一大床或二小床,雄獅,DBL,嘉義承億文旅-嘉義商旅,嘉義市東區垂楊路866號
1892,"晨曦環保客房 (無窗房) (免費停車, 免費無線上網)(不可退費-不可免費取消)",Hotels,DBL,嘉義承億文旅-嘉義商旅,嘉義市東區垂楊路866號
1892,晨曦環保無窗客房不含早-晨曦環保無窗客房(歡迎使用『國旅卡』消費，本站提供多種付款方式，刷卡消費不會加收海外刷卡手續費),四方通行,DBL,嘉義承億文旅-嘉義商旅,嘉義市東區垂楊路866號
1892,晨曦環保無窗客房不含早專案／晨曦環保無窗客房,旅遊王,DBL,嘉義承億文旅-嘉義商旅,嘉義市東區垂楊路866號
2073,【連住三天超便宜 】 晨曦標準客房 一大床或二小床,雄獅,DBL,嘉義承億文旅-嘉義商旅,嘉義市東區垂楊路866號
2099,12Hr閃住(21:00~09:00)專案-晨曦標準客房(歡迎使用『國旅卡』消費，本站提供多種付款方式，刷卡消費不會加收海外刷卡手續費),四方通行,DBL,嘉義承億文旅-嘉義商旅,嘉義市東區垂楊路866號
2280,"晨曦環保客房 (無窗房) (免費早餐, 免費停車, 免費無線上網)(不可退費-不可免費取消-自助早餐)",Hotels,DBL,嘉義承億文旅-嘉義商旅,嘉義市東區垂楊路866號
2280,晨曦環保無窗客房,旅遊王,DBL,嘉義承億文旅-嘉義商旅,嘉義市東區垂楊路866號
2519,晨曦標準客房(一大床) (含早餐與晚餐),Expedia,DBL,嘉義承億文旅-嘉義商旅,嘉義市東區垂楊路866號
2799,經濟雙床間 - 不退款(含早餐與晚餐),Booking,DBL,嘉義承億文旅-嘉義商旅,嘉義市東區垂楊路866號
