價錢,內容,商家,房型,旅館名稱,旅館地址
950,三人房,AsiaYo,TRP,金門彩虹行館民宿,金門縣金湖鎮中興路下莊101號
1800,雙人或雙床間 - 帶外部私人浴室 - 不退款,Booking,DBL,金門金戰民宿,金門縣金湖鎮漁村1-1號
3200,四人間 - 帶私人浴室 - 不退款,Booking,FOUR,金門金戰民宿,金門縣金湖鎮漁村1-1號
2500,大號床間 - 不退款,Booking,DBL,金門王老爺民宿,金門縣金湖鎮山外600號
3500,四人間 - 不退款,Booking,FOUR,金門王老爺民宿,金門縣金湖鎮山外600號
2090,雙人房 大床,Trip,DBL,金門談古說金古厝民宿,金門縣金城鎮前水頭28號
2850,四人房(特惠促銷) 雙床,Trip,TRP,金門談古說金古厝民宿,金門縣金城鎮前水頭28號
4750,六人房(特惠促銷) 床型未知,Trip,QUD,金門談古說金古厝民宿,金門縣金城鎮前水頭28號
1500,雙人雅房：一張雙人床,AsiaYo,DBL,金門鳳毛麟趾古厝民宿,金門縣金城鎮前水頭68號
2500,雙人間,Booking,DBL,金門鳳毛麟趾古厝民宿,金門縣金城鎮前水頭68號
2500,"自在 / 平安 / 百福 / 千祥 (免費早餐, 免費停車, 免費無線上網)(可退費-不可免費取消-免費早餐)",Hotels,DBL,金門鳳毛麟趾古厝民宿,金門縣金城鎮前水頭68號
2500,自在 / 平安 / 百福 / 千祥,Expedia,DBL,金門鳳毛麟趾古厝民宿,金門縣金城鎮前水頭68號
3300,三人間 - 帶私人浴室,Booking,TRP,金門鳳毛麟趾古厝民宿,金門縣金城鎮前水頭68號
3873,高級房5(Superior Five) ,agoda,QUD,金門鳳毛麟趾古厝民宿,金門縣金城鎮前水頭68號
4500,六人雅房：6單人床,AsiaYo,QUD,金門鳳毛麟趾古厝民宿,金門縣金城鎮前水頭68號
4800,家庭小型套房,Booking,QUD,金門鳳毛麟趾古厝民宿,金門縣金城鎮前水頭68號
1400,標准雙人間 - 單人用,Booking,SGL,金門戀鄉情水頭37號民宿,金城鎮前水頭37號
1896,雙人房 大床,Trip,DBL,金門戀鄉情水頭37號民宿,金城鎮前水頭37號
2000,標准雙人間,Booking,DBL,金門戀鄉情水頭37號民宿,金城鎮前水頭37號
2199,三人房(14天內預訂)(金牌以上會員特惠) 床型未知,Trip,TRP,金門戀鄉情水頭37號民宿,金城鎮前水頭37號
2324,四人房(14天內預訂)(金牌以上會員特惠) 雙床,Trip,FOUR,金門戀鄉情水頭37號民宿,金城鎮前水頭37號
2519,三人房 床型未知,Trip,TRP,金門戀鄉情水頭37號民宿,金城鎮前水頭37號
2600,標准三人間,Booking,TRP,金門戀鄉情水頭37號民宿,金城鎮前水頭37號
2846,四人房 雙床,Trip,FOUR,金門戀鄉情水頭37號民宿,金城鎮前水頭37號
900,標准雙人間 - 不退款,Booking,DBL,金門海灣之家,金門縣金沙鎮浦山里劉澳2-2號
1899,春暖花開,Expedia,DBL,金門瓊林100號民宿-游藝瓊林,金門縣金湖鎮瓊林里瓊林100號
1900,"春暖花開 (免費早餐, 免費停車, 免費無線上網)(不可退費-不可免費取消-免費早餐)",Hotels,DBL,金門瓊林100號民宿-游藝瓊林,金門縣金湖鎮瓊林里瓊林100號
3499,冬寒雪瑞,Expedia,QUD,金門瓊林100號民宿-游藝瓊林,金門縣金湖鎮瓊林里瓊林100號
3500,"冬寒雪瑞 (免費早餐, 免費停車, 免費無線上網)(不可退費-不可免費取消-免費早餐)",Hotels,QUD,金門瓊林100號民宿-游藝瓊林,金門縣金湖鎮瓊林里瓊林100號
1000,標準雅房(公衛) 大床,Trip,DBL,金門微風海戀民宿,金門縣金寧鄉湖浦村下浦下303號
1520,標準套房(特惠促銷) 雙床,Trip,DBL,金門微風海戀民宿,金門縣金寧鄉湖浦村下浦下303號
1976,標準三人房(特惠促銷) 床型未知,Trip,TRP,金門微風海戀民宿,金門縣金寧鄉湖浦村下浦下303號
2166,標準四人房(特惠促銷) 雙床,Trip,FOUR,金門微風海戀民宿,金門縣金寧鄉湖浦村下浦下303號
600,女性背包客房,AsiaYo,SGL,金門背包客棧497,金門縣金湖鎮新湖里塔后497號
630,"共用宿舍, 僅限女士",Expedia,SGL,金門背包客棧497,金門縣金湖鎮新湖里塔后497號
1400,雙人房,AsiaYo,DBL,金門背包客棧497,金門縣金湖鎮新湖里塔后497號
1900,三人房,AsiaYo,TRP,金門背包客棧497,金門縣金湖鎮新湖里塔后497號
2400,四人房,AsiaYo,FOUR,金門背包客棧497,金門縣金湖鎮新湖里塔后497號
2429,四人房,Expedia,FOUR,金門背包客棧497,金門縣金湖鎮新湖里塔后497號
2430,"四人房 (免費停車, 免費無線上網)-省 10%(可退費-不可免費取消)",Hotels,FOUR,金門背包客棧497,金門縣金湖鎮新湖里塔后497號
1300,標准雙床間 - 不退款,Booking,DBL,金門君悅客棧,金門縣金湖鎮瓊林198號
1600,三人間 - 不退款,Booking,TRP,金門君悅客棧,金門縣金湖鎮瓊林198號
1900,四人間 - 不退款,Booking,FOUR,金門君悅客棧,金門縣金湖鎮瓊林198號
1600,標准雙人間 - 免費取消,Booking,DBL,金門珠山41號-大夫第民宿,金門縣金城鎮珠山41號
2560,四人間 - 帶淋浴 - 免費取消,Booking,FOUR,金門珠山41號-大夫第民宿,金門縣金城鎮珠山41號
1350,標准雙人間 - 單人用 - 不退款,Booking,SGL,金門水頭85號民宿-北緯24,金門縣金城鎮前水頭85號
1800,標准雙人間 - 不退款,Booking,DBL,金門水頭85號民宿-北緯24,金門縣金城鎮前水頭85號
2000,含早餐 雙人房 一大床,雄獅,DBL,金門水頭85號民宿-北緯24,金門縣金城鎮前水頭85號
2430,舒適四人間 - 不退款,Booking,TRP,金門水頭85號民宿-北緯24,金門縣金城鎮前水頭85號
3000,含早餐 四人房 二大床,雄獅,FOUR,金門水頭85號民宿-北緯24,金門縣金城鎮前水頭85號
1800,標准雙人間 - 帶共用浴室 - 不退款,Booking,DBL,金門想耀民宿,碧山22號
2800,標准四人間 - 不退款,Booking,FOUR,金門想耀民宿,碧山22號
1800,標准雙人間 - 帶共用浴室 - 不退款,Booking,DBL,金門來喜樓古厝民宿,金門縣金城鎮珠山村82號
1800,單人間 - 帶私人浴室 - 不退款,Booking,SGL,金門來喜樓古厝民宿,金門縣金城鎮珠山村82號
2000,標准雙人間 - 不退款,Booking,DBL,金門愛渡假民宿,金門縣金寧鄉埔邊103號
2500,標准三人間 - 不退款,Booking,TRP,金門愛渡假民宿,金門縣金寧鄉埔邊103號
2800,日式四人間 - 不退款,Booking,SGL,金門愛渡假民宿,金門縣金寧鄉埔邊103號
1350,標准雙人間 - 單人用 - 不退款,Booking,SGL,金門水頭44號民宿-東經118,金門縣金城鎮前水頭44號
1600,雙人房(B)(歡迎使用『國旅卡』消費，本站提供多種付款方式，刷卡消費不會加收海外刷卡手續費),四方通行,DBL,金門水頭44號民宿-東經118,金門縣金城鎮前水頭44號
1620,標准雙人間 - 不退款,Booking,DBL,金門水頭44號民宿-東經118,金門縣金城鎮前水頭44號
1700,標準雙人房 大床,Trip,DBL,金門水頭44號民宿-東經118,金門縣金城鎮前水頭44號
1800,雙人套房 (B),AsiaYo,DBL,金門水頭44號民宿-東經118,金門縣金城鎮前水頭44號
2000,含早餐 雙人房 一大床,雄獅,DBL,金門水頭44號民宿-東經118,金門縣金城鎮前水頭44號
2106,閣樓房 床型未知,Trip,FOUR,金門水頭44號民宿-東經118,金門縣金城鎮前水頭44號
2250,高級雙人間 - 不退款,Booking,TRP,金門水頭44號民宿-東經118,金門縣金城鎮前水頭44號
2800,含早餐 四人房 二大床,雄獅,FOUR,金門水頭44號民宿-東經118,金門縣金城鎮前水頭44號
1527,豪華雙人套房(Deluxe Suite Double) ,agoda,DBL,金門歐厝66號民宿-好棧,金門縣金城鎮歐厝66號
2125,豪華雙人間 - 帶淋浴 - 單人用 - 不退款,Booking,SGL,金門歐厝66號民宿-好棧,金門縣金城鎮歐厝66號
2276,豪華雙人大套房 大床,Trip,DBL,金門歐厝66號民宿-好棧,金門縣金城鎮歐厝66號
2500,豪華雙人間 - 帶淋浴 - 不退款,Booking,DBL,金門歐厝66號民宿-好棧,金門縣金城鎮歐厝66號
2733,閣樓別墅(Penthouse Villa) ,agoda,FOUR,金門歐厝66號民宿-好棧,金門縣金城鎮歐厝66號
3519,豪華樓中樓獨棟家庭連通房 雙床,Trip,FOUR,金門歐厝66號民宿-好棧,金門縣金城鎮歐厝66號
1600,雙人間 - 帶私人浴室 - 單人用,Booking,SGL,金門珠山大院,金門縣金城鎮珠山26號
2000,雙人間 - 帶私人浴室,Booking,DBL,金門珠山大院,金門縣金城鎮珠山26號
3200,豪華四人間,Booking,FOUR,金門珠山大院,金門縣金城鎮珠山26號
1350,標准大號床間 - 不退款,Booking,DBL,金門紅屋頂海景民宿,金門縣金湖鎮漁村78號
2200,家庭間 - 不退款,Booking,FOUR,金門紅屋頂海景民宿,金門縣金湖鎮漁村78號
2500,高級家庭間 - 不退款,Booking,QUD,金門紅屋頂海景民宿,金門縣金湖鎮漁村78號
700,4床混合宿舍間的1個床位 - 不退款,Booking,SGL,金門湖畔江南古厝民宿,金寧鄉古寧頭北山村23-3號
1600,標準房 - 必須按時入住和退房(Standard - Check-in/out time restriction apply) ,agoda,DBL,金門湖畔江南古厝民宿,金寧鄉古寧頭北山村23-3號
2000,高級雙人間 - 不退款,Booking,DBL,金門湖畔江南古厝民宿,金寧鄉古寧頭北山村23-3號
2800,四人間 - 帶私人浴室 - 不退款,Booking,TRP,金門湖畔江南古厝民宿,金寧鄉古寧頭北山村23-3號
2803,三人房(Triple Room) ,agoda,TRP,金門湖畔江南古厝民宿,金寧鄉古寧頭北山村23-3號
3503,雙臥室家庭套房(2 Bedroom Family Suite) ,agoda,FOUR,金門湖畔江南古厝民宿,金寧鄉古寧頭北山村23-3號
3800,家庭間 - 帶私人浴室 - 不退款,Booking,QUD,金門湖畔江南古厝民宿,金寧鄉古寧頭北山村23-3號
1400,經濟單人間 - 不退款,Booking,SGL,金門柚木的家,金門縣金湖鎮國順街32號
2000,豪華雙床間 - 不退款,Booking,DBL,金門柚木的家,金門縣金湖鎮國順街32號
2200,豪華雙床房 雙床,Trip,DBL,金門柚木的家,金門縣金湖鎮國順街32號
2300,家庭間 - 不退款,Booking,FOUR,金門柚木的家,金門縣金湖鎮國順街32號
2600,豪華三人間 - 不退款,Booking,TRP,金門柚木的家,金門縣金湖鎮國順街32號
2600,豪華三人房 床型未知,Trip,TRP,金門柚木的家,金門縣金湖鎮國順街32號
2800,典雅四人房 雙床,Trip,FOUR,金門柚木的家,金門縣金湖鎮國順街32號
700,女性宿舍間的單人床位 - 不退款,Booking,SGL,金門北山古洋樓背包客棧青年旅館,金門縣金寧鄉古寧村北山46-5號
2800,家庭間 - 帶共用浴室 - 不退款,Booking,FOUR,金門北山古洋樓背包客棧青年旅館,金門縣金寧鄉古寧村北山46-5號
2800,四人間 - 不退款,Booking,FOUR,金門鳳鳴民宿,金門縣金寧鄉埔邊106號
2020,標准雙人間 - 不退款,Booking,DBL,金門小週末民宿,金門縣金城鎮西海路三段25號35巷
2020,雙人房,Expedia,DBL,金門小週末民宿,金門縣金城鎮西海路三段25號35巷
2120,麵線房,AsiaYo,DBL,金門小週末民宿,金門縣金城鎮西海路三段25號35巷
3095,四人間 - 帶浴室 - 不退款,Booking,FOUR,金門小週末民宿,金門縣金城鎮西海路三段25號35巷
3295,高粱酒房,AsiaYo,FOUR,金門小週末民宿,金門縣金城鎮西海路三段25號35巷
3644,四人房,Expedia,QUD,金門小週末民宿,金門縣金城鎮西海路三段25號35巷
1700,一臥室套房,Booking,DBL,金門南塘1號民宿,金門縣烈嶼鄉南塘1之5號
2000,舒適三人間 - 帶淋浴,Booking,TRP,金門南塘1號民宿,金門縣烈嶼鄉南塘1之5號
1440,標准大號床間 - 單人用 - 不退款,Booking,SGL,金門單車驛站-幸福館,金門縣金城鎮歐厝65號
1586,雙人房(會員特惠) 大床 雙床,Trip,DBL,金門單車驛站-幸福館,金門縣金城鎮歐厝65號
1600,標准大號床間 - 不退款,Booking,DBL,金門單車驛站-幸福館,金門縣金城鎮歐厝65號
1600,二人房（幸福館，一大床）(歡迎使用『國旅卡』消費，本站提供多種付款方式，刷卡消費不會加收海外刷卡手續費),四方通行,DBL,金門單車驛站-幸福館,金門縣金城鎮歐厝65號
1800,四人房（快樂館）(歡迎使用『國旅卡』消費，本站提供多種付款方式，刷卡消費不會加收海外刷卡手續費),四方通行,FOUR,金門單車驛站-幸福館,金門縣金城鎮歐厝65號
2178,閣樓四人房(會員特惠) 床型未知,Trip,FOUR,金門單車驛站-幸福館,金門縣金城鎮歐厝65號
2200,特大號床間 - 帶2張特大號床 - 不退款,Booking,FOUR,金門單車驛站-幸福館,金門縣金城鎮歐厝65號
1960,標準雙人房(Double Standard) ,agoda,DBL,金門樂活珠山19號-陶然居民宿,金門縣金城鎮珠山19號
2000,No2 二人房(歡迎使用『國旅卡』消費，本站提供多種付款方式，刷卡消費不會加收海外刷卡手續費),四方通行,DBL,金門樂活珠山19號-陶然居民宿,金門縣金城鎮珠山19號
2200,標准雙人間 - 帶共用浴室 - 不退款,Booking,DBL,金門樂活珠山19號-陶然居民宿,金門縣金城鎮珠山19號
2200,雙人房 秋黃/冬紫,AsiaYo,DBL,金門樂活珠山19號-陶然居民宿,金門縣金城鎮珠山19號
3200,No6 樓中樓四人房(歡迎使用『國旅卡』消費，本站提供多種付款方式，刷卡消費不會加收海外刷卡手續費),四方通行,FOUR,金門樂活珠山19號-陶然居民宿,金門縣金城鎮珠山19號
3564,閣樓房 - 可住4人(Penthouse for 4 People) ,agoda,FOUR,金門樂活珠山19號-陶然居民宿,金門縣金城鎮珠山19號
3600,四人間 - 帶共用浴室 - 不退款,Booking,FOUR,金門樂活珠山19號-陶然居民宿,金門縣金城鎮珠山19號
2100,【含早餐】 標準雙人房 兩小床,雄獅,DBL,金門長鴻商務大飯店,金門縣金寧鄉慈湖路一段101號
1600,標准雙床間 - 不退款,Booking,DBL,金門渡船頭民宿,金門縣金城鎮光前路169號
2400,標准四人間 - 不退款,Booking,FOUR,金門渡船頭民宿,金門縣金城鎮光前路169號
1500,雙人間 - 帶陽台 - 不退款,Booking,DBL,金門阿鑫民宿,埔後村77號
2500,三人間 - 帶浴缸 - 不退款,Booking,TRP,金門阿鑫民宿,埔後村77號
2000,雙人套房,AsiaYo,DBL,金門珠山茉莉紅民宿,金門縣金城鎮
3200,四人套房,AsiaYo,FOUR,金門珠山茉莉紅民宿,金門縣金城鎮
1600,標准雙人間 - 不退款,Booking,DBL,金門金湖煌家民宿,金門縣金湖鎮市港路5號
2000,典雅四人間 - 不退款,Booking,FOUR,金門金湖煌家民宿,金門縣金湖鎮市港路5號
1380,雙人或雙床間 - 帶外部私人浴室,Booking,DBL,金門愛丁堡五十六民宿,金門縣金寧鄉下堡56號
2080,小型套房,Booking,TRP,金門愛丁堡五十六民宿,金門縣金寧鄉下堡56號
1273,雙人房(Double Room) ,agoda,DBL,金門欣欣民宿,金湖鎮瓊林6-10號
1400,幸福館二人房,AsiaYo,DBL,金門單車驛站民宿,金門縣金城鎮
1225,唐式套房四人房 雙床,Trip,DBL,金門救國團青年活動中心,金門縣金城鎮環島北路1號
1450,附早餐 精緻唐式單人套房 一大床+一小床,雄獅,SGL,金門救國團青年活動中心,金門縣金城鎮環島北路1號
1650,附早餐 精緻唐式雙人套房 一大床+一小床,雄獅,DBL,金門救國團青年活動中心,金門縣金城鎮環島北路1號
1850,附早餐 精緻唐式三人套房 一大床+一小床,雄獅,TRP,金門救國團青年活動中心,金門縣金城鎮環島北路1號
2150,附早餐 精緻唐式四人套房 一大床+二小床,雄獅,FOUR,金門救國團青年活動中心,金門縣金城鎮環島北路1號
1799,"精緻雙人房, 無窗戶",Expedia,DBL,金門IN99精品旅館,金門縣金城鎮民生路16號
1800,標准雙人或雙床間 - 不退款,Booking,DBL,金門IN99精品旅館,金門縣金城鎮民生路16號
1800,不附早餐優惠 精緻雙人房(無窗) ,雄獅,DBL,金門IN99精品旅館,金門縣金城鎮民生路16號
1800,精緻雙人房（無窗）(歡迎使用『國旅卡』消費，本站提供多種付款方式，刷卡消費不會加收海外刷卡手續費),四方通行,DBL,金門IN99精品旅館,金門縣金城鎮民生路16號
2470,時尚三人房(隔壁棟)(特惠促銷) 床型未知,Trip,TRP,金門IN99精品旅館,金門縣金城鎮民生路16號
2600,標准三人間 - 不退款,Booking,TRP,金門IN99精品旅館,金門縣金城鎮民生路16號
2600,不附早餐優惠 時尚三人房 ,雄獅,TRP,金門IN99精品旅館,金門縣金城鎮民生路16號
2600,時尚三人套房,Expedia,TRP,金門IN99精品旅館,金門縣金城鎮民生路16號
2940,溫馨四人房(隔壁棟) 床型未知,Trip,FOUR,金門IN99精品旅館,金門縣金城鎮民生路16號
3200,標准四人間 - 不退款,Booking,FOUR,金門IN99精品旅館,金門縣金城鎮民生路16號
3200,不附早餐優惠 溫馨四人房 ,雄獅,FOUR,金門IN99精品旅館,金門縣金城鎮民生路16號
3200,溫馨四人套房,Expedia,FOUR,金門IN99精品旅館,金門縣金城鎮民生路16號
1200,雙人間 - 單人用,Booking,SGL,金門金尚厚民宿,金門縣金寧鄉23 鄰東堡46 號
1300,雙人間,Booking,DBL,金門金尚厚民宿,金門縣金寧鄉23 鄰東堡46 號
2400,家庭間 - 帶浴室,Booking,QUD,金門金尚厚民宿,金門縣金寧鄉23 鄰東堡46 號
588,【按床位計價】女生宿舍(Single Bed in Female Dormitory Room) ,agoda,SGL,金門單飛背包客棧,金門縣金湖鎮前港路7巷12號
600,男性宿舍間的單人床位,Booking,SGL,金門單飛背包客棧,金門縣金湖鎮前港路7巷12號
600,D棟女性專屬房(2人間),AsiaYo,SGL,金門單飛背包客棧,金門縣金湖鎮前港路7巷12號
1400,雙人房 (免費無線上網)(不可退費-不可免費取消),Hotels,DBL,金門單飛背包客棧,金門縣金湖鎮前港路7巷12號
1419,雙人房 雙床,Trip,DBL,金門單飛背包客棧,金門縣金湖鎮前港路7巷12號
1569,標準雙人房(Standard Double Room) ,agoda,DBL,金門單飛背包客棧,金門縣金湖鎮前港路7巷12號
1600,舒適雙人或雙床間,Booking,DBL,金門單飛背包客棧,金門縣金湖鎮前港路7巷12號
1800,三人房 (免費無線上網)(不可退費-不可免費取消),Hotels,TRP,金門單飛背包客棧,金門縣金湖鎮前港路7巷12號
1896,三人房 床型未知,Trip,TRP,金門單飛背包客棧,金門縣金湖鎮前港路7巷12號
1961,標準房 - 可住四人(Standard Quad Room) ,agoda,FOUR,金門單飛背包客棧,金門縣金湖鎮前港路7巷12號
2000,家庭間 - 帶陽台,Booking,FOUR,金門單飛背包客棧,金門縣金湖鎮前港路7巷12號
2000,四人房 (免費無線上網)(不可退費-不可免費取消),Hotels,FOUR,金門單飛背包客棧,金門縣金湖鎮前港路7巷12號
2106,四人房 床型未知,Trip,FOUR,金門單飛背包客棧,金門縣金湖鎮前港路7巷12號
2500,家庭套房 - 帶陽台,Booking,QUD,金門單飛背包客棧,金門縣金湖鎮前港路7巷12號
2500,家庭房 - 可住5人(Family for 5 People) ,agoda,QUD,金門單飛背包客棧,金門縣金湖鎮前港路7巷12號
2629,五人房 床型未知,Trip,QUD,金門單飛背包客棧,金門縣金湖鎮前港路7巷12號
1800,標准大號床間 - 不退款,Booking,DBL,金門海豚灣民宿,金門縣埔後133號
2400,經濟三人間 - 不退款,Booking,TRP,金門海豚灣民宿,金門縣埔後133號
1500,標准雙人或雙床間 - 不退款,Booking,DBL,金門如荷自在民宿,金門縣金沙鎮環島北路三段303號
3800,奢華三人間 - 不退款,Booking,TRP,金門如荷自在民宿,金門縣金沙鎮環島北路三段303號
2200,三人間 - 帶陽台 - 不退款,Booking,TRP,金門蛋寶親子民宿,金門縣金城鎮珠浦南路32-1號
3000,家庭套房 - 不退款,Booking,FOUR,金門蛋寶親子民宿,金門縣金城鎮珠浦南路32-1號
1494,雙人間 - 帶榻榻米區 - 禁止吸煙 - 免費取消,Booking,DBL,金門璞真民宿,金門縣金寧鄉西浦頭75-8號
2300,榻榻米區三人間 - 禁煙 - 免費取消,Booking,TRP,金門璞真民宿,金門縣金寧鄉西浦頭75-8號
1385,雙人房(Double) ,agoda,DBL,金門金禧福民宿,金門縣金寧鄉榜林村后湖120號
2012,三人房(Triple) ,agoda,TRP,金門金禧福民宿,金門縣金寧鄉榜林村后湖120號
2185,四人房(Quad) ,agoda,FOUR,金門金禧福民宿,金門縣金寧鄉榜林村后湖120號
1889,雙人房 大床,Trip,DBL,金門海之戀尚義34號民宿,金門縣金湖鎮尚義34號
3249,三人房 床型未知,Trip,TRP,金門海之戀尚義34號民宿,金門縣金湖鎮尚義34號
3400,舒適四人間 - 不退款,Booking,FOUR,金門落番居,金門縣金城鎮珠山28號
2400,雙人套房,AsiaYo,DBL,金門貳久小徑民宿,金門縣金湖鎮小徑29號
3200,家庭房 (閣樓),AsiaYo,FOUR,金門貳久小徑民宿,金門縣金湖鎮小徑29號
1706,二館5號房 床型未知,Trip,QUD,金門水頭客棧二館,金門縣金城鎮前水頭13號
1200,標準雙人房(Standard Double Room) ,agoda,DBL,金門湖景古厝民宿,金門縣金寧鄉湖下75號
2096,四人房(2張雙人床)(Quad (2 Double Beds)) ,agoda,FOUR,金門湖景古厝民宿,金門縣金寧鄉湖下75號
1669,雙人房 雙床,Trip,DBL,金門雅楓民宿,金門縣金沙鎮山後84號
1266,雙人雅房 大床 雙床,Trip,DBL,金門成功民宿,金門縣金湖鎮成功村123-2號
1290,雙人或雙床間 - 帶共用浴室 - 免費取消,Booking,DBL,金門成功民宿,金門縣金湖鎮成功村123-2號
1290,雙人房 - 需共用衛浴(Double with Share Bathroom) ,agoda,DBL,金門成功民宿,金門縣金湖鎮成功村123-2號
1022,標準雙人房2(Standard Double 2) ,agoda,DBL,金門家之形民宿,金門縣金城鎮和平新村80號
