價錢,內容,商家,房型,旅館名稱,旅館地址
4250,2018【春季限定(一泊二食)(3天2夜)】~6/30 普羅館-山景雙人房 二小床(含早餐與晚餐),雄獅,DBL,墾丁夏都沙灘酒店,946屏東縣恆春鎮墾丁路451號
5150,2018【春季限定(含早餐)(3天2夜)】~6/30 不限館別山景家庭 (3人入住) 一大二小/二大床,雄獅,TRP,墾丁夏都沙灘酒店,946屏東縣恆春鎮墾丁路451號
5750,2018【春季限定(一泊二食)(3天2夜)】~6/30 不限館別山景家庭 (3人入住) 一大二小/二大床(含早餐與晚餐),雄獅,TRP,墾丁夏都沙灘酒店,946屏東縣恆春鎮墾丁路451號
5950,2018【春季限定(含早餐)(3天2夜)】~6/30 不限館別山景家庭 (4人入住) 一大二小/二大床,雄獅,FOUR,墾丁夏都沙灘酒店,946屏東縣恆春鎮墾丁路451號
6305,山景家庭房,Expedia,FOUR,墾丁夏都沙灘酒店,946屏東縣恆春鎮墾丁路451號
6306,山景家庭間 - 不退款,Booking,FOUR,墾丁夏都沙灘酒店,946屏東縣恆春鎮墾丁路451號
6306,山景家庭房(Family Mountain View Room) ,agoda,FOUR,墾丁夏都沙灘酒店,946屏東縣恆春鎮墾丁路451號
6306,"山景家庭房 (免費早餐, 免費停車, 免費無線上網)-省 20%(不可退費-不可免費取消-自助早餐)",Hotels,FOUR,墾丁夏都沙灘酒店,946屏東縣恆春鎮墾丁路451號
6750,2018【春季限定(一泊二食)(3天2夜)】~6/30 不限館別山景家庭 (4人入住) 一大二小/二大床(含早餐與晚餐),雄獅,FOUR,墾丁夏都沙灘酒店,946屏東縣恆春鎮墾丁路451號
9600,蜜月套房 - 不退款,Booking,DBL,墾丁夏都沙灘酒店,946屏東縣恆春鎮墾丁路451號
9600,"蜜月套房 (免費早餐, 免費停車, 免費無線上網)-省 20%(不可退費-不可免費取消-自助早餐)",Hotels,DBL,墾丁夏都沙灘酒店,946屏東縣恆春鎮墾丁路451號
9600,蜜月套房,Expedia,DBL,墾丁夏都沙灘酒店,946屏東縣恆春鎮墾丁路451號
4076,豪華雙床間 - 不退款,Booking,FOUR,墾丁福華渡假飯店-本館,屏東縣恆春鎮墾丁路2號
4076,豪華雙人房(Deluxe Double) ,agoda,DBL,墾丁福華渡假飯店-本館,屏東縣恆春鎮墾丁路2號
4076,豪華四人房(Deluxe Quad) ,agoda,FOUR,墾丁福華渡假飯店-本館,屏東縣恆春鎮墾丁路2號
4076,"豪華客房, 2 張加大雙人床 (免費停車, 免費無線上網)(不可退費-不可免費取消)",Hotels,QUD,墾丁福華渡假飯店-本館,屏東縣恆春鎮墾丁路2號
4290,【純房含早餐專案】(可加人) 豪華雙床房(二人入住) 二大床,雄獅,DBL,墾丁福華渡假飯店-本館,屏東縣恆春鎮墾丁路2號
4290,4-6月【2018兆豐白金住宿禮遇】卡友價3899元 豪華雙床房(四人入住) 二大床,雄獅,FOUR,墾丁福華渡假飯店-本館,屏東縣恆春鎮墾丁路2號
4290,豪華雙床房(歡迎使用『國旅卡』消費，本站提供多種付款方式，刷卡消費不會加收海外刷卡手續費),四方通行,DBL,墾丁福華渡假飯店-本館,屏東縣恆春鎮墾丁路2號
4703,【春日樂悠遊(3天2夜)】早餐+晚餐+海生館 豪華雙床房(二人入住) 二大床(含早餐與晚餐),雄獅,DBL,墾丁福華渡假飯店-本館,屏東縣恆春鎮墾丁路2號
5170,尊爵雙床山景房,旅遊王,DBL,墾丁福華渡假飯店-本館,屏東縣恆春鎮墾丁路2號
5690,豪華雙床間 - 不退款(含早餐與晚餐),Booking,DBL,墾丁福華渡假飯店-本館,屏東縣恆春鎮墾丁路2號
5690,豪華雙人房(Deluxe Double) (含早餐與晚餐),agoda,DBL,墾丁福華渡假飯店-本館,屏東縣恆春鎮墾丁路2號
6710,"豪華客房, 2 張加大雙人床 (免費早餐, 免費停車, 免費無線上網)(不可退費-不可免費取消-自助早餐)",Hotels,QUD,墾丁福華渡假飯店-本館,屏東縣恆春鎮墾丁路2號
8134,"別墅, 1 間臥室 (免費早餐, 免費無線上網)-最後出清優惠: 省 17%(不可退費-不可免費取消-自助早餐)",Hotels,DBL,墾丁福華渡假飯店-本館,屏東縣恆春鎮墾丁路2號
8391,Twin Executive Ocean View(Twin Executive Ocean View) ,agoda,QUD,墾丁福華渡假飯店-本館,屏東縣恆春鎮墾丁路2號
8623,"別墅, 1 間臥室",Expedia,DBL,墾丁福華渡假飯店-本館,屏東縣恆春鎮墾丁路2號
10458,"別墅, 2 間臥室 (免費早餐, 免費無線上網)-最後出清優惠: 省 17%(不可退費-不可免費取消-自助早餐)",Hotels,FOUR,墾丁福華渡假飯店-本館,屏東縣恆春鎮墾丁路2號
11088,"別墅, 2 間臥室",Expedia,FOUR,墾丁福華渡假飯店-本館,屏東縣恆春鎮墾丁路2號
4125,"景緻客房 - Breakfast included (免費早餐, 免費停車, 免費無線上網)-省 25%(不可退費-不可免費取消-自助早餐)",Hotels,DBL,墾丁凱撒大飯店,946屏東縣恆春鎮墾丁路6號
4200,豪華雙人間 - 帶2張雙人床 - 不退款,Booking,DBL,墾丁凱撒大飯店,946屏東縣恆春鎮墾丁路6號
4200,豪華客房(Deluxe Guest Room) ,agoda,DBL,墾丁凱撒大飯店,946屏東縣恆春鎮墾丁路6號
5500,【含早餐】 景緻客房 一大床,雄獅,DBL,墾丁凱撒大飯店,946屏東縣恆春鎮墾丁路6號
5780,"景緻客房 - Half Board (免費早餐, 免費停車, 免費無線上網)-季節性優惠: 省 15%(不可退費-不可免費取消-一泊二食)(含早餐與晚餐)",Hotels,DBL,墾丁凱撒大飯店,946屏東縣恆春鎮墾丁路6號
6022,豪華房 - 可住4人(Deluxe Guestroom(4 Adults)) ,agoda,FOUR,墾丁凱撒大飯店,946屏東縣恆春鎮墾丁路6號
6150,"景觀客房 (免費早餐, 免費停車, 免費無線上網)-24 小時促銷: 省 25%(不可退費-不可免費取消-自助早餐)",Hotels,FOUR,墾丁凱撒大飯店,946屏東縣恆春鎮墾丁路6號
6600,【凱撒夢饗家1泊2食】4/1~12/31 景緻客房 一大床(含早餐與晚餐),雄獅,DBL,墾丁凱撒大飯店,946屏東縣恆春鎮墾丁路6號
6659,高級雙人房(Superior Double Room) (含早餐與晚餐),agoda,DBL,墾丁凱撒大飯店,946屏東縣恆春鎮墾丁路6號
6799,景緻客房(含早餐與晚餐),Expedia,DBL,墾丁凱撒大飯店,946屏東縣恆春鎮墾丁路6號
6800,高級雙人間 - 不退款(含早餐與晚餐),Booking,DBL,墾丁凱撒大飯店,946屏東縣恆春鎮墾丁路6號
7489,池畔花園房,Expedia,FOUR,墾丁凱撒大飯店,946屏東縣恆春鎮墾丁路6號
9300,豪華雙人間 - 帶2張雙人床 - 不退款(含早餐與晚餐),Booking,TRP,墾丁凱撒大飯店,946屏東縣恆春鎮墾丁路6號
9605,"景觀客房 (免費早餐, 免費停車, 免費無線上網)-季節性優惠: 省 15%(不可退費-不可免費取消-一泊二食)(含早餐與晚餐)",Hotels,FOUR,墾丁凱撒大飯店,946屏東縣恆春鎮墾丁路6號
11065,豪華房 - 可住4人(Deluxe Guestroom(4 Adults)) (含早餐與晚餐),agoda,FOUR,墾丁凱撒大飯店,946屏東縣恆春鎮墾丁路6號
1800,海景雙人間 - 不退款,Booking,DBL,墾丁南灣渡假飯店,屏東縣恆春鎮南灣路10號
2200,標准雙床間 - 不退款,Booking,FOUR,墾丁南灣渡假飯店,屏東縣恆春鎮南灣路10號
2200,附早餐 精緻家庭房 二大床,雄獅,FOUR,墾丁南灣渡假飯店,屏東縣恆春鎮南灣路10號
3299,標准雙人間（2位成人） - 免費取消,Booking,DBL,墾丁冒煙的喬雅客旅店,屏東縣恆春鎮墾丁里墾丁路237號
3299,標準雙人房 (免費無線上網)(不可退費-不可免費取消),Hotels,DBL,墾丁冒煙的喬雅客旅店,屏東縣恆春鎮墾丁里墾丁路237號
3299,標準雙人房 大床,Trip,DBL,墾丁冒煙的喬雅客旅店,屏東縣恆春鎮墾丁里墾丁路237號
3792,雙人房(Double Room) ,agoda,DBL,墾丁冒煙的喬雅客旅店,屏東縣恆春鎮墾丁里墾丁路237號
4141,豪華雙人房(Deluxe Double) ,agoda,DBL,墾丁H會館,屏東縣獅子鄉竹坑村竹坑巷60號
4200,海景標准雙床間 - 不退款,Booking,DBL,墾丁H會館,屏東縣獅子鄉竹坑村竹坑巷60號
4348,豪華客房,Expedia,DBL,墾丁H會館,屏東縣獅子鄉竹坑村竹坑巷60號
3888,客房(兩床)(Twin) ,agoda,DBL,墾丁冒煙的喬雅客旅店,屏東縣恆春鎮墾丁里墾丁路237號
5344,標準房(兩床)(Standard Twin) (含早餐與晚餐),agoda,DBL,墾丁H會館,屏東縣獅子鄉竹坑村竹坑巷60號
3899,標準雙人房,Expedia,DBL,墾丁冒煙的喬雅客旅店,屏東縣恆春鎮墾丁里墾丁路237號
3900,標准雙人間（2位成人） - 不退款,Booking,DBL,墾丁冒煙的喬雅客旅店,屏東縣恆春鎮墾丁里墾丁路237號
3998,"雙人房, 陽台",Expedia,DBL,墾丁冒煙的喬雅客旅店,屏東縣恆春鎮墾丁里墾丁路237號
5384,蜜月套房,Expedia,DBL,墾丁H會館,屏東縣獅子鄉竹坑村竹坑巷60號
4472,三人家庭房(Triple Family Room) ,agoda,TRP,墾丁冒煙的喬雅客旅店,屏東縣恆春鎮墾丁里墾丁路237號
4500,陽台二人房(歡迎使用『國旅卡』消費，本站提供多種付款方式，刷卡消費不會加收海外刷卡手續費),四方通行,DBL,墾丁冒煙的喬雅客旅店,屏東縣恆春鎮墾丁里墾丁路237號
4598,"標準三人房, 陽台",Expedia,TRP,墾丁冒煙的喬雅客旅店,屏東縣恆春鎮墾丁里墾丁路237號
4599,三人間 - 帶陽台 - 不退款,Booking,TRP,墾丁冒煙的喬雅客旅店,屏東縣恆春鎮墾丁里墾丁路237號
4860,四人房 - 有專用衛浴(Quadraple Room with Private Bathroom) ,agoda,FOUR,墾丁冒煙的喬雅客旅店,屏東縣恆春鎮墾丁里墾丁路237號
5612,標準雙人房(含早餐與晚餐),Expedia,DBL,墾丁H會館,屏東縣獅子鄉竹坑村竹坑巷60號
6113,豪華四人房(Deluxe Quadruple Room) ,agoda,FOUR,墾丁H會館,屏東縣獅子鄉竹坑村竹坑巷60號
4888,陽臺A4人房 雙床,Trip,FOUR,墾丁冒煙的喬雅客旅店,屏東縣恆春鎮墾丁里墾丁路237號
6200,海景四人間 - 不退款,Booking,FOUR,墾丁H會館,屏東縣獅子鄉竹坑村竹坑巷60號
4999,家庭間 - 帶陽台（4位成人） - 免費取消,Booking,FOUR,墾丁冒煙的喬雅客旅店,屏東縣恆春鎮墾丁里墾丁路237號
6419,豪華四人房,Expedia,FOUR,墾丁H會館,屏東縣獅子鄉竹坑村竹坑巷60號
4999,"家庭標準客房, 陽台 - Room Only (免費無線上網)(不可退費-不可免費取消)",Hotels,FOUR,墾丁冒煙的喬雅客旅店,屏東縣恆春鎮墾丁里墾丁路237號
8369,豪華四人房(Deluxe Quadruple Room) (含早餐與晚餐),agoda,FOUR,墾丁H會館,屏東縣獅子鄉竹坑村竹坑巷60號
5100,街景四人房 雙床,Trip,FOUR,墾丁冒煙的喬雅客旅店,屏東縣恆春鎮墾丁里墾丁路237號
6000,家庭間 - 帶陽台（4位成人） - 不退款,Booking,FOUR,墾丁冒煙的喬雅客旅店,屏東縣恆春鎮墾丁里墾丁路237號
8788,豪華四人房(含早餐與晚餐),Expedia,FOUR,墾丁H會館,屏東縣獅子鄉竹坑村竹坑巷60號
6000,含早餐 陽台四人房A ,雄獅,FOUR,墾丁冒煙的喬雅客旅店,屏東縣恆春鎮墾丁里墾丁路237號
6000,陽台四人房A(歡迎使用『國旅卡』消費，本站提供多種付款方式，刷卡消費不會加收海外刷卡手續費),四方通行,FOUR,墾丁冒煙的喬雅客旅店,屏東縣恆春鎮墾丁里墾丁路237號
7200,精緻六人房(歡迎使用『國旅卡』消費，本站提供多種付款方式，刷卡消費不會加收海外刷卡手續費),四方通行,QUD,墾丁冒煙的喬雅客旅店,屏東縣恆春鎮墾丁里墾丁路237號
7569,精致六人房 床型未知,Trip,QUD,墾丁冒煙的喬雅客旅店,屏東縣恆春鎮墾丁里墾丁路237號
1529,標準雙人房,Expedia,DBL,墾丁9號旅店,屏東縣恆春鎮墾丁路佛光巷14號
1530,"標準雙人房 (免費停車, 免費無線上網)-季節性優惠: 省 15%(不可退費-不可免費取消)",Hotels,DBL,墾丁9號旅店,屏東縣恆春鎮墾丁路佛光巷14號
1620,雙人間 - 不退款,Booking,DBL,墾丁9號旅店,屏東縣恆春鎮墾丁路佛光巷14號
2889,家庭標準客房,Expedia,FOUR,墾丁9號旅店,屏東縣恆春鎮墾丁路佛光巷14號
2890,"家庭標準客房 (免費停車, 免費無線上網)-季節性優惠: 省 15%(不可退費-不可免費取消)",Hotels,FOUR,墾丁9號旅店,屏東縣恆春鎮墾丁路佛光巷14號
3060,四人間 - 不退款,Booking,FOUR,墾丁9號旅店,屏東縣恆春鎮墾丁路佛光巷14號
2575,雙人房(Double) ,agoda,DBL,東港藍仰坊民宿,屏東縣東港鎮明禮路336巷6號
2600,高級雙人套房 - 不退款,Booking,DBL,東港藍仰坊民宿,屏東縣東港鎮明禮路336巷6號
4555,四人房(Quad) ,agoda,FOUR,東港藍仰坊民宿,屏東縣東港鎮明禮路336巷6號
4600,標准四人間 - 不退款,Booking,FOUR,東港藍仰坊民宿,屏東縣東港鎮明禮路336巷6號
2732,行政套房(Executive Suite) ,agoda,DBL,墾丁拉芙樂兒旅宿餐酒館,屏東縣恆春鎮湖內路422號
2969,"時尚豪華雙人套房 (免費早餐, 免費無線上網)-提前預訂優惠 5%(可退費-不可免費取消)",Hotels,DBL,墾丁拉芙樂兒旅宿餐酒館,屏東縣恆春鎮湖內路422號
2969,"雅逸雙人套房 (免費早餐, 免費停車, 免費無線上網)-提前預訂優惠 5%(可退費-不可免費取消-免費早餐)",Hotels,DBL,墾丁拉芙樂兒旅宿餐酒館,屏東縣恆春鎮湖內路422號
2969,原始豪華雙人套房,Expedia,DBL,墾丁拉芙樂兒旅宿餐酒館,屏東縣恆春鎮湖內路422號
2969,雅逸雙人套房,Expedia,DBL,墾丁拉芙樂兒旅宿餐酒館,屏東縣恆春鎮湖內路422號
3497,森林套房(Forest Suite) ,agoda,FOUR,墾丁拉芙樂兒旅宿餐酒館,屏東縣恆春鎮湖內路422號
3799,鄉村家庭房,Expedia,FOUR,墾丁拉芙樂兒旅宿餐酒館,屏東縣恆春鎮湖內路422號
3800,"鄉村家庭房 (免費早餐, 免費停車, 免費無線上網)-提前預訂優惠 5%(可退費-不可免費取消-免費早餐)",Hotels,FOUR,墾丁拉芙樂兒旅宿餐酒館,屏東縣恆春鎮湖內路422號
1350,"標準雙人房 (免費早餐, 免費停車, 免費無線上網)-省 25%(不可退費-不可免費取消-免費早餐)",Hotels,DBL,墾丁假期渡假飯店,屏東縣恆春鎮恆公路966號
1400,墾丁假期~同學專案-標準雙人套房(歡迎使用『國旅卡』消費，本站提供多種付款方式，刷卡消費不會加收海外刷卡手續費),四方通行,DBL,墾丁假期渡假飯店,屏東縣恆春鎮恆公路966號
1400,墾丁假期~同學專案／雅緻雙人套房,旅遊王,DBL,墾丁假期渡假飯店,屏東縣恆春鎮恆公路966號
1575,"標準三人房 (免費早餐, 免費停車, 免費無線上網)-省 25%(不可退費-不可免費取消-免費早餐)",Hotels,TRP,墾丁假期渡假飯店,屏東縣恆春鎮恆公路966號
1666,尋鹿之旅專案 標準二人房 一大床,雄獅,DBL,墾丁假期渡假飯店,屏東縣恆春鎮恆公路966號
1800,"家庭四人房 (免費早餐, 免費停車, 免費無線上網)-省 25%(不可退費-不可免費取消-免費早餐)",Hotels,FOUR,墾丁假期渡假飯店,屏東縣恆春鎮恆公路966號
1966,【雄獅超值好康】送超商購物金 雅緻三人房 一大床 + 一小床,雄獅,TRP,墾丁假期渡假飯店,屏東縣恆春鎮恆公路966號
1999,壽星你最大住房專案~雅緻三人房-雅緻三人房(歡迎使用『國旅卡』消費，本站提供多種付款方式，刷卡消費不會加收海外刷卡手續費),四方通行,TRP,墾丁假期渡假飯店,屏東縣恆春鎮恆公路966號
2080,環保綠活促銷專案 親子四人房 二大床,雄獅,FOUR,墾丁假期渡假飯店,屏東縣恆春鎮恆公路966號
2080,綠活環保-四人成行-親子四人房(歡迎使用『國旅卡』消費，本站提供多種付款方式，刷卡消費不會加收海外刷卡手續費),四方通行,FOUR,墾丁假期渡假飯店,屏東縣恆春鎮恆公路966號
2080,綠活環保促銷專案-四人成行／親子四人房,旅遊王,FOUR,墾丁假期渡假飯店,屏東縣恆春鎮恆公路966號
2100,雅致三人房,旅遊王,TRP,墾丁假期渡假飯店,屏東縣恆春鎮恆公路966號
9116,木槲雙人房 大床,Trip,DBL,墾丁白砂15villa,屏東縣恒春鎮水泉里樹林路25-3號
9364,豪華別墅(Deluxe Villa) ,agoda,DBL,墾丁白砂15villa,屏東縣恒春鎮水泉里樹林路25-3號
14681,家庭別墅(Family Villa) ,agoda,FOUR,墾丁白砂15villa,屏東縣恒春鎮水泉里樹林路25-3號
6820,花園景雙人或兩床房(Garden View Double or Twin Room) ,agoda,DBL,恆春華泰瑞苑墾丁賓館,屏東縣恆春鎮公園路101號
6820,【一泊一食】含早餐 花園客房 一大床 或 二小床,雄獅,DBL,恆春華泰瑞苑墾丁賓館,屏東縣恆春鎮公園路101號
6820,花園客房 大床 雙床,Trip,DBL,恆春華泰瑞苑墾丁賓館,屏東縣恆春鎮公園路101號
8470,"客房 (Garden) (1 child under 5Y can stay free)	 (免費早餐, 免費無線上網)(不可退費-不可免費取消)",Hotels,TRP,恆春華泰瑞苑墾丁賓館,屏東縣恆春鎮公園路101號
10560,花園景雙人或兩床房(Garden View Double or Twin Room) (含早餐與晚餐),agoda,DBL,恆春華泰瑞苑墾丁賓館,屏東縣恆春鎮公園路101號
10890,【一泊二食】含早餐+ 晚餐 花園客房 一大床 或 二小床(含早餐與晚餐),雄獅,DBL,恆春華泰瑞苑墾丁賓館,屏東縣恆春鎮公園路101號
14080,"客房 (Garden) (1 child under 5Y can stay free)	 (免費早餐, 免費無線上網)(不可退費-不可免費取消-一泊二食)(含早餐與晚餐)",Hotels,TRP,恆春華泰瑞苑墾丁賓館,屏東縣恆春鎮公園路101號
1200,經濟雙人間 - 無窗 - 不退款,Booking,DBL,墾丁鹿凱森旅店,No 78 Kending Rd
1512,經濟雙人房(無窗) 大床,Trip,DBL,墾丁鹿凱森旅店,No 78 Kending Rd
1599,"經濟雙人房, 1 張標準雙人床, 無窗戶",Expedia,DBL,墾丁鹿凱森旅店,No 78 Kending Rd
2000,經濟四人間（無窗） - 不退款,Booking,FOUR,墾丁鹿凱森旅店,No 78 Kending Rd
2101,經濟四人房(無窗) 雙床,Trip,FOUR,墾丁鹿凱森旅店,No 78 Kending Rd
2400,"經濟四人房, 2 張標準雙人床, 無窗戶",Expedia,FOUR,墾丁鹿凱森旅店,No 78 Kending Rd
2240,雙人間 - 不退款,Booking,DBL,墾丁雲起會館,屏東縣恆春鎮恆公路202號
2240,"奢華雙人房, 1 張特大雙人床 (免費早餐, 免費停車, 免費無線上網)(不可退費-不可免費取消-免費早餐)",Hotels,DBL,墾丁雲起會館,屏東縣恆春鎮恆公路202號
2240,"奢華雙人房, 1 張特大雙人床",Expedia,DBL,墾丁雲起會館,屏東縣恆春鎮恆公路202號
2879,"奢華四人房, 多張床",Expedia,FOUR,墾丁雲起會館,屏東縣恆春鎮恆公路202號
2880,四人間 - 不退款,Booking,FOUR,墾丁雲起會館,屏東縣恆春鎮恆公路202號
2880,"奢華四人房, 多張床 (免費早餐, 免費停車, 免費無線上網)(不可退費-不可免費取消-免費早餐)",Hotels,FOUR,墾丁雲起會館,屏東縣恆春鎮恆公路202號
3200,含早餐 威士忌雙人房 一大床,雄獅,DBL,墾丁雲起會館,屏東縣恆春鎮恆公路202號
4800,含早餐 葡萄酒四人房 二大床,雄獅,FOUR,墾丁雲起會館,屏東縣恆春鎮恆公路202號
4807,葡萄酒四人房 雙床,Trip,FOUR,墾丁雲起會館,屏東縣恆春鎮恆公路202號
3182,"標準雙床房 (免費早餐, 免費無線上網)-提前預訂優惠 45%(不可退費-不可免費取消)",Hotels,DBL,墾丁怡灣渡假酒店,屏東縣恆春鎮恆公路998號
3688,【住房含早餐】 菁英S2客房 二小床(105*200cm)*2,雄獅,DBL,墾丁怡灣渡假酒店,屏東縣恆春鎮恆公路998號
3787,"時尚套房 (免費早餐, 免費停車, 免費無線上網)-提前預訂優惠 45%(不可退費-不可免費取消-免費早餐)",Hotels,DBL,墾丁怡灣渡假酒店,屏東縣恆春鎮恆公路998號
