價錢,內容,商家,房型,旅館名稱,旅館地址
4000,101四人房(歡迎使用『國旅卡』消費，本站提供多種付款方式，刷卡消費不會加收海外刷卡手續費),四方通行,FOUR,馬祖美芹居民宿,連江縣北竿鄉芹壁村28之2號
1700,標准雙人間 - 單人用,Booking,SGL,馬祖芹壁德順號民宿-2館,連江縣北竿鄉芹壁村57號
2200,標准雙人間,Booking,DBL,馬祖芹壁德順號民宿-2館,連江縣北竿鄉芹壁村57號
2400,經濟雙人間 - 不退款,Booking,DBL,馬祖4青年民宿,連江縣南竿鄉仁愛村96號
2000,雙床間 - 不退款,Booking,DBL,馬祖芹壁山城民宿,連江縣北竿鄉芹壁村71號
2000,雙人套房(歡迎使用『國旅卡』消費，本站提供多種付款方式，刷卡消費不會加收海外刷卡手續費),四方通行,DBL,馬祖芹壁山城民宿,連江縣北竿鄉芹壁村71號
2700,三人套房(歡迎使用『國旅卡』消費，本站提供多種付款方式，刷卡消費不會加收海外刷卡手續費),四方通行,TRP,馬祖芹壁山城民宿,連江縣北竿鄉芹壁村71號
3000,三人間 - 不退款,Booking,TRP,馬祖芹壁山城民宿,連江縣北竿鄉芹壁村71號
3200,四人套房(歡迎使用『國旅卡』消費，本站提供多種付款方式，刷卡消費不會加收海外刷卡手續費),四方通行,FOUR,馬祖芹壁山城民宿,連江縣北竿鄉芹壁村71號
3600,四人間 - 不退款,Booking,FOUR,馬祖芹壁山城民宿,連江縣北竿鄉芹壁村71號
