價錢,內容,商家,房型,旅館名稱,旅館地址
2699,【含自助式早餐】 晶贊標準房 一大床/二小床,雄獅,DBL,淡水成旅晶贊飯店,25159台北縣淡水鎮中正東路2段91號
2699,"標準雙人房, 2 張單人床 (免費早餐, 免費無線上網)(不可退費-不可免費取消)",Hotels,DBL,淡水成旅晶贊飯店,25159台北縣淡水鎮中正東路2段91號
2699,晶贊標準房(兩小床)(歡迎使用『國旅卡』消費，本站提供多種付款方式，刷卡消費不會加收海外刷卡手續費),四方通行,DBL,淡水成旅晶贊飯店,25159台北縣淡水鎮中正東路2段91號
6000,【花遊春賞】加贈下午茶-草山雙人房(歡迎使用『國旅卡』消費，本站提供多種付款方式，刷卡消費不會加收海外刷卡手續費),四方通行,DBL,陽明山天籟渡假酒店,台北縣金山鄉重和村名流路1-7號
6374,雙人房,Expedia,DBL,陽明山天籟渡假酒店,台北縣金山鄉重和村名流路1-7號
3516,家庭房(Family Room) ,agoda,FOUR,淡水成旅晶贊飯店,25159台北縣淡水鎮中正東路2段91號
6375,西方雙人間 - 不退款,Booking,DBL,陽明山天籟渡假酒店,台北縣金山鄉重和村名流路1-7號
4199,家庭客房,Expedia,FOUR,淡水成旅晶贊飯店,25159台北縣淡水鎮中正東路2段91號
6375,"雙人房 (免費早餐, 免費停車, 免費無線上網)(不可退費-不可免費取消-雙人早餐)",Hotels,DBL,陽明山天籟渡假酒店,台北縣金山鄉重和村名流路1-7號
4200,家庭間（4位成人） - 不退款,Booking,FOUR,淡水成旅晶贊飯店,25159台北縣淡水鎮中正東路2段91號
7000,【花遊春賞】加贈下午茶-草山三人房(歡迎使用『國旅卡』消費，本站提供多種付款方式，刷卡消費不會加收海外刷卡手續費),四方通行,TRP,陽明山天籟渡假酒店,台北縣金山鄉重和村名流路1-7號
4200,【含自助式早餐】 晶贊家庭房 二大床/一大二小床,雄獅,FOUR,淡水成旅晶贊飯店,25159台北縣淡水鎮中正東路2段91號
4200,"家庭客房 (免費早餐, 免費停車, 免費無線上網)(不可退費-不可免費取消-自助早餐)",Hotels,FOUR,淡水成旅晶贊飯店,25159台北縣淡水鎮中正東路2段91號
4200,晶贊家庭房(歡迎使用『國旅卡』消費，本站提供多種付款方式，刷卡消費不會加收海外刷卡手續費),四方通行,FOUR,淡水成旅晶贊飯店,25159台北縣淡水鎮中正東路2段91號
7225,西方三人間 - 不退款,Booking,TRP,陽明山天籟渡假酒店,台北縣金山鄉重和村名流路1-7號
4200,晶贊家庭房,旅遊王,FOUR,淡水成旅晶贊飯店,25159台北縣淡水鎮中正東路2段91號
7225,"歐風三人房 (免費早餐, 免費停車, 免費無線上網)(不可退費-不可免費取消-全套早餐)",Hotels,TRP,陽明山天籟渡假酒店,台北縣金山鄉重和村名流路1-7號
7225,歐風三人房,Expedia,TRP,陽明山天籟渡假酒店,台北縣金山鄉重和村名流路1-7號
8000,【花遊春賞】加贈下午茶-草山四人房(歡迎使用『國旅卡』消費，本站提供多種付款方式，刷卡消費不會加收海外刷卡手續費),四方通行,FOUR,陽明山天籟渡假酒店,台北縣金山鄉重和村名流路1-7號
8075,西方四人間 - 不退款,Booking,FOUR,陽明山天籟渡假酒店,台北縣金山鄉重和村名流路1-7號
8075,"歐風四人房 (免費早餐, 免費停車, 免費無線上網)(不可退費-不可免費取消-全套早餐)",Hotels,FOUR,陽明山天籟渡假酒店,台北縣金山鄉重和村名流路1-7號
8075,歐風四人房,Expedia,FOUR,陽明山天籟渡假酒店,台北縣金山鄉重和村名流路1-7號
3898,標準雙人房(Standard Double Room) ,agoda,DBL,烏來璞石麗緻溫泉會館,台北縣烏來鄉忠治村堰堤路61號
4499,悅景客房,Expedia,DBL,烏來璞石麗緻溫泉會館,台北縣烏來鄉忠治村堰堤路61號
4500,標准雙人間,Booking,DBL,烏來璞石麗緻溫泉會館,台北縣烏來鄉忠治村堰堤路61號
4500,【雄獅春季線上旅展】 悅景客房 一大床,雄獅,DBL,烏來璞石麗緻溫泉會館,台北縣烏來鄉忠治村堰堤路61號
4500,"悅景客房 (免費停車, 免費無線上網)(可退費-可免費取消)",Hotels,DBL,烏來璞石麗緻溫泉會館,台北縣烏來鄉忠治村堰堤路61號
5336,標準雙人房(Standard Double Room) (含早餐與晚餐),agoda,DBL,烏來璞石麗緻溫泉會館,台北縣烏來鄉忠治村堰堤路61號
5720,標准雙人間 - 不退款,Booking,DBL,烏來璞石麗緻溫泉會館,台北縣烏來鄉忠治村堰堤路61號
5720,♫ 夏‧Pause住房專案 ♫ 悅景客房 一大床,雄獅,DBL,烏來璞石麗緻溫泉會館,台北縣烏來鄉忠治村堰堤路61號
5720,"悅景客房 (免費早餐, 免費停車, 免費無線上網)(可退費-可免費取消-自助早餐)",Hotels,DBL,烏來璞石麗緻溫泉會館,台北縣烏來鄉忠治村堰堤路61號
5720,♫ 夏‧Pause住房專案 ♫／悅景客房,旅遊王,DBL,烏來璞石麗緻溫泉會館,台北縣烏來鄉忠治村堰堤路61號
5778,悅景客房 大床,Trip,DBL,烏來璞石麗緻溫泉會館,台北縣烏來鄉忠治村堰堤路61號
6160,標准雙人間(含早餐與晚餐),Booking,DBL,烏來璞石麗緻溫泉會館,台北縣烏來鄉忠治村堰堤路61號
6160,☀ 沐夏住房專案 ☀ 悅景客房 一大床(含早餐與晚餐),雄獅,DBL,烏來璞石麗緻溫泉會館,台北縣烏來鄉忠治村堰堤路61號
6160,"悅景客房 (免費早餐, 免費無線上網)(可退費-可免費取消-自助早餐-一泊二食)(含早餐與晚餐)",Hotels,DBL,烏來璞石麗緻溫泉會館,台北縣烏來鄉忠治村堰堤路61號
6160,悅景客房(含早餐與晚餐),Expedia,DBL,烏來璞石麗緻溫泉會館,台北縣烏來鄉忠治村堰堤路61號
9884,觀雲套房,Expedia,TRP,烏來璞石麗緻溫泉會館,台北縣烏來鄉忠治村堰堤路61號
11588,觀雲套房(含早餐與晚餐),Expedia,TRP,烏來璞石麗緻溫泉會館,台北縣烏來鄉忠治村堰堤路61號
4699,【雄獅春季線上旅展】 雙人客房 1大床 或 2小床,雄獅,DBL,新北三峽大板根森林溫泉渡假村,新北市三峽區插角里80號
4900,標準房(兩床)(Standard Twin - Resort Building) ,agoda,DBL,新北三峽大板根森林溫泉渡假村,新北市三峽區插角里80號
4900,板根雙人房，兩小床,Expedia,DBL,新北三峽大板根森林溫泉渡假村,新北市三峽區插角里80號
5250,標准雙人間,Booking,DBL,新北三峽大板根森林溫泉渡假村,新北市三峽區插角里80號
5250,"板根雙人房，兩小床 (免費早餐, 免費無線上網)(可退費-不可免費取消)",Hotels,DBL,新北三峽大板根森林溫泉渡假村,新北市三峽區插角里80號
5299,【雄獅春季線上旅展】 三人客房 ,雄獅,TRP,新北三峽大板根森林溫泉渡假村,新北市三峽區插角里80號
5899,【雄獅春季線上旅展】 四人客房 2小床+2床墊,雄獅,FOUR,新北三峽大板根森林溫泉渡假村,新北市三峽區插角里80號
6299,板根四人房，兩小床與兩日式床墊,Expedia,FOUR,新北三峽大板根森林溫泉渡假村,新北市三峽區插角里80號
6300,度假村套房(Resort Suite) ,agoda,FOUR,新北三峽大板根森林溫泉渡假村,新北市三峽區插角里80號
6600,【春遊趣】一泊二食 雙人客房 1大床 或 2小床(含早餐與晚餐),雄獅,DBL,新北三峽大板根森林溫泉渡假村,新北市三峽區插角里80號
6750,標准四人間,Booking,FOUR,新北三峽大板根森林溫泉渡假村,新北市三峽區插角里80號
6750,"板根四人房，兩小床與兩日式床墊 (免費早餐, 免費無線上網)(可退費-不可免費取消-自助早餐)",Hotels,FOUR,新北三峽大板根森林溫泉渡假村,新北市三峽區插角里80號
7000,家庭房 - 可住5人(Family 5 Persons) ,agoda,QUD,新北三峽大板根森林溫泉渡假村,新北市三峽區插角里80號
7400,【一般住房專案】 五人客房 3小床+2床墊,雄獅,QUD,新北三峽大板根森林溫泉渡假村,新北市三峽區插角里80號
7500,家庭小型套房,Booking,QUD,新北三峽大板根森林溫泉渡假村,新北市三峽區插角里80號
9240,【春遊趣】一泊二食 四人客房 2小床+2床墊(含早餐與晚餐),雄獅,FOUR,新北三峽大板根森林溫泉渡假村,新北市三峽區插角里80號
3600,【雄獅春季線上旅展】加一床免費 豪華客房-一大床 一大床,雄獅,DBL,中和福朋喜來登飯店,新北市中和區中正路631號2樓
3600,【雄獅春季線上旅展】加一床免費 豪華客房一大床 一大床,雄獅,DBL,中和福朋喜來登飯店,新北市中和區中正路631號2樓
4620,高級雙床間 - 單人用 - 不退款,Booking,SGL,中和福朋喜來登飯店,新北市中和區中正路631號2樓
4620,高級雙床間 - 不退款,Booking,DBL,中和福朋喜來登飯店,新北市中和區中正路631號2樓
4620,高級房(兩床)(Superior Twin) ,agoda,DBL,中和福朋喜來登飯店,新北市中和區中正路631號2樓
4620,"高級雙床房 (5th to 8th Floor) (免費停車, 免費無線上網)(不可退費-不可免費取消)",Hotels,DBL,中和福朋喜來登飯店,新北市中和區中正路631號2樓
4750,精致客房 雙床,Trip,DBL,中和福朋喜來登飯店,新北市中和區中正路631號2樓
5429,"高級雙床房 (5th to 8th Floor) (免費早餐, 免費停車, 免費無線上網)(可退費-可免費取消-免費早餐)",Hotels,DBL,中和福朋喜來登飯店,新北市中和區中正路631號2樓
1380,單人間 - 帶私人浴室 - 免費取消,Booking,SGL,九份A-HOME民宿,新北市瑞芳區崙頂路55號
2280,雙人間 - 帶私人浴室 - 免費取消,Booking,DBL,九份A-HOME民宿,新北市瑞芳區崙頂路55號
2800,『生日快樂•寵愛壽星促銷專案』平日3人成行只要2800元起-澗賞亭(歡迎使用『國旅卡』消費，本站提供多種付款方式，刷卡消費不會加收海外刷卡手續費),四方通行,TRP,九份A-HOME民宿,新北市瑞芳區崙頂路55號
2800,壽星及蜜月假期／風旅閣,旅遊王,TRP,九份A-HOME民宿,新北市瑞芳區崙頂路55號
3280,小木屋 - 免費取消,Booking,TRP,九份A-HOME民宿,新北市瑞芳區崙頂路55號
6000,海景雙人間 - 帶陽台 - 不退款,Booking,DBL,瑞芳水湳洞 Ample Villa,新北市瑞芳區洞頂路155之9號
10000,海景別墅 - 不退款,Booking,TRP,瑞芳水湳洞 Ample Villa,新北市瑞芳區洞頂路155之9號
2121,水鳥標準雙人房 雙床,Trip,DBL,淡水承億文旅-淡水吹風,新北市淡水區沙崙路27號
2160,2018 續住專案-三日 水鳥標準 二小床/一大床,雄獅,DBL,淡水承億文旅-淡水吹風,新北市淡水區沙崙路27號
2198,"標準客房, 1 張加大雙人床",Expedia,DBL,淡水承億文旅-淡水吹風,新北市淡水區沙崙路27號
2198,"水鳥雙人房, 兩張單人床",Expedia,DBL,淡水承億文旅-淡水吹風,新北市淡水區沙崙路27號
2199,經濟雙床間 - 不退款,Booking,DBL,淡水承億文旅-淡水吹風,新北市淡水區沙崙路27號
2199,標準房(兩床)(Standard Twin) ,agoda,DBL,淡水承億文旅-淡水吹風,新北市淡水區沙崙路27號
2199,不吃早餐，感覺今天好顯瘦 水鳥標準 二小床/一大床,雄獅,DBL,淡水承億文旅-淡水吹風,新北市淡水區沙崙路27號
2199,"水鳥雙人房, 兩張單人床 (免費無線上網)(不可退費-不可免費取消)",Hotels,DBL,淡水承億文旅-淡水吹風,新北市淡水區沙崙路27號
2199,不吃早餐，感覺今天好顯瘦／水鳥標準二小床/一大床,旅遊王,DBL,淡水承億文旅-淡水吹風,新北市淡水區沙崙路27號
2565,"水鳥雙人房, 兩張單人床 (免費早餐, 免費無線上網)-省 5%(不可退費-不可免費取消-自助早餐)",Hotels,DBL,淡水承億文旅-淡水吹風,新北市淡水區沙崙路27號
2565,夢想在路上／水鳥標準二小床/一大床,旅遊王,DBL,淡水承億文旅-淡水吹風,新北市淡水區沙崙路27號
3024,家庭房(Family) ,agoda,FOUR,淡水承億文旅-淡水吹風,新北市淡水區沙崙路27號
3334,家庭四人房 雙床,Trip,TRP,淡水承億文旅-淡水吹風,新北市淡水區沙崙路27號
3555,2018 續住專案-三日 歡樂家庭房 兩大床/一大一小床,雄獅,TRP,淡水承億文旅-淡水吹風,新北市淡水區沙崙路27號
3798,家庭標準客房,Expedia,FOUR,淡水承億文旅-淡水吹風,新北市淡水區沙崙路27號
3799,豪華雙床間 - 不退款,Booking,FOUR,淡水承億文旅-淡水吹風,新北市淡水區沙崙路27號
3799,不吃早餐，感覺今天好顯瘦 歡樂家庭房 兩大床/一大一小床,雄獅,TRP,淡水承億文旅-淡水吹風,新北市淡水區沙崙路27號
3799,家庭標準客房 (免費無線上網)(不可退費-不可免費取消),Hotels,FOUR,淡水承億文旅-淡水吹風,新北市淡水區沙崙路27號
3799,不吃早餐，感覺今天好顯瘦／歡樂家庭房,旅遊王,FOUR,淡水承億文旅-淡水吹風,新北市淡水區沙崙路27號
4185,"家庭標準客房 (免費早餐, 免費無線上網)-省 7%(不可退費-不可免費取消-免費早餐)",Hotels,FOUR,淡水承億文旅-淡水吹風,新北市淡水區沙崙路27號
4185,夢想在路上／歡樂家庭房,旅遊王,FOUR,淡水承億文旅-淡水吹風,新北市淡水區沙崙路27號
5435,左岸家庭房(漫游寶島) 雙床,Trip,FOUR,淡水承億文旅-淡水吹風,新北市淡水區沙崙路27號
2296,"標準雙人房, 1 間臥室",Expedia,DBL,蘆洲成旅晶贊飯店,新北市蘆洲區中山一路8號6樓及8-15樓
2297,標準雙人房(Standard Double) ,agoda,DBL,蘆洲成旅晶贊飯店,新北市蘆洲區中山一路8號6樓及8-15樓
2445,標准雙人間 - 不退款,Booking,DBL,蘆洲成旅晶贊飯店,新北市蘆洲區中山一路8號6樓及8-15樓
2445,"標準雙人房, 1 間臥室 (免費無線上網)(不可退費-不可免費取消)",Hotels,DBL,蘆洲成旅晶贊飯店,新北市蘆洲區中山一路8號6樓及8-15樓
2445,晶贊標準房 大床,Trip,DBL,蘆洲成旅晶贊飯店,新北市蘆洲區中山一路8號6樓及8-15樓
2545,晶贊標準房(歡迎使用『國旅卡』消費，本站提供多種付款方式，刷卡消費不會加收海外刷卡手續費),四方通行,DBL,蘆洲成旅晶贊飯店,新北市蘆洲區中山一路8號6樓及8-15樓
2574,"標準雙人房, 1 間臥室 (免費早餐, 免費無線上網)-提前預訂優惠 10%(不可退費-不可免費取消-自助早餐)",Hotels,DBL,蘆洲成旅晶贊飯店,新北市蘆洲區中山一路8號6樓及8-15樓
3120,【網路訂房】 晶贊標準房 一大床,雄獅,DBL,蘆洲成旅晶贊飯店,新北市蘆洲區中山一路8號6樓及8-15樓
3120,晶贊標準房,旅遊王,DBL,蘆洲成旅晶贊飯店,新北市蘆洲區中山一路8號6樓及8-15樓
4081,家庭房(Family Room) ,agoda,FOUR,蘆洲成旅晶贊飯店,新北市蘆洲區中山一路8號6樓及8-15樓
4192,"家庭客房, 2 張標準雙人床",Expedia,FOUR,蘆洲成旅晶贊飯店,新北市蘆洲區中山一路8號6樓及8-15樓
4219,晶贊家庭房(不可取消) 雙床,Trip,FOUR,蘆洲成旅晶贊飯店,新北市蘆洲區中山一路8號6樓及8-15樓
4463,家庭間 - 不退款,Booking,FOUR,蘆洲成旅晶贊飯店,新北市蘆洲區中山一路8號6樓及8-15樓
4463,"家庭客房, 2 張標準雙人床 (免費無線上網)(不可退費-不可免費取消)",Hotels,FOUR,蘆洲成旅晶贊飯店,新北市蘆洲區中山一路8號6樓及8-15樓
4646,晶贊家庭房(歡迎使用『國旅卡』消費，本站提供多種付款方式，刷卡消費不會加收海外刷卡手續費),四方通行,FOUR,蘆洲成旅晶贊飯店,新北市蘆洲區中山一路8號6樓及8-15樓
4698,"家庭客房, 2 張標準雙人床 (免費早餐, 免費無線上網)-提前預訂優惠 10%(不可退費-不可免費取消-自助早餐)",Hotels,FOUR,蘆洲成旅晶贊飯店,新北市蘆洲區中山一路8號6樓及8-15樓
4860,【網路訂房】 晶贊家庭房 2大床,雄獅,FOUR,蘆洲成旅晶贊飯店,新北市蘆洲區中山一路8號6樓及8-15樓
4860,晶贊家庭房,旅遊王,FOUR,蘆洲成旅晶贊飯店,新北市蘆洲區中山一路8號6樓及8-15樓
4867,晶贊家庭浴缸房 雙床,Trip,FOUR,蘆洲成旅晶贊飯店,新北市蘆洲區中山一路8號6樓及8-15樓
6578,Twin Superior(Twin Superior) ,agoda,DBL,淡水漁人碼頭福容大飯店,新北市淡水區觀海路83號
7747,家庭房 B - 可住2人(Family B (2 Adults)) ,agoda,DBL,淡水漁人碼頭福容大飯店,新北市淡水區觀海路83號
2180,雙人間 - 帶Spa浴缸 - 免費取消,Booking,DBL,新北淡水富悅渡假休閒旅館,新北市淡水區淡海路171號
2180,經典雙人房(歡迎使用『國旅卡』消費，本站提供多種付款方式，刷卡消費不會加收海外刷卡手續費),四方通行,DBL,新北淡水富悅渡假休閒旅館,新北市淡水區淡海路171號
2878,家庭套房 雙床,Trip,FOUR,新北淡水富悅渡假休閒旅館,新北市淡水區淡海路171號
2980,家庭間 - 帶浴缸 - 免費取消,Booking,FOUR,新北淡水富悅渡假休閒旅館,新北市淡水區淡海路171號
2980,經典家庭四人房(歡迎使用『國旅卡』消費，本站提供多種付款方式，刷卡消費不會加收海外刷卡手續費),四方通行,FOUR,新北淡水富悅渡假休閒旅館,新北市淡水區淡海路171號
1970,標准單人間 - 單人用 - 不退款,Booking,SGL,九份九重町客棧,新北市瑞芳區基山街29號
2375,標準單人套房 單人床,Trip,DBL,九份九重町客棧,新北市瑞芳區基山街29號
2408,標準單人房(Standard Single) ,agoda,DBL,九份九重町客棧,新北市瑞芳區基山街29號
2470,標准單人間 - 不退款,Booking,DBL,九份九重町客棧,新北市瑞芳區基山街29號
2700,Standard double,AsiaYo,DBL,九份九重町客棧,新北市瑞芳區基山街29號
3468,雙人房(Double) ,agoda,TRP,九份九重町客棧,新北市瑞芳區基山街29號
3600,標准雙人或雙床間 - 不退款,Booking,TRP,九份九重町客棧,新北市瑞芳區基山街29號
4046,標準房(兩床)(Standard Twin (2 Beds)) ,agoda,FOUR,九份九重町客棧,新北市瑞芳區基山街29號
320,男女混合宿舍(膠囊房)(Capsule Mixed Dormitory) ,agoda,SGL,新北台北橋黑熊好眠站旅店,新北市三重區重新路2段1號8樓
330,混合宿舍間的1張床位 - 不退款,Booking,SGL,新北台北橋黑熊好眠站旅店,新北市三重區重新路2段1號8樓
344,[男女混合宿舍]膠囊房,Expedia,SGL,新北台北橋黑熊好眠站旅店,新北市三重區重新路2段1號8樓
350,【國旅卡】住房優惠／混合床位,旅遊王,QUD,新北台北橋黑熊好眠站旅店,新北市三重區重新路2段1號8樓
895,2間膠囊房 - 男女混合(2 Capsules - Mixed) ,agoda,DBL,新北台北橋黑熊好眠站旅店,新北市三重區重新路2段1號8樓
900,"共用宿舍, 僅限女士 (免費無線上網)-省 40%(不可退費-不可免費取消)",Hotels,DBL,新北台北橋黑熊好眠站旅店,新北市三重區重新路2段1號8樓
900,"共用宿舍, 僅限女士",Expedia,DBL,新北台北橋黑熊好眠站旅店,新北市三重區重新路2段1號8樓
1600,熊與2018FIFA世足有約／4人混和宿舍,旅遊王,FOUR,新北台北橋黑熊好眠站旅店,新北市三重區重新路2段1號8樓
2798,"八人共用宿舍, 男女混合",Expedia,QUD,新北台北橋黑熊好眠站旅店,新北市三重區重新路2段1號8樓
2853,海景豪華房(雙人床或兩床)(Deluxe Double or Twin Room with Sea View) ,agoda,DBL,新北萬里翡翠灣福華渡假飯店,新北市萬里區翡翠路17號
3080,【國人優惠】 海景2人房 ,雄獅,DBL,新北萬里翡翠灣福華渡假飯店,新北市萬里區翡翠路17號
3080,海景雙人房,旅遊王,DBL,新北萬里翡翠灣福華渡假飯店,新北市萬里區翡翠路17號
3359,"標準客房, 私人浴室, 海灘景觀 - Standard with breakfast (免費早餐, 免費無線上網)(不可退費-不可免費取消-全套早餐)",Hotels,DBL,新北萬里翡翠灣福華渡假飯店,新北市萬里區翡翠路17號
3359,"標準客房, 私人浴室, 海灘景觀",Expedia,DBL,新北萬里翡翠灣福華渡假飯店,新北市萬里區翡翠路17號
3410,海景豪華三人房(Deluxe Triple Sea View) ,agoda,TRP,新北萬里翡翠灣福華渡假飯店,新北市萬里區翡翠路17號
3673,海景豪華家庭房(Deluxe Family Room Ocean View) ,agoda,FOUR,新北萬里翡翠灣福華渡假飯店,新北市萬里區翡翠路17號
3960,【國人優惠】 海景3人房 二中床,雄獅,TRP,新北萬里翡翠灣福華渡假飯店,新北市萬里區翡翠路17號
4290,海景三人房,旅遊王,TRP,新北萬里翡翠灣福華渡假飯店,新北市萬里區翡翠路17號
4319,"三人房, 海景 (免費早餐, 免費無線上網)(不可退費-不可免費取消-全套早餐)",Hotels,TRP,新北萬里翡翠灣福華渡假飯店,新北市萬里區翡翠路17號
4319,"三人房, 海景",Expedia,TRP,新北萬里翡翠灣福華渡假飯店,新北市萬里區翡翠路17號
4510,【國人優惠】 海景4人房 二中床,雄獅,FOUR,新北萬里翡翠灣福華渡假飯店,新北市萬里區翡翠路17號
4840,海景四人房,旅遊王,FOUR,新北萬里翡翠灣福華渡假飯店,新北市萬里區翡翠路17號
4918,"四人房, 海景",Expedia,FOUR,新北萬里翡翠灣福華渡假飯店,新北市萬里區翡翠路17號
4919,"四人房, 海景 (免費早餐, 免費無線上網)(不可退費-不可免費取消-全套早餐)",Hotels,FOUR,新北萬里翡翠灣福華渡假飯店,新北市萬里區翡翠路17號
4666,豪華雙床房,Expedia,DBL,板橋凱撒大飯店,新北市板橋區縣民大道二段8號
4667,豪華雙人間  - 不退款,Booking,DBL,板橋凱撒大飯店,新北市板橋區縣民大道二段8號
4667,豪華雙床房 (免費無線上網)-現訂現省！(不可退費-不可免費取消),Hotels,DBL,板橋凱撒大飯店,新北市板橋區縣民大道二段8號
4699,Summer早享樂-豪華客房（二小床）(歡迎使用『國旅卡』消費，本站提供多種付款方式，刷卡消費不會加收海外刷卡手續費),四方通行,DBL,板橋凱撒大飯店,新北市板橋區縣民大道二段8號
5199,Summer早享樂-當代三人房（三小床）(歡迎使用『國旅卡』消費，本站提供多種付款方式，刷卡消費不會加收海外刷卡手續費),四方通行,TRP,板橋凱撒大飯店,新北市板橋區縣民大道二段8號
5221,"豪華雙人房 (免費早餐, 免費無線上網)-現訂現省！(不可退費-不可免費取消-免費早餐)",Hotels,DBL,板橋凱撒大飯店,新北市板橋區縣民大道二段8號
5999,【小手牽大手】親子出遊趣∼4人成行$5999起-經典家庭房（二大床）(歡迎使用『國旅卡』消費，本站提供多種付款方式，刷卡消費不會加收海外刷卡手續費),四方通行,FOUR,板橋凱撒大飯店,新北市板橋區縣民大道二段8號
6275,當代三人房,Expedia,TRP,板橋凱撒大飯店,新北市板橋區縣民大道二段8號
6276,豪華三人間 - 不退款,Booking,TRP,板橋凱撒大飯店,新北市板橋區縣民大道二段8號
6276,當代三人房 (免費無線上網)-現訂現省！(不可退費-不可免費取消),Hotels,TRP,板橋凱撒大飯店,新北市板橋區縣民大道二段8號
6722,家庭四人房,Expedia,FOUR,板橋凱撒大飯店,新北市板橋區縣民大道二段8號
6723,豪華四人間 - 不退款,Booking,FOUR,板橋凱撒大飯店,新北市板橋區縣民大道二段8號
6723,家庭四人房 (免費無線上網)-現訂現省！(不可退費-不可免費取消),Hotels,FOUR,板橋凱撒大飯店,新北市板橋區縣民大道二段8號
1880,標准雙人間 - 不退款,Booking,DBL,淡水這一站幸福民宿,新北市淡水區水源街一段149號
