價錢,內容,商家,房型,旅館名稱,旅館地址
1100,【含早餐】 女生專屬背包房-雙人床位 上下舖,雄獅,DBL,花蓮洄瀾窩國際青年旅舍,花蓮縣花蓮市國聯一路83號
1488,雙人套房 大床,Trip,DBL,花蓮洄瀾窩國際青年旅舍,花蓮縣花蓮市國聯一路83號
2676,四人豪華套房 雙床,Trip,FOUR,花蓮洄瀾窩國際青年旅舍,花蓮縣花蓮市國聯一路83號
2734,"四人豪華套房, 附浴缸",Expedia,FOUR,花蓮洄瀾窩國際青年旅舍,花蓮縣花蓮市國聯一路83號
2735,豪華四人間帶浴缸 - 不退款,Booking,FOUR,花蓮洄瀾窩國際青年旅舍,花蓮縣花蓮市國聯一路83號
2735,"四人豪華套房, 附浴缸 (免費早餐, 免費無線上網)(不可退費-不可免費取消-免費早餐)",Hotels,FOUR,花蓮洄瀾窩國際青年旅舍,花蓮縣花蓮市國聯一路83號
3200,【含早餐】 豪華四人套房 兩大床,雄獅,FOUR,花蓮洄瀾窩國際青年旅舍,花蓮縣花蓮市國聯一路83號
4574,山景高級房(兩床)(Superior Mountain View Twin Bed) ,agoda,DBL,花蓮遠雄悅來大飯店,花蓮縣壽豐鄉鹽寮村山嶺18號
4599,【寶貝親子一起FUN】享兒童免費 精緻山側雙人房 一大床或兩小床,雄獅,DBL,花蓮遠雄悅來大飯店,花蓮縣壽豐鄉鹽寮村山嶺18號
4752,高級雙床間-山景 - 不退款,Booking,DBL,花蓮遠雄悅來大飯店,花蓮縣壽豐鄉鹽寮村山嶺18號
6480,山景四人間 - 不退款,Booking,FOUR,花蓮遠雄悅來大飯店,花蓮縣壽豐鄉鹽寮村山嶺18號
6499,【寶貝親子一起FUN】享兒童免費 悅來山側四人房 二中床(150cm*200cm),雄獅,FOUR,花蓮遠雄悅來大飯店,花蓮縣壽豐鄉鹽寮村山嶺18號
6757,海景四人房 - 附早餐(Ocean View Quad With Breakfast) ,agoda,FOUR,花蓮遠雄悅來大飯店,花蓮縣壽豐鄉鹽寮村山嶺18號
7200,【魚我同行】一泊二食+門票 精緻山側雙人房 一大床或兩小床(含早餐與晚餐),雄獅,DBL,花蓮遠雄悅來大飯店,花蓮縣壽豐鄉鹽寮村山嶺18號
11600,【魚我同行】一泊二食+門票 悅來山側四人房 二中床(150cm*200cm)(含早餐與晚餐),雄獅,FOUR,花蓮遠雄悅來大飯店,花蓮縣壽豐鄉鹽寮村山嶺18號
2200,【五告緊張★55折限時促銷】3天2夜 送滋養乳液 豪華雙人房 一大床／二小床,雄獅,DBL,花蓮美侖大飯店,花蓮縣花蓮市林園1之1號
2836,高級房(兩床)(Superior Twin) ,agoda,DBL,花蓮美侖大飯店,花蓮縣花蓮市林園1之1號
3499,高級客房,Expedia,DBL,花蓮美侖大飯店,花蓮縣花蓮市林園1之1號
3500,"高級客房 (免費早餐, 免費停車, 免費無線上網)(可退費-可免費取消-自助早餐)",Hotels,DBL,花蓮美侖大飯店,花蓮縣花蓮市林園1之1號
3600,【春季美食★一泊二食】 精緻雙人房 一大床／二小床(含早餐與晚餐),雄獅,DBL,花蓮美侖大飯店,花蓮縣花蓮市林園1之1號
4221,家庭房(Family Room) ,agoda,FOUR,花蓮美侖大飯店,花蓮縣花蓮市林園1之1號
4800,【純房含早餐】 精緻家庭房(4人入住) 兩中床,雄獅,FOUR,花蓮美侖大飯店,花蓮縣花蓮市林園1之1號
5600,【春季美食★一泊二食】 精緻家庭房(4人入住) 兩中床(含早餐與晚餐),雄獅,FOUR,花蓮美侖大飯店,花蓮縣花蓮市林園1之1號
5600,"高級客房, 2 張雙人床 (免費早餐, 免費停車, 免費無線上網)(可退費-可免費取消-免費早餐)",Hotels,FOUR,花蓮美侖大飯店,花蓮縣花蓮市林園1之1號
5600,"高級客房, 2 張雙人床",Expedia,FOUR,花蓮美侖大飯店,花蓮縣花蓮市林園1之1號
450,8床混合宿舍間的1張床位 - 不退款,Booking,SGL,花蓮密絲朵民宿,花蓮縣花蓮市國民八街104之1號
450,【1張床位】8人宿舍 - 有空調/男女混合(1 Person in 8-Bed Dormitory with Air Conditioning - Mixed) ,agoda,SGL,花蓮密絲朵民宿,花蓮縣花蓮市國民八街104之1號
450,8人背包客房,AsiaYo,SGL,花蓮密絲朵民宿,花蓮縣花蓮市國民八街104之1號
1200,標准大號床間 - 不退款,Booking,DBL,花蓮密絲朵民宿,花蓮縣花蓮市國民八街104之1號
1200,雙人套房（無窗）,AsiaYo,DBL,花蓮密絲朵民宿,花蓮縣花蓮市國民八街104之1號
1238,市景標準雙人房(Standard Double Room with City View) ,agoda,DBL,花蓮密絲朵民宿,花蓮縣花蓮市國民八街104之1號
1488,和室雙人房 大床,Trip,DBL,花蓮密絲朵民宿,花蓮縣花蓮市國民八街104之1號
2000,四人套房,AsiaYo,FOUR,花蓮密絲朵民宿,花蓮縣花蓮市國民八街104之1號
2060,四人房 - 有陽台(Quadruple Room with Balcony) ,agoda,FOUR,花蓮密絲朵民宿,花蓮縣花蓮市國民八街104之1號
2200,標准大號床間 - 帶兩張大號床 - 不退款,Booking,FOUR,花蓮密絲朵民宿,花蓮縣花蓮市國民八街104之1號
2378,四人套房 雙床,Trip,FOUR,花蓮密絲朵民宿,花蓮縣花蓮市國民八街104之1號
3763,日式雙人房(Japanese Double) ,agoda,DBL,花蓮密絲朵民宿,花蓮縣花蓮市國民八街104之1號
6535,四人房(Quad Room) ,agoda,FOUR,花蓮密絲朵民宿,花蓮縣花蓮市國民八街104之1號
12000,五臥室客房 - 不退款,Booking,QUD,花蓮密絲朵民宿,花蓮縣花蓮市國民八街104之1號
2292,高級雙人房(Superior Double Room) ,agoda,DBL,花蓮捷絲旅-中正館,花蓮縣花蓮市中正路396號
2380,高級雙人房,Expedia,DBL,花蓮捷絲旅-中正館,花蓮縣花蓮市中正路396號
2500,"高級雙人房 (免費早餐, 免費停車, 免費無線上網)(不可退費-不可免費取消-免費早餐)",Hotels,DBL,花蓮捷絲旅-中正館,花蓮縣花蓮市中正路396號
2500,精緻客房(歡迎使用『國旅卡』消費，本站提供多種付款方式，刷卡消費不會加收海外刷卡手續費),四方通行,DBL,花蓮捷絲旅-中正館,花蓮縣花蓮市中正路396號
2799,【鯨喜海洋園】賞鯨/海洋公園 2擇1 精緻客房(2人入住) 一大床,雄獅,DBL,花蓮捷絲旅-中正館,花蓮縣花蓮市中正路396號
3112,精致家庭三人房 床型未知,Trip,TRP,花蓮捷絲旅-中正館,花蓮縣花蓮市中正路396號
3499,高級三人房,Expedia,TRP,花蓮捷絲旅-中正館,花蓮縣花蓮市中正路396號
3500,"高級三人房 (免費早餐, 免費停車, 免費無線上網)(不可退費-不可免費取消-免費早餐)",Hotels,TRP,花蓮捷絲旅-中正館,花蓮縣花蓮市中正路396號
3500,精緻三人房(歡迎使用『國旅卡』消費，本站提供多種付款方式，刷卡消費不會加收海外刷卡手續費),四方通行,TRP,花蓮捷絲旅-中正館,花蓮縣花蓮市中正路396號
3699,【鯨喜海洋園】賞鯨/海洋公園 2擇1 精緻家庭房(3人入住) 一大床一小床,雄獅,TRP,花蓮捷絲旅-中正館,花蓮縣花蓮市中正路396號
4045,豪華四人房(Deluxe Quad Room) ,agoda,FOUR,花蓮捷絲旅-中正館,花蓮縣花蓮市中正路396號
4200,"四人房 (免費早餐, 免費停車, 免費無線上網)(不可退費-不可免費取消-免費早餐)",Hotels,FOUR,花蓮捷絲旅-中正館,花蓮縣花蓮市中正路396號
4200,豪華四人房(歡迎使用『國旅卡』消費，本站提供多種付款方式，刷卡消費不會加收海外刷卡手續費),四方通行,FOUR,花蓮捷絲旅-中正館,花蓮縣花蓮市中正路396號
4588,【鯨喜海洋園】賞鯨/海洋公園 2擇1 豪華四人房 二大床,雄獅,FOUR,花蓮捷絲旅-中正館,花蓮縣花蓮市中正路396號
2450,【心旅行】持票根享優惠 精緻客房(市景) 一大床/兩小床,雄獅,DBL,花蓮福容大飯店,花蓮市民生路（海岸路）51號
2860,2018環保綠生活住房專案 精緻客房(市景) 一大床/兩小床,雄獅,DBL,花蓮福容大飯店,花蓮市民生路（海岸路）51號
2860,2018環保綠生活住房專案／市景客房,旅遊王,DBL,花蓮福容大飯店,花蓮市民生路（海岸路）51號
2899,海景客房 (免費無線上網)(不可退費-不可免費取消),Hotels,DBL,花蓮福容大飯店,花蓮市民生路（海岸路）51號
2899,海景客房,Expedia,DBL,花蓮福容大飯店,花蓮市民生路（海岸路）51號
3146,海景雙人或雙床間 - 不退款,Booking,DBL,花蓮福容大飯店,花蓮市民生路（海岸路）51號
3850,2018寵愛毛小孩住房專案／海景客房,旅遊王,DBL,花蓮福容大飯店,花蓮市民生路（海岸路）51號
3899,【心旅行】一泊二食 持票根享優惠 精緻客房(市景) 一大床/兩小床(含早餐與晚餐),雄獅,DBL,花蓮福容大飯店,花蓮市民生路（海岸路）51號
3960,2018環保綠生活住房專案 家庭客房4人房(市景) ,雄獅,FOUR,花蓮福容大飯店,花蓮市民生路（海岸路）51號
3960,2018環保綠生活住房專案／市景家庭客房,旅遊王,FOUR,花蓮福容大飯店,花蓮市民生路（海岸路）51號
4299,【心旅行】持票根享優惠 家庭客房4人房(市景) ,雄獅,FOUR,花蓮福容大飯店,花蓮市民生路（海岸路）51號
4586,海景高級房(兩床)(Superior Twin Ocean View) ,agoda,DBL,花蓮福容大飯店,花蓮市民生路（海岸路）51號
4840,"海景客房 - Breakfast included (免費早餐, 免費停車, 免費無線上網)(不可退費-不可免費取消-自助早餐)",Hotels,DBL,花蓮福容大飯店,花蓮市民生路（海岸路）51號
5346,107年福容假期一泊一食專案／市景家庭客房,旅遊王,FOUR,花蓮福容大飯店,花蓮市民生路（海岸路）51號
6799,【心旅行】一泊二食 持票根享優惠 家庭客房4人房(市景) (含早餐與晚餐),雄獅,FOUR,花蓮福容大飯店,花蓮市民生路（海岸路）51號
1600,雙床間 - 帶露台,Booking,DBL,花蓮蘭苑民宿,花蓮縣吉安鄉南海三街2巷6號
1600,浪漫雙人套房,AsiaYo,DBL,花蓮蘭苑民宿,花蓮縣吉安鄉南海三街2巷6號
1850,四人間 - 帶陽台,Booking,FOUR,花蓮蘭苑民宿,花蓮縣吉安鄉南海三街2巷6號
1850,豪華四人套房,AsiaYo,FOUR,花蓮蘭苑民宿,花蓮縣吉安鄉南海三街2巷6號
9500,豪華別墅,Booking,QUD,花蓮蘭苑民宿,花蓮縣吉安鄉南海三街2巷6號
11000,包棟(5間房，14人床位),AsiaYo,QUD,花蓮蘭苑民宿,花蓮縣吉安鄉南海三街2巷6號
8688,【太魯閣輕旅行】含早餐 山嵐雙人房二中床 二中床,雄獅,DBL,花蓮太魯閣晶英酒店,花蓮縣秀林鄉天祥路18號
8688,【寶貝親子一起FUN】享兒童免費 山嵐雙人房二中床(2大1小) 兩中床(含早餐與晚餐),雄獅,DBL,花蓮太魯閣晶英酒店,花蓮縣秀林鄉天祥路18號
10060,【雄獅大FUN電】送電影票+加贈晚餐 山嵐三人房二中床 二中床(含早餐與晚餐),雄獅,TRP,花蓮太魯閣晶英酒店,花蓮縣秀林鄉天祥路18號
10560,蜜月一室公寓（2位成人）- 麗人 - 不退款,Booking,DBL,花蓮太魯閣晶英酒店,花蓮縣秀林鄉天祥路18號
10560,蜜月單室套房(Honeymoon Studio) ,agoda,DBL,花蓮太魯閣晶英酒店,花蓮縣秀林鄉天祥路18號
10560,儷人客房2人房，一大床,Expedia,DBL,花蓮太魯閣晶英酒店,花蓮縣秀林鄉天祥路18號
11438,【太魯閣輕旅行】含早餐 山嵐四人房 二中床,雄獅,FOUR,花蓮太魯閣晶英酒店,花蓮縣秀林鄉天祥路18號
11450,【雄獅大FUN電】送電影票+加贈晚餐 山嵐四人房 二中床(含早餐與晚餐),雄獅,FOUR,花蓮太魯閣晶英酒店,花蓮縣秀林鄉天祥路18號
17160,花園景家庭套房（3位成人）- 文山 - 不退款,Booking,TRP,花蓮太魯閣晶英酒店,花蓮縣秀林鄉天祥路18號
17160,園景套房(Garden View Suite) ,agoda,TRP,花蓮太魯閣晶英酒店,花蓮縣秀林鄉天祥路18號
17160,文山套房3人家庭房,Expedia,TRP,花蓮太魯閣晶英酒店,花蓮縣秀林鄉天祥路18號
19909,文山套房4人家庭房,Expedia,FOUR,花蓮太魯閣晶英酒店,花蓮縣秀林鄉天祥路18號
19910,花園景家庭套房（4位成人）- 文山 - 不退款,Booking,FOUR,花蓮太魯閣晶英酒店,花蓮縣秀林鄉天祥路18號
19910,園景套房(Suite Garden View) ,agoda,FOUR,花蓮太魯閣晶英酒店,花蓮縣秀林鄉天祥路18號
1588,精致雙人房(限時促銷) 雙床,Trip,DBL,花蓮經典假日飯店,花蓮縣 花蓮市 國聯五路１３９號
1770,高級房(兩床)(Superior Twin) ,agoda,DBL,花蓮經典假日飯店,花蓮縣 花蓮市 國聯五路１３９號
1788,高級雙人間 - 不退款,Booking,DBL,花蓮經典假日飯店,花蓮縣 花蓮市 國聯五路１３９號
1788,【小資精選】-無早餐 精緻雙人房 ,雄獅,DBL,花蓮經典假日飯店,花蓮縣 花蓮市 國聯五路１３９號
1788,"高級雙人房 (免費停車, 免費無線上網)(不可退費-不可免費取消)",Hotels,DBL,花蓮經典假日飯店,花蓮縣 花蓮市 國聯五路１３９號
1788,高級雙人房,Expedia,DBL,花蓮經典假日飯店,花蓮縣 花蓮市 國聯五路１３９號
1920,高級雙人房(Superior Double) ,agoda,DBL,花蓮經典假日飯店,花蓮縣 花蓮市 國聯五路１３９號
1988,精致3人房(限時促銷) 床型未知,Trip,TRP,花蓮經典假日飯店,花蓮縣 花蓮市 國聯五路１３９號
1999,【雄獅❤心旅行】持票根享優惠 精緻雙人房 ,雄獅,DBL,花蓮經典假日飯店,花蓮縣 花蓮市 國聯五路１３９號
2048,"精緻客房, 2 張單人床 (免費早餐, 免費停車, 免費無線上網)-現訂現省！(不可退費-不可免費取消-自助早餐)",Hotels,DBL,花蓮經典假日飯店,花蓮縣 花蓮市 國聯五路１３９號
2188,【小資精選】-無早餐 精緻三人房 一大床+一小床,雄獅,TRP,花蓮經典假日飯店,花蓮縣 花蓮市 國聯五路１３９號
2194,高級三人房(Superior Triple) ,agoda,TRP,花蓮經典假日飯店,花蓮縣 花蓮市 國聯五路１３９號
2340,高級三人間 - 不退款,Booking,TRP,花蓮經典假日飯店,花蓮縣 花蓮市 國聯五路１３９號
2340,"三人房 (免費早餐, 免費停車, 免費無線上網)-現訂現省！(不可退費-不可免費取消-自助早餐)",Hotels,TRP,花蓮經典假日飯店,花蓮縣 花蓮市 國聯五路１３９號
2340,三人房,Expedia,TRP,花蓮經典假日飯店,花蓮縣 花蓮市 國聯五路１３９號
2388,精致家庭4人房(限時促銷) 雙床,Trip,FOUR,花蓮經典假日飯店,花蓮縣 花蓮市 國聯五路１３９號
2399,【雄獅❤心旅行】持票根享優惠 精緻三人房 一大床+一小床,雄獅,TRP,花蓮經典假日飯店,花蓮縣 花蓮市 國聯五路１３９號
2559,家庭房(Family Room) ,agoda,FOUR,花蓮經典假日飯店,花蓮縣 花蓮市 國聯五路１３９號
2588,【小資精選】-無早餐 精緻家庭四人房 二大床,雄獅,FOUR,花蓮經典假日飯店,花蓮縣 花蓮市 國聯五路１３９號
2588,雅致套房雙人房 大床 雙床,Trip,DBL,花蓮經典假日飯店,花蓮縣 花蓮市 國聯五路１３９號
2730,高級家庭間 - 不退款,Booking,FOUR,花蓮經典假日飯店,花蓮縣 花蓮市 國聯五路１３９號
2730,"家庭標準客房 (免費早餐, 免費停車, 免費無線上網)-現訂現省！(不可退費-不可免費取消-自助早餐)",Hotels,FOUR,花蓮經典假日飯店,花蓮縣 花蓮市 國聯五路１３９號
2730,家庭標準客房,Expedia,FOUR,花蓮經典假日飯店,花蓮縣 花蓮市 國聯五路１３９號
2730,精緻雙人房-2小床(歡迎使用『國旅卡』消費，本站提供多種付款方式，刷卡消費不會加收海外刷卡手續費),四方通行,DBL,花蓮經典假日飯店,花蓮縣 花蓮市 國聯五路１３９號
2799,【雄獅❤心旅行】持票根享優惠 精緻家庭四人房 二大床,雄獅,FOUR,花蓮經典假日飯店,花蓮縣 花蓮市 國聯五路１３９號
2999,【雄獅★寶貝親子一起FUN】加送1人免費，房型升等 升等精緻家庭房 二大床,雄獅,SGL,花蓮經典假日飯店,花蓮縣 花蓮市 國聯五路１３９號
3120,精緻三人房(歡迎使用『國旅卡』消費，本站提供多種付款方式，刷卡消費不會加收海外刷卡手續費),四方通行,TRP,花蓮經典假日飯店,花蓮縣 花蓮市 國聯五路１３９號
3640,精緻家庭房(歡迎使用『國旅卡』消費，本站提供多種付款方式，刷卡消費不會加收海外刷卡手續費),四方通行,FOUR,花蓮經典假日飯店,花蓮縣 花蓮市 國聯五路１３９號
1850,雙人間 - 帶私人浴室 - 免費取消,Booking,DBL,花蓮米里莊園民宿,花蓮縣新城鄉康平街36號
1850,迷你雙人房(Mini Double Room) ,agoda,DBL,花蓮米里莊園民宿,花蓮縣新城鄉康平街36號
1850,標準四人套房,AsiaYo,DBL,花蓮米里莊園民宿,花蓮縣新城鄉康平街36號
2500,豪華四人間 - 帶私人浴室 - 免費取消,Booking,FOUR,花蓮米里莊園民宿,花蓮縣新城鄉康平街36號
4536,奢華豪華特大房(Luxury Deluxe King) ,agoda,DBL,花蓮理想大地渡假飯店,974花蓮縣壽豐鄉理想路一號
4599,【雄獅❤心旅行 火車版】贈海洋公園門票 豪華雙人客房一大床 一大床,雄獅,DBL,花蓮理想大地渡假飯店,974花蓮縣壽豐鄉理想路一號
4899,【雄獅❤心旅行 機票版】3人同行1人免費 豪華客房(3人入住) 一大床+沙發床,雄獅,TRP,花蓮理想大地渡假飯店,974花蓮縣壽豐鄉理想路一號
6099,豪華一大床,Expedia,DBL,花蓮理想大地渡假飯店,974花蓮縣壽豐鄉理想路一號
6100,奢華豪華特大號床間 - 不退款,Booking,DBL,花蓮理想大地渡假飯店,974花蓮縣壽豐鄉理想路一號
6599,【雄獅獨家✖國旅卡升等】加贈全聯商品禮券300元 豪華客房二中床(4人入住) 二中床,雄獅,FOUR,花蓮理想大地渡假飯店,974花蓮縣壽豐鄉理想路一號
6764,奢華家庭套房(Luxury Family Suite) ,agoda,FOUR,花蓮理想大地渡假飯店,974花蓮縣壽豐鄉理想路一號
7150,【美好食光假期】一泊二食 豪華雙人客房一大床 一大床(含早餐與晚餐),雄獅,DBL,花蓮理想大地渡假飯店,974花蓮縣壽豐鄉理想路一號
9130,【舒心SPA假期6-10月】一泊二食+單人Spa 蜜月套房 一大床(含早餐與晚餐),雄獅,SGL,花蓮理想大地渡假飯店,974花蓮縣壽豐鄉理想路一號
11000,【美好食光假期】一泊二食 歡樂客房(4人入住) 二大床(含早餐與晚餐),雄獅,FOUR,花蓮理想大地渡假飯店,974花蓮縣壽豐鄉理想路一號
1209,商務單人房 大床,Trip,DBL,花蓮蘋果樹民宿,花蓮縣花蓮市國聯一路43號
1370,甜蜜2人房,AsiaYo,DBL,花蓮蘋果樹民宿,花蓮縣花蓮市國聯一路43號
1400,早鳥訂房，預訂立省30%，早訂早優惠-兩人成行-甜蜜2人房(歡迎使用『國旅卡』消費，本站提供多種付款方式，刷卡消費不會加收海外刷卡手續費),四方通行,DBL,花蓮蘋果樹民宿,花蓮縣花蓮市國聯一路43號
1889,甜蜜三人房 雙床,Trip,TRP,花蓮蘋果樹民宿,花蓮縣花蓮市國聯一路43號
2156,時尚4人房,AsiaYo,FOUR,花蓮蘋果樹民宿,花蓮縣花蓮市國聯一路43號
2506,豪華五人房 床型未知,Trip,QUD,花蓮蘋果樹民宿,花蓮縣花蓮市國聯一路43號
1359,標準雙人房(Standard Double) ,agoda,SGL,花蓮洄瀾客棧,花蓮縣花蓮市海岸路11號
1372,山景單人間 - 不退款,Booking,SGL,花蓮洄瀾客棧,花蓮縣花蓮市海岸路11號
1439,山景雙人房(限時促銷) 大床,Trip,DBL,花蓮洄瀾客棧,花蓮縣花蓮市海岸路11號
1470,山景雙人間 - 不退款,Booking,DBL,花蓮洄瀾客棧,花蓮縣花蓮市海岸路11號
1470,山景雙人房(Double Mountain View) ,agoda,DBL,花蓮洄瀾客棧,花蓮縣花蓮市海岸路11號
1600,【公務人員國旅卡優惠專案】單人1600元起-山景單人房(歡迎使用『國旅卡』消費，本站提供多種付款方式，刷卡消費不會加收海外刷卡手續費),四方通行,SGL,花蓮洄瀾客棧,花蓮縣花蓮市海岸路11號
1881,【雄獅❤心旅行】 台灣白標準雙人房 一大床或兩小床,雄獅,DBL,花蓮承億文旅-花蓮山知道,花蓮縣花蓮市國聯一路39號
2000,臺灣白標準雙人客房 大床 雙床,Trip,DBL,花蓮承億文旅-花蓮山知道,花蓮縣花蓮市國聯一路39號
2350,經濟雙床間,Booking,DBL,花蓮承億文旅-花蓮山知道,花蓮縣花蓮市國聯一路39號
1800,【公務人員國旅卡優惠專案】2人同行1800元起-山景雙人房(歡迎使用『國旅卡』消費，本站提供多種付款方式，刷卡消費不會加收海外刷卡手續費),四方通行,DBL,花蓮洄瀾客棧,花蓮縣花蓮市海岸路11號
2100,含早餐 山景雙人房 一大床,雄獅,DBL,花蓮洄瀾客棧,花蓮縣花蓮市海岸路11號
2350,"台灣白標準雙人客房 (部份房間為二小床併床) (免費早餐, 免費無線上網)-現訂現省！(不可退費-不可免費取消-免費早餐)",Hotels,DBL,花蓮承億文旅-花蓮山知道,花蓮縣花蓮市國聯一路39號
2142,海景雙人間 - 不退款,Booking,DBL,花蓮洄瀾客棧,花蓮縣花蓮市海岸路11號
2350,台灣白標準雙人客房 (部份房間為二小床併床),Expedia,DBL,花蓮承億文旅-花蓮山知道,花蓮縣花蓮市國聯一路39號
2232,高級四人房(Superior Quad) ,agoda,FOUR,花蓮洄瀾客棧,花蓮縣花蓮市海岸路11號
2350,"早食別錯過 ,不但要吃飽還要吃得好~-台灣白標準雙人客房(歡迎使用『國旅卡』消費，本站提供多種付款方式，刷卡消費不會加收海外刷卡手續費)",四方通行,DBL,花蓮承億文旅-花蓮山知道,花蓮縣花蓮市國聯一路39號
2254,四人間 - 帶淋浴 - 不退款,Booking,FOUR,花蓮洄瀾客棧,花蓮縣花蓮市海岸路11號
2350,早食別錯過 ，不但要吃飽還要吃得好~~／台灣白標準雙人客房 一大床/兩小床,旅遊王,DBL,花蓮承億文旅-花蓮山知道,花蓮縣花蓮市國聯一路39號
2680,綠蛇紋標準四人客房 雙床,Trip,TRP,花蓮承億文旅-花蓮山知道,花蓮縣花蓮市國聯一路39號
2800,【公務人員國旅卡優惠專案】4人同行2800元起-儷景四人房(歡迎使用『國旅卡』消費，本站提供多種付款方式，刷卡消費不會加收海外刷卡手續費),四方通行,FOUR,花蓮洄瀾客棧,花蓮縣花蓮市海岸路11號
3000,【雄獅❤心旅行】 綠蛇紋標準四人房 兩大床,雄獅,FOUR,花蓮承億文旅-花蓮山知道,花蓮縣花蓮市國聯一路39號
3220,含早餐 椰影四人房 側邊面海 (兩大床),雄獅,FOUR,花蓮洄瀾客棧,花蓮縣花蓮市海岸路11號
3349,綠蛇紋四人標準客房,Expedia,FOUR,花蓮承億文旅-花蓮山知道,花蓮縣花蓮市國聯一路39號
3350,標准四人間,Booking,FOUR,花蓮承億文旅-花蓮山知道,花蓮縣花蓮市國聯一路39號
3350,"綠蛇紋四人標準客房 (免費早餐, 免費無線上網)-現訂現省！(不可退費-不可免費取消-免費早餐)",Hotels,FOUR,花蓮承億文旅-花蓮山知道,花蓮縣花蓮市國聯一路39號
3350,"早食別錯過 ,不但要吃飽還要吃得好~-綠蛇紋標準四人客房(歡迎使用『國旅卡』消費，本站提供多種付款方式，刷卡消費不會加收海外刷卡手續費)",四方通行,FOUR,花蓮承億文旅-花蓮山知道,花蓮縣花蓮市國聯一路39號
3350,早食別錯過 ，不但要吃飽還要吃得好~~／綠蛇蚊四人標準客房,旅遊王,FOUR,花蓮承億文旅-花蓮山知道,花蓮縣花蓮市國聯一路39號
2400,山景田園雙人房,AsiaYo,DBL,花蓮生日快樂莊園民宿,花蓮縣秀林鄉
2890,海景豪華雙人間 - 帶陽台 - 不退款,Booking,DBL,花蓮生日快樂莊園民宿,花蓮縣秀林鄉
3600,海景溫馨四人家庭房,AsiaYo,FOUR,花蓮生日快樂莊園民宿,花蓮縣秀林鄉
4380,海景四人間 - 不退款,Booking,FOUR,花蓮生日快樂莊園民宿,花蓮縣秀林鄉
4600,海景樂活六人和室,AsiaYo,QUD,花蓮生日快樂莊園民宿,花蓮縣秀林鄉
5190,花園景家庭間 - 不退款,Booking,QUD,花蓮生日快樂莊園民宿,花蓮縣秀林鄉
1900,【大人囝仔慢活行】4天3夜 精緻二人房 一大床,雄獅,DBL,花蓮F Hotel-花蓮館,花蓮縣花蓮市國盛二街203之1號
1920,標准雙人間 - 不退款,Booking,DBL,花蓮F Hotel-花蓮館,花蓮縣花蓮市國盛二街203之1號
1999,【小資精選】不含早餐 精緻二人房 一大床,雄獅,DBL,花蓮F Hotel-花蓮館,花蓮縣花蓮市國盛二街203之1號
2100,【國民旅遊卡】優惠專案-精緻二人房-精緻二人房(歡迎使用『國旅卡』消費，本站提供多種付款方式，刷卡消費不會加收海外刷卡手續費),四方通行,DBL,花蓮F Hotel-花蓮館,花蓮縣花蓮市國盛二街203之1號
