價錢,內容,商家,房型,旅館名稱,旅館地址
2802,家庭房(Family Room) ,agoda,FOUR,高雄康橋商旅-後驛九如館,高雄市三民區九如二路339號
2878,"四人房, 2 張標準雙人床(照片此房型代表圖，房型格局需以現場實際為準)",Expedia,FOUR,高雄康橋商旅-後驛九如館,高雄市三民區九如二路339號
2879,"四人房, 2 張標準雙人床(照片此房型代表圖，房型格局需以現場實際為準) (免費早餐, 免費無線上網)(不可退費-不可免費取消)",Hotels,FOUR,高雄康橋商旅-後驛九如館,高雄市三民區九如二路339號
3080,"四人房, 2 張標準雙人床(照片此房型代表圖，房型格局需以現場實際為準) (免費早餐, 免費停車, 免費無線上網)(不可退費-不可免費取消-自助早餐)",Hotels,FOUR,高雄康橋商旅-後驛九如館,高雄市三民區九如二路339號
3239,溫馨4人房 大床 雙床,Trip,FOUR,高雄康橋商旅-後驛九如館,高雄市三民區九如二路339號
1080,基本單人房(Single Room - Basic) ,agoda,SGL,高雄城市商旅-駁二館,公園二路83號
1242,精緻客房 (免費無線上網)-提前預訂優惠 46%(不可退費-不可免費取消),Hotels,DBL,高雄城市商旅-駁二館,公園二路83號
1251,標準客房(無窗) 大床,Trip,DBL,高雄城市商旅-駁二館,公園二路83號
1380,高級雙人間 - 不退款,Booking,DBL,高雄城市商旅-駁二館,公園二路83號
1380,高級雙人房(Superior Double Room) ,agoda,DBL,高雄城市商旅-駁二館,公園二路83號
1431,"精緻客房 (免費早餐, 免費無線上網)-提前預訂優惠 46%(不可退費-不可免費取消-免費早餐)",Hotels,DBL,高雄城市商旅-駁二館,公園二路83號
1600,精緻客房(歡迎使用『國旅卡』消費，本站提供多種付款方式，刷卡消費不會加收海外刷卡手續費),四方通行,DBL,高雄城市商旅-駁二館,公園二路83號
1728,無窗標準家庭房 (免費無線上網)-提前預訂優惠 46%(不可退費-不可免費取消),Hotels,FOUR,高雄城市商旅-駁二館,公園二路83號
1920,標准四人間 - 無窗 - 不退款,Booking,FOUR,高雄城市商旅-駁二館,公園二路83號
1920,標準四人房 - 無窗(Standard Quad No Window) ,agoda,FOUR,高雄城市商旅-駁二館,公園二路83號
1920,無窗標準家庭房,Expedia,FOUR,高雄城市商旅-駁二館,公園二路83號
2133,"無窗標準家庭房 - 5 min walking distance to Breakfast area (免費早餐, 免費無線上網)-提前預訂優惠 46%(不可退費-不可免費取消-免費早餐)",Hotels,FOUR,高雄城市商旅-駁二館,公園二路83號
2250,標準家庭客房(歡迎使用『國旅卡』消費，本站提供多種付款方式，刷卡消費不會加收海外刷卡手續費),四方通行,FOUR,高雄城市商旅-駁二館,公園二路83號
1714,高級雙床間 - 不退款,Booking,DBL,高雄翰品酒店,高雄市鹽埕區大仁路43號
1714,高級雙人房(Superior Double) ,agoda,DBL,高雄翰品酒店,高雄市鹽埕區大仁路43號
1714,"雅緻雙床房 (免費停車, 免費無線上網)-省 35%(不可退費-不可免費取消)",Hotels,DBL,高雄翰品酒店,高雄市鹽埕區大仁路43號
1714,雅緻雙床房,Expedia,DBL,高雄翰品酒店,高雄市鹽埕區大仁路43號
1714,雅緻雙人房,Expedia,DBL,高雄翰品酒店,高雄市鹽埕區大仁路43號
2078,【不含早餐】 雅緻單人房 一中床,雄獅,SGL,高雄翰品酒店,高雄市鹽埕區大仁路43號
2078,【不含早餐】 雅緻二人房 一中床或二小床,雄獅,DBL,高雄翰品酒店,高雄市鹽埕區大仁路43號
2138,雅致家庭房 雙床,Trip,FOUR,高雄翰品酒店,高雄市鹽埕區大仁路43號
2481,極品客房,Expedia,TRP,高雄翰品酒店,高雄市鹽埕區大仁路43號
2490,4-6月【2018兆豐白金住宿禮遇】卡友價1999元 雅緻二人房 一中床或二小床,雄獅,DBL,高雄翰品酒店,高雄市鹽埕區大仁路43號
2558,"雅緻雙床房 (免費早餐, 免費停車, 免費無線上網)-現訂現省！(不可退費-不可免費取消-免費早餐)",Hotels,DBL,高雄翰品酒店,高雄市鹽埕區大仁路43號
2595,高級家庭房(Superior Family) ,agoda,FOUR,高雄翰品酒店,高雄市鹽埕區大仁路43號
2595,"雅致家庭房 (150cm x 200cm) (免費停車, 免費無線上網)-現訂現省！(不可退費-不可免費取消)",Hotels,FOUR,高雄翰品酒店,高雄市鹽埕區大仁路43號
2595,雅致家庭房 (150cm x 200cm),Expedia,FOUR,高雄翰品酒店,高雄市鹽埕區大仁路43號
2655,【不含早餐】 雅緻四人房(二中床) 二中床,雄獅,FOUR,高雄翰品酒店,高雄市鹽埕區大仁路43號
2658,高級家庭間 - 不退款,Booking,FOUR,高雄翰品酒店,高雄市鹽埕區大仁路43號
3500,雅致三人房 床型未知,Trip,TRP,高雄翰品酒店,高雄市鹽埕區大仁路43號
3724,"雅致家庭房 (150cm x 200cm) (免費早餐, 免費停車, 免費無線上網)-現訂現省！(不可退費-不可免費取消-免費早餐)",Hotels,FOUR,高雄翰品酒店,高雄市鹽埕區大仁路43號
3810,【含早餐】 雅緻四人房(二中床) 二中床,雄獅,FOUR,高雄翰品酒店,高雄市鹽埕區大仁路43號
3118,標准雙床間,Booking,DBL,高雄義大天悅飯店,高雄縣大樹鄉三和村義大八街100號
3464,雅緻雙床房,Expedia,DBL,高雄義大天悅飯店,高雄縣大樹鄉三和村義大八街100號
3465,高級雙人房(Superior Double) ,agoda,DBL,高雄義大天悅飯店,高雄縣大樹鄉三和村義大八街100號
3465,"雅緻雙人房 (免費早餐, 免費停車, 免費無線上網)-提前預訂優惠 10%(不可退費-不可免費取消-免費早餐)",Hotels,DBL,高雄義大天悅飯店,高雄縣大樹鄉三和村義大八街100號
3520,【純住房含早餐】經典加價購 雅緻單人房 一大床,雄獅,SGL,高雄義大天悅飯店,高雄縣大樹鄉三和村義大八街100號
3831,家庭間,Booking,TRP,高雄義大天悅飯店,高雄縣大樹鄉三和村義大八街100號
3836,溫馨家庭房4人房 雙床,Trip,TRP,高雄義大天悅飯店,高雄縣大樹鄉三和村義大八街100號
3850,【純住房含早餐】經典加價購 雅緻雙人房 一大床 或 二小床,雄獅,DBL,高雄義大天悅飯店,高雄縣大樹鄉三和村義大八街100號
4257,高級三人房(Superior Triple Room) ,agoda,TRP,高雄義大天悅飯店,高雄縣大樹鄉三和村義大八街100號
4257,"溫馨家庭房 (免費早餐, 免費停車, 免費無線上網)-提前預訂優惠 10%(不可退費-不可免費取消-免費早餐)",Hotels,TRP,高雄義大天悅飯店,高雄縣大樹鄉三和村義大八街100號
4257,溫馨家庭房,Expedia,TRP,高雄義大天悅飯店,高雄縣大樹鄉三和村義大八街100號
4730,【純住房含早餐】經典加價購 溫馨家庭房(3人入住) 二中床,雄獅,TRP,高雄義大天悅飯店,高雄縣大樹鄉三和村義大八街100號
5257,豪華家庭套房,Booking,FOUR,高雄義大天悅飯店,高雄縣大樹鄉三和村義大八街100號
5257,豪華家庭房(Deluxe Family) ,agoda,FOUR,高雄義大天悅飯店,高雄縣大樹鄉三和村義大八街100號
5610,【純住房含早餐】經典加價購 溫馨家庭房(4人入住) 二中床,雄獅,FOUR,高雄義大天悅飯店,高雄縣大樹鄉三和村義大八街100號
5840,高級四人房,Expedia,FOUR,高雄義大天悅飯店,高雄縣大樹鄉三和村義大八街100號
5841,"高級四人房 (免費早餐, 免費停車, 免費無線上網)-提前預訂優惠 10%(不可退費-不可免費取消-免費早餐)",Hotels,FOUR,高雄義大天悅飯店,高雄縣大樹鄉三和村義大八街100號
6600,【純住房含早餐】經典加價購 Hape親子主題房 ,雄獅,QUD,高雄義大天悅飯店,高雄縣大樹鄉三和村義大八街100號
6638,幸福家庭房4人房 床型未知,Trip,FOUR,高雄義大天悅飯店,高雄縣大樹鄉三和村義大八街100號
2222,豪華市景雙人房 大床,Trip,DBL,高雄國賓大飯店,高雄市民生二路 202 號
2300,不含早餐 精緻客房 一中床,雄獅,SGL,高雄國賓大飯店,高雄市民生二路 202 號
2418,高級單人房(Superior Single) ,agoda,SGL,高雄國賓大飯店,高雄市民生二路 202 號
2448,高級房(兩床)(Superior Twin) ,agoda,DBL,高雄國賓大飯店,高雄市民生二路 202 號
2499,"高級雙床房 (免費停車, 免費無線上網)(不可退費-不可免費取消)",Hotels,DBL,高雄國賓大飯店,高雄市民生二路 202 號
2534,豪華客房 (二床),Expedia,DBL,高雄國賓大飯店,高雄市民生二路 202 號
2599,含早餐 精緻客房 一中床,雄獅,SGL,高雄國賓大飯店,高雄市民生二路 202 號
2675,精致客房 大床 雙床,Trip,DBL,高雄國賓大飯店,高雄市民生二路 202 號
2723,高級單人間 - 不退款,Booking,SGL,高雄國賓大飯店,高雄市民生二路 202 號
2777,高級雙人間 - 不退款,Booking,DBL,高雄國賓大飯店,高雄市民生二路 202 號
2900,不含早餐 豪華市景客房(一大床) 一大床,雄獅,DBL,高雄國賓大飯店,高雄市民生二路 202 號
3200,不含早餐 豪華市景客房(3人入住) 二中床,雄獅,TRP,高雄國賓大飯店,高雄市民生二路 202 號
3286,豪華房(兩床)(Deluxe Twin) ,agoda,DBL,高雄國賓大飯店,高雄市民生二路 202 號
3347,"豪華客房 (二床) (免費早餐, 免費停車, 免費無線上網)-省 46%(不可退費-不可免費取消-雙人早餐)",Hotels,DBL,高雄國賓大飯店,高雄市民生二路 202 號
3500,不含早餐 豪華市景客房(4人入住) 二中床,雄獅,FOUR,高雄國賓大飯店,高雄市民生二路 202 號
3500,【雄愛趴趴走】送雙層巴士券 豪華市景客房(一大床) 一大床,雄獅,DBL,高雄國賓大飯店,高雄市民生二路 202 號
3526,豪華家庭房(兩床)(Deluxe Family Twin Room) ,agoda,FOUR,高雄國賓大飯店,高雄市民生二路 202 號
3699,【雄獅國旅卡友節】 升等「豪華港景房」 二中床,雄獅,FOUR,高雄國賓大飯店,高雄市民生二路 202 號
3905,"尊榮港景客房兩床 (免費停車, 免費無線上網)-省 46%(不可退費-不可免費取消)",Hotels,FOUR,高雄國賓大飯店,高雄市民生二路 202 號
4000,豪華四人間 - 不退款,Booking,FOUR,高雄國賓大飯店,高雄市民生二路 202 號
4029,豪華大號床間 - 不退款,Booking,DBL,高雄國賓大飯店,高雄市民生二路 202 號
4099,含早餐 豪華市景客房(3人入住) 二中床,雄獅,TRP,高雄國賓大飯店,高雄市民生二路 202 號
4985,"尊榮港景客房兩床 (免費早餐, 免費停車, 免費無線上網)-省 46%(不可退費-不可免費取消-免費早餐)",Hotels,FOUR,高雄國賓大飯店,高雄市民生二路 202 號
1615,標准雙人間 - 無窗 - 不退款,Booking,DBL,高雄頭等艙飯店-站前館,高雄市三民區建國三路33號
1615,標準雙人房 - 無窗(Standard Double (No Window)) ,agoda,DBL,高雄頭等艙飯店-站前館,高雄市三民區建國三路33號
1615,"標準雙人房, 無窗戶 (免費早餐, 免費無線上網)-季節性優惠: 省 15%(不可退費-不可免費取消-免費早餐)",Hotels,DBL,高雄頭等艙飯店-站前館,高雄市三民區建國三路33號
1900,含早餐 標準客房(無窗) 一大床,雄獅,DBL,高雄頭等艙飯店-站前館,高雄市三民區建國三路33號
1900,標準客房(歡迎使用『國旅卡』消費，本站提供多種付款方式，刷卡消費不會加收海外刷卡手續費),四方通行,DBL,高雄頭等艙飯店-站前館,高雄市三民區建國三路33號
1900,標準客房（不挑房）,AsiaYo,DBL,高雄頭等艙飯店-站前館,高雄市三民區建國三路33號
2188,雙人間 - 帶無障礙設施 - 無窗 - 不退款,Booking,DBL,高雄頭等艙飯店-站前館,高雄市三民區建國三路33號
2188,"雙人房, 無障礙, 無窗戶 (免費無線上網)(不可退費-不可免費取消)",Hotels,DBL,高雄頭等艙飯店-站前館,高雄市三民區建國三路33號
3634,豪華家庭房(Deluxe Family) ,agoda,FOUR,高雄頭等艙飯店-站前館,高雄市三民區建國三路33號
3800,標准家庭間 - 不退款,Booking,FOUR,高雄頭等艙飯店-站前館,高雄市三民區建國三路33號
3800,含早餐 家庭四人房 二大床,雄獅,FOUR,高雄頭等艙飯店-站前館,高雄市三民區建國三路33號
3800,"家庭四人房 (免費早餐, 免費無線上網)(不可退費-不可免費取消-免費早餐)",Hotels,FOUR,高雄頭等艙飯店-站前館,高雄市三民區建國三路33號
3800,家庭四人房(歡迎使用『國旅卡』消費，本站提供多種付款方式，刷卡消費不會加收海外刷卡手續費),四方通行,FOUR,高雄頭等艙飯店-站前館,高雄市三民區建國三路33號
3333,精致市景客房 大床 雙床,Trip,DBL,高雄漢來大飯店,高雄市成功一路266號
3700,【不含早餐】贈送滋養乳液 精緻市景單人客房 一大床(1*180cm*200cm),雄獅,SGL,高雄漢來大飯店,高雄市成功一路266號
3700,【不含早餐】贈送滋養乳液 精緻市景雙人客房 一大床 或 二小床,雄獅,DBL,高雄漢來大飯店,高雄市成功一路266號
3700,精緻市景客房(一大床),旅遊王,DBL,高雄漢來大飯店,高雄市成功一路266號
3887,市景單人房(City View Single Room) ,agoda,SGL,高雄漢來大飯店,高雄市成功一路266號
4041,隨機安排房型(Run of House) ,agoda,DBL,高雄漢來大飯店,高雄市成功一路266號
4180,【雄獅國旅卡友節】送電影票 升等「港景單人房」 一大床,雄獅,SGL,高雄漢來大飯店,高雄市成功一路266號
4180,2018年省錢旅遊-含早餐／精緻市景客房(一大床),旅遊王,SGL,高雄漢來大飯店,高雄市成功一路266號
4221,"精緻市景客房 (兩張單人床)  (免費停車, 免費無線上網)-省 33%(不可退費-不可免費取消)",Hotels,DBL,高雄漢來大飯店,高雄市成功一路266號
4299,精緻市景客房 (兩張單人床) ,Expedia,DBL,高雄漢來大飯店,高雄市成功一路266號
4410,高級雙床間 - 不退款,Booking,DBL,高雄漢來大飯店,高雄市成功一路266號
4410,"高級單人房, 城市景觀",Expedia,SGL,高雄漢來大飯店,高雄市成功一路266號
4620,【雄獅國旅卡友節】送電影票 升等「港景雙人房」 一大床 或 二小床,雄獅,DBL,高雄漢來大飯店,高雄市成功一路266號
4620,2018年省錢旅遊-含早餐／精緻市景客房(二單床),旅遊王,DBL,高雄漢來大飯店,高雄市成功一路266號
4700,【不含早餐】贈送滋養乳液 精緻市景家庭三人房 ,雄獅,TRP,高雄漢來大飯店,高雄市成功一路266號
4700,精緻市景家庭房,旅遊王,TRP,高雄漢來大飯店,高雄市成功一路266號
4760,享有城市景致的高級單人間 - 不退款,Booking,SGL,高雄漢來大飯店,高雄市成功一路266號
5025,"精緻市景客房 (兩張單人床)  (免費早餐, 免費停車, 免費無線上網)-省 33%(不可退費-不可免費取消-免費早餐)",Hotels,DBL,高雄漢來大飯店,高雄市成功一路266號
5556,精致家庭三人房 床型未知,Trip,TRP,高雄漢來大飯店,高雄市成功一路266號
5700,【不含早餐】贈送滋養乳液 豪華港景家庭四人房 ,雄獅,FOUR,高雄漢來大飯店,高雄市成功一路266號
5700,豪華港景家庭房,旅遊王,FOUR,高雄漢來大飯店,高雄市成功一路266號
5940,2018年省錢旅遊-含早餐／精緻市景家庭房,旅遊王,TRP,高雄漢來大飯店,高雄市成功一路266號
6169,市景家庭房(Family with City view) ,agoda,TRP,高雄漢來大飯店,高雄市成功一路266號
6300,市景豪華客房(限量特惠)(會員特惠) 大床 雙床,Trip,DBL,高雄漢來大飯店,高雄市成功一路266號
6700,"三人房 (免費早餐, 免費停車, 免費無線上網)-省 33%(不可退費-不可免費取消-免費早餐)",Hotels,TRP,高雄漢來大飯店,高雄市成功一路266號
7000,高級家庭間 - 不退款,Booking,TRP,高雄漢來大飯店,高雄市成功一路266號
7000,三人房,Expedia,TRP,高雄漢來大飯店,高雄市成功一路266號
7000,豪華家庭四人房 雙床,Trip,FOUR,高雄漢來大飯店,高雄市成功一路266號
7040,2018年省錢旅遊-含早餐／豪華港景家庭房,旅遊王,FOUR,高雄漢來大飯店,高雄市成功一路266號
7263,【2018長青樂活專案】 精緻市景家庭三人房 ,雄獅,TRP,高雄漢來大飯店,高雄市成功一路266號
7403,港景豪華家庭房(Deluxe Harbor View Family Room) ,agoda,FOUR,高雄漢來大飯店,高雄市成功一路266號
8040,"家庭標準客房, 海灣景觀 (免費早餐, 免費停車, 免費無線上網)-省 33%(不可退費-不可免費取消-免費早餐)",Hotels,FOUR,高雄漢來大飯店,高雄市成功一路266號
8399,"家庭標準客房, 海灣景觀",Expedia,FOUR,高雄漢來大飯店,高雄市成功一路266號
8400,海港景豪華家庭間 - 不退款,Booking,FOUR,高雄漢來大飯店,高雄市成功一路266號
8764,【2018長青樂活專案】 豪華港景家庭四人房 ,雄獅,FOUR,高雄漢來大飯店,高雄市成功一路266號
2018,主管客房 大床,Trip,DBL,高雄寒軒國際大飯店,802高雄市苓雅區四維三路33號
2160,標准單人間 - 不退款,Booking,SGL,高雄寒軒國際大飯店,802高雄市苓雅區四維三路33號
2160,標準單人房(Standard Single) ,agoda,SGL,高雄寒軒國際大飯店,802高雄市苓雅區四維三路33號
2348,"主管客房 (免費停車, 免費無線上網)-省 19%(不可退費-不可免費取消)",Hotels,DBL,高雄寒軒國際大飯店,802高雄市苓雅區四維三路33號
2599,含早餐 標準單人客房 一中床,雄獅,SGL,高雄寒軒國際大飯店,802高雄市苓雅區四維三路33號
2599,標準單人客房(歡迎使用『國旅卡』消費，本站提供多種付款方式，刷卡消費不會加收海外刷卡手續費),四方通行,SGL,高雄寒軒國際大飯店,802高雄市苓雅區四維三路33號
2754,標准特大號床間 - 不退款,Booking,DBL,高雄寒軒國際大飯店,802高雄市苓雅區四維三路33號
2790,標準特大房(Standard King) ,agoda,DBL,高雄寒軒國際大飯店,802高雄市苓雅區四維三路33號
3400,商務客房(歡迎使用『國旅卡』消費，本站提供多種付款方式，刷卡消費不會加收海外刷卡手續費),四方通行,DBL,高雄寒軒國際大飯店,802高雄市苓雅區四維三路33號
3402,"四人房 (免費停車, 免費無線上網)-省 19%(不可退費-不可免費取消)",Hotels,FOUR,高雄寒軒國際大飯店,802高雄市苓雅區四維三路33號
3616,豪華房(兩床)(Deluxe Twin) ,agoda,DBL,高雄寒軒國際大飯店,802高雄市苓雅區四維三路33號
3658,全景客房 大床,Trip,DBL,高雄寒軒國際大飯店,802高雄市苓雅區四維三路33號
3955,雅致3人房 床型未知,Trip,TRP,高雄寒軒國際大飯店,802高雄市苓雅區四維三路33號
3990,家庭間 - 不退款,Booking,FOUR,高雄寒軒國際大飯店,802高雄市苓雅區四維三路33號
4042,四人房(Quad) ,agoda,FOUR,高雄寒軒國際大飯店,802高雄市苓雅區四維三路33號
4600,含早餐 甜蜜家庭房 二大床,雄獅,FOUR,高雄寒軒國際大飯店,802高雄市苓雅區四維三路33號
4600,甜蜜家庭房(歡迎使用『國旅卡』消費，本站提供多種付款方式，刷卡消費不會加收海外刷卡手續費),四方通行,FOUR,高雄寒軒國際大飯店,802高雄市苓雅區四維三路33號
4800,"全景客房 (免費早餐, 免費停車, 免費無線上網)(不可退費-不可免費取消-免費早餐)",Hotels,DBL,高雄寒軒國際大飯店,802高雄市苓雅區四維三路33號
1402,商務雙人房(Business Double) ,agoda,DBL,高雄香格里拉精緻飯店,台灣 高雄市三民區建國二路208號
1429,商務雙人房,Expedia,DBL,高雄香格里拉精緻飯店,台灣 高雄市三民區建國二路208號
1430,商務雙人間 - 不退款,Booking,DBL,高雄香格里拉精緻飯店,台灣 高雄市三民區建國二路208號
1430,"商務雙人房 (免費早餐, 免費停車, 免費無線上網)(不可退費-不可免費取消-免費早餐)",Hotels,DBL,高雄香格里拉精緻飯店,台灣 高雄市三民區建國二路208號
1430,商務雙人客房(歡迎使用『國旅卡』消費，本站提供多種付款方式，刷卡消費不會加收海外刷卡手續費),四方通行,DBL,高雄香格里拉精緻飯店,台灣 高雄市三民區建國二路208號
1430,商務雙人房,旅遊王,DBL,高雄香格里拉精緻飯店,台灣 高雄市三民區建國二路208號
2157,家庭房(Family) ,agoda,FOUR,高雄香格里拉精緻飯店,台灣 高雄市三民區建國二路208號
2199,精品四人房,Expedia,FOUR,高雄香格里拉精緻飯店,台灣 高雄市三民區建國二路208號
2200,典雅四人間 - 不退款,Booking,FOUR,高雄香格里拉精緻飯店,台灣 高雄市三民區建國二路208號
2200,"精品四人房 (免費早餐, 免費停車, 免費無線上網)(不可退費-不可免費取消-免費早餐)",Hotels,FOUR,高雄香格里拉精緻飯店,台灣 高雄市三民區建國二路208號
2200,精品四人套房(歡迎使用『國旅卡』消費，本站提供多種付款方式，刷卡消費不會加收海外刷卡手續費),四方通行,FOUR,高雄香格里拉精緻飯店,台灣 高雄市三民區建國二路208號
2200,精緻四人房,旅遊王,FOUR,高雄香格里拉精緻飯店,台灣 高雄市三民區建國二路208號
888,限時促銷！只到6月底【888優惠 🌏 背包客環保遊】2人成行$888起-居易(歡迎使用『國旅卡』消費，本站提供多種付款方式，刷卡消費不會加收海外刷卡手續費),四方通行,DBL,高雄康瀚行旅,高雄市前金區七賢二路195號
990,"標準雙人房, 無窗戶 (免費無線上網)-季節性優惠: 省 70%(不可退費-不可免費取消)",Hotels,DBL,高雄康瀚行旅,高雄市前金區七賢二路195號
1060,"標準雙人房, 無窗戶",Expedia,TRP,高雄康瀚行旅,高雄市前金區七賢二路195號
1480,【雄獅春季線上旅展】送超商購物金 商棧二人房 一大床,雄獅,DBL,高雄康瀚行旅,高雄市前金區七賢二路195號
1688,限時促銷【優惠只到6月底 🌏 背包客環保遊】3人成行$1688起-嘉艇(歡迎使用『國旅卡』消費，本站提供多種付款方式，刷卡消費不會加收海外刷卡手續費),四方通行,TRP,高雄康瀚行旅,高雄市前金區七賢二路195號
1748,康瀚雙人房,Expedia,DBL,高雄康瀚行旅,高雄市前金區七賢二路195號
1780,【雄獅春季線上旅展】送超商購物金 嘉艇三人房 一大床+ 一小床,雄獅,TRP,高雄康瀚行旅,高雄市前金區七賢二路195號
1828,三人房 (免費無線上網)-季節性優惠: 省 70%(不可退費-不可免費取消),Hotels,TRP,高雄康瀚行旅,高雄市前金區七賢二路195號
1888,限時促銷【優惠只到6月底 🌏 背包客環保遊】4人成行$1888起-康艇(歡迎使用『國旅卡』消費，本站提供多種付款方式，刷卡消費不會加收海外刷卡手續費),四方通行,FOUR,高雄康瀚行旅,高雄市前金區七賢二路195號
